Name;MP;Area;County;Electorate;CON;LAB;LIB;UKIP;Green;NAT;MIN;OTH;CON chance;LAB chance;LIB chance;Reform chance;Green chance;NAT chance;MIN chance;OTH chance
Bristol East;Kerry McCarthy;10;Bristol area;73867;9517;25281;3162;0;4499;0;0;628;0.018;0.982;0.000;0.000;0.000;0.000;0.000;0.000
Bristol North West;Darren Jones;10;Bristol area;76273;8897;24557;3921;6923;3592;0;0;479;0.016;0.975;0.000;0.007;0.001;0.000;0.000;0.000
Bristol South;Karin Smyth;10;Bristol area;84079;5518;24662;4116;8094;5307;0;0;750;0.003;0.982;0.001;0.013;0.000;0.000;0.000;0.000
Bristol West;Thangam Debbonaire;10;Bristol area;99253;2252;30024;4096;7447;22294;0;0;1030;0.000;0.782;0.000;0.002;0.215;0.000;0.000;0.000
Broadland;Jerome Mayhew;9;Norfolk;78151;14400;13853;10015;8371;2829;0;0;284;0.456;0.389;0.100;0.054;0.000;0.000;0.000;0.000
Bromley and Chislehurst;Unknown (LAB gain from CON);11;Bromley;66697;11586;15667;4359;6520;2547;0;0;483;0.232;0.748;0.004;0.015;0.000;0.000;0.000;0.000
Bromsgrove;Sajid Javid;7;Hereford and Worcestershire;75078;16752;15662;5379;8078;2757;0;0;0;0.541;0.429;0.002;0.027;0.000;0.000;0.000;0.000
Broxbourne;Charles Walker;9;Hertfordshire;73182;15096;13665;3348;6520;2197;0;0;487;0.579;0.404;0.003;0.014;0.000;0.000;0.000;0.000
Broxtowe;Unknown (LAB gain from CON);8;Nottinghamshire;73052;10656;23277;1722;7845;2888;0;0;1002;0.038;0.953;0.000;0.008;0.000;0.000;0.000;0.000
Buckingham;Greg Smith;12;Buckinghamshire;83146;20289;14706;11260;8856;2543;0;0;268;0.702;0.217;0.061;0.020;0.000;0.000;0.000;0.000
Burnley;Unknown (LAB gain from CON);4;Lancashire;64345;5283;12945;2240;6421;1710;0;0;642;0.024;0.922;0.000;0.052;0.001;0.000;0.000;0.000
Burton;Unknown (LAB gain from CON);7;Staffordshire;75036;12818;16788;2053;6089;2035;0;0;365;0.250;0.740;0.000;0.009;0.000;0.000;0.000;0.000
Bury North;Unknown (LAB gain from CON);4;Western Manchester;68802;8225;20592;1428;6132;1838;0;0;558;0.015;0.979;0.000;0.005;0.000;0.000;0.000;0.000
Bury South;Unknown (LAB gain from CON);4;Western Manchester;75152;7403;22559;1717;7393;2348;0;0;939;0.007;0.984;0.000;0.009;0.000;0.000;0.000;0.000
Bury St Edmunds;Jo Churchill;9;Suffolk;89644;15914;14681;4092;9357;7782;0;0;691;0.528;0.387;0.002;0.058;0.024;0.000;0.000;0.000
Calder Valley;Unknown (LAB gain from CON);5;West Yorkshire;79287;11570;24561;2816;8008;2197;0;0;494;0.034;0.962;0.000;0.004;0.000;0.000;0.000;0.000
Camberwell and Peckham;Harriet Harman;11;Southwark;88971;1661;36380;2159;5639;4292;0;0;400;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Camborne and Redruth;Unknown (LAB gain from CON);10;Cornwall;70250;10661;17446;5317;6867;2105;0;0;382;0.131;0.843;0.008;0.017;0.000;0.000;0.000;0.000
Cambridge;Daniel Zeichner;9;Cambridgeshire;79951;7837;26459;10722;0;5353;0;0;431;0.006;0.977;0.016;0.000;0.000;0.000;0.000;0.000
Cambridgeshire North East;Steve Barclay;9;Cambridgeshire;83699;17038;12749;4909;7607;2108;0;0;482;0.722;0.247;0.002;0.028;0.000;0.000;0.000;0.000
Cambridgeshire North West;Unknown (LAB gain from CON);9;Cambridgeshire;94909;16957;17825;6805;8990;3387;0;0;0;0.455;0.512;0.007;0.026;0.000;0.000;0.000;0.000
Cambridgeshire South;Unknown (LIB gain from CON);9;Cambridgeshire;87288;13313;13352;22920;8873;2699;0;0;245;0.092;0.095;0.799;0.014;0.000;0.000;0.000;0.000
Cambridgeshire South East;Unknown (LIB gain from CON);9;Cambridgeshire;86769;14304;14196;18244;8636;2437;0;0;336;0.214;0.205;0.558;0.022;0.000;0.000;0.000;0.000
Cannock Chase;Unknown (LAB gain from CON);7;Staffordshire;74813;13164;14408;1967;6591;2753;0;0;0;0.386;0.595;0.000;0.019;0.000;0.000;0.000;0.000
Canterbury;Rosie Duffield;12;Kent;80203;11178;25874;4036;7929;3488;0;0;473;0.030;0.960;0.001;0.009;0.000;0.000;0.000;0.000
Carlisle;Unknown (LAB gain from CON);4;Cumbria;65105;8333;17197;2051;6514;1816;0;0;596;0.046;0.943;0.000;0.010;0.000;0.000;0.000;0.000
Carshalton and Wallington;Unknown (LIB gain from CON);11;Sutton;72941;9274;9230;14406;6979;1994;0;0;439;0.124;0.145;0.689;0.041;0.000;0.000;0.000;0.000
Castle Point;Rebecca Harris;9;Essex;69608;14295;11949;2998;8407;1940;0;0;0;0.616;0.314;0.001;0.068;0.000;0.000;0.000;0.000
Charnwood;Unknown (LAB gain from CON);8;Leicestershire;79534;15497;15596;3254;8236;2998;0;0;682;0.474;0.494;0.000;0.031;0.000;0.000;0.000;0.000
Chatham and Aylesford;Unknown (LAB gain from CON);12;Kent;71642;12422;14389;2675;6074;2036;0;0;438;0.368;0.614;0.001;0.016;0.000;0.000;0.000;0.000
Cheadle;Unknown (LIB gain from CON);4;Eastern Manchester;74577;11556;11611;15173;8401;2496;0;0;555;0.187;0.215;0.548;0.049;0.000;0.000;0.000;0.000
Chelmsford;Unknown (LAB gain from CON);9;Essex;80394;13521;14631;12952;8295;2553;0;0;573;0.308;0.408;0.248;0.036;0.000;0.000;0.000;0.000
Chelsea and Fulham;Unknown (LAB gain from CON);11;Hammersmith and Fulham;67110;12360;16161;5578;6331;2741;0;0;429;0.251;0.730;0.002;0.016;0.000;0.000;0.000;0.000
Cheltenham;Unknown (LIB gain from CON);10;Gloucestershire;81044;17969;8927;23446;0;3285;0;0;425;0.260;0.013;0.727;0.000;0.000;0.000;0.000;0.000
Chesham and Amersham;Unknown (LIB gain from CON);12;Buckinghamshire;72542;17975;5035;19273;6455;2313;0;0;377;0.430;0.001;0.563;0.004;0.000;0.000;0.000;0.000
Chester, City of;Chris Matheson;4;Cheshire;76057;9135;27393;2720;6922;2225;0;0;740;0.008;0.991;0.000;0.001;0.000;0.000;0.000;0.000
Chesterfield;Toby Perkins;8;Derbyshire;71034;6528;20205;2686;7852;2416;0;0;634;0.013;0.970;0.000;0.017;0.000;0.000;0.000;0.000
Chichester;Gillian Keegan;12;West Sussex;85499;16086;13234;12810;9814;4258;0;0;507;0.486;0.234;0.203;0.075;0.002;0.000;0.000;0.000
Chingford and Woodford Green;Unknown (LAB gain from CON);11;Waltham Forest;65393;9655;20144;2068;5782;1844;0;0;0;0.041;0.958;0.000;0.001;0.000;0.000;0.000;0.000
Chippenham;Unknown (LIB gain from CON);10;Wiltshire;77221;14690;10174;16113;7511;1976;0;0;354;0.372;0.087;0.520;0.021;0.000;0.000;0.000;0.000
Chipping Barnet;Unknown (LAB gain from CON);11;Barnet;79960;11982;25022;3063;7328;3109;0;0;473;0.038;0.958;0.000;0.004;0.000;0.000;0.000;0.000
Chorley;Lindsay Hoyle;4;Lancashire;78177;0;33979;0;0;8073;0;0;886;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Christchurch;Christopher Chope;10;Dorset;71520;17856;10889;7225;8178;2734;0;0;639;0.819;0.123;0.021;0.036;0.000;0.000;0.000;0.000
Cities of London and Westminster;Unknown (LAB gain from CON);11;City of Westminster;63700;8625;16007;5724;5647;2739;0;0;402;0.080;0.896;0.010;0.013;0.000;0.000;0.000;0.000
Clacton;Giles Watling;9;Essex;70930;14037;10601;3046;7485;1832;0;0;774;0.709;0.240;0.002;0.048;0.000;0.000;0.000;0.000
Cleethorpes;Unknown (LAB gain from CON);5;Humber area;73689;13681;14130;2532;7151;1789;0;0;497;0.460;0.515;0.000;0.025;0.000;0.000;0.000;0.000
Colchester;Unknown (LAB gain from CON);9;Essex;82625;10706;18103;6394;7033;3089;0;0;464;0.128;0.845;0.012;0.015;0.000;0.000;0.000;0.000
Colne Valley;Unknown (LAB gain from CON);5;West Yorkshire;84174;10799;24545;2888;8608;2764;0;0;664;0.028;0.961;0.000;0.011;0.000;0.000;0.000;0.000
Congleton;Unknown (LAB gain from CON);4;Cheshire;80930;15464;18742;4405;8933;2856;0;0;661;0.310;0.659;0.000;0.030;0.000;0.000;0.000;0.000
Copeland;Unknown (LAB gain from CON);4;Cumbria;61693;8192;17950;1624;6121;1744;0;0;256;0.026;0.967;0.000;0.007;0.000;0.000;0.000;0.000
Corby;Unknown (LAB gain from CON);8;Northamptonshire;86153;12825;25091;2883;8392;2280;0;0;449;0.064;0.927;0.000;0.008;0.000;0.000;0.000;0.000
Cornwall North;Unknown (LIB gain from CON);10;Cornwall;69935;12947;7343;13972;7435;1529;0;0;238;0.377;0.042;0.542;0.038;0.000;0.000;0.000;0.000
Cornwall South East;Sheryll Murray;10;Cornwall;71825;14066;12476;8672;7475;2124;0;0;248;0.524;0.359;0.081;0.036;0.000;0.000;0.000;0.000
Cotswolds, The;Geoffrey Clifton-Brown;10;Gloucestershire;81939;16764;11549;14966;9186;3662;0;0;282;0.510;0.124;0.326;0.038;0.002;0.000;0.000;0.000
Coventry North East;Colleen Fletcher;7;Coventry and Solihull;76006;4544;21513;1337;5054;1700;0;0;449;0.000;0.999;0.000;0.001;0.000;0.000;0.000;0.000
Coventry North West;Taiwo Owatemi;7;Coventry and Solihull;75247;7785;20251;2343;6189;2310;0;0;535;0.022;0.971;0.000;0.006;0.000;0.000;0.000;0.000
Coventry South;Zarah Sultana;7;Coventry and Solihull;70979;7795;20374;2087;5382;1919;0;0;427;0.020;0.977;0.000;0.003;0.000;0.000;0.000;0.000
Crawley;Unknown (LAB gain from CON);12;West Sussex;74207;10729;19409;1978;5784;2067;0;0;423;0.085;0.909;0.000;0.005;0.000;0.000;0.000;0.000
Crewe and Nantwich;Unknown (LAB gain from CON);4;Cheshire;80321;11756;22345;1951;7673;2436;0;0;612;0.059;0.930;0.000;0.011;0.000;0.000;0.000;0.000
Croydon Central;Sarah Jones;11;Croydon;81407;7525;25238;2377;6386;2337;0;0;506;0.004;0.994;0.000;0.002;0.000;0.000;0.000;0.000
Croydon North;Steve Reed;11;Croydon;88468;2638;30525;1805;5596;2886;0;0;485;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Croydon South;Unknown (LAB gain from CON);11;Croydon;83982;14920;20054;4873;7572;2571;0;0;534;0.221;0.768;0.002;0.008;0.000;0.000;0.000;0.000
Dagenham and Rainham;Jon Cruddas;11;Barking and Dagenham;71045;6021;18419;1134;5879;1767;0;0;575;0.003;0.988;0.000;0.008;0.000;0.000;0.000;0.000
Darlington;Unknown (LAB gain from CON);3;Durham;66397;7655;17819;1812;6359;2372;0;0;0;0.024;0.967;0.000;0.009;0.000;0.000;0.000;0.000
Dartford;Unknown (LAB gain from CON);12;Kent;82209;15148;17551;3287;7216;2425;0;0;0;0.348;0.640;0.000;0.011;0.000;0.000;0.000;0.000
Daventry;Chris Heaton-Harris;8;Northamptonshire;77423;17181;15564;5401;8593;2752;0;0;0;0.567;0.406;0.001;0.025;0.000;0.000;0.000;0.000
Denton and Reddish;Andrew Gwynne;4;Eastern Manchester;66234;4278;20048;1210;6014;2133;0;0;602;0.000;0.995;0.000;0.005;0.000;0.000;0.000;0.000
Derby North;Unknown (LAB gain from CON);8;Derbyshire;73199;8014;20695;2354;6737;2239;0;0;0;0.016;0.978;0.000;0.005;0.000;0.000;0.000;0.000
Derby South;Margaret Beckett;8;Derbyshire;73062;3914;19149;1156;5725;1460;0;0;879;0.001;0.998;0.000;0.001;0.000;0.000;0.000;0.000
Derbyshire Dales;Unknown (LAB gain from CON);8;Derbyshire;65080;12459;14462;5447;8211;3074;0;0;326;0.349;0.588;0.006;0.056;0.000;0.000;0.000;0.000
Derbyshire Mid;Unknown (LAB gain from CON);8;Derbyshire;67442;12583;15562;3321;7638;3059;0;0;709;0.312;0.654;0.000;0.034;0.000;0.000;0.000;0.000
Derbyshire North East;Unknown (LAB gain from CON);8;Derbyshire;72345;12020;18560;2538;7621;2416;0;0;522;0.147;0.836;0.000;0.016;0.000;0.000;0.000;0.000
Derbyshire South;Unknown (LAB gain from CON);8;Derbyshire;79331;13658;18743;2589;7804;2783;0;0;435;0.229;0.756;0.000;0.015;0.000;0.000;0.000;0.000
Devizes;Danny Kruger;10;Wiltshire;73372;14864;11964;7880;7054;2515;0;0;253;0.635;0.290;0.045;0.029;0.000;0.000;0.000;0.000
Devon Central;Unknown (LAB gain from CON);10;Devon;74926;13126;14427;10721;8469;3473;0;0;226;0.336;0.464;0.141;0.057;0.001;0.000;0.000;0.000
Devon East;Simon Jupp;10;Devon;87168;21395;12051;10848;9360;2285;0;0;338;0.826;0.095;0.054;0.024;0.000;0.000;0.000;0.000
Devon North;Unknown (LIB gain from CON);10;Devon;75859;12509;7945;15897;8355;2486;0;0;327;0.274;0.045;0.638;0.042;0.000;0.000;0.000;0.000
Devon South West;Gary Streeter;10;Devon;72535;14730;14288;6524;7815;2931;0;0;569;0.492;0.447;0.019;0.041;0.000;0.000;0.000;0.000
Devon West and Torridge;Geoffrey Cox;10;Devon;80403;14974;12475;9788;9291;3090;0;0;568;0.535;0.277;0.102;0.085;0.001;0.000;0.000;0.000
Dewsbury;Unknown (LAB gain from CON);5;West Yorkshire;81253;9556;22763;1846;7145;1997;0;0;461;0.020;0.974;0.000;0.006;0.000;0.000;0.000;0.000
Don Valley;Unknown (LAB gain from CON);5;South Yorkshire;75356;7884;18975;1865;8006;1892;0;0;709;0.024;0.959;0.000;0.016;0.000;0.000;0.000;0.000
Doncaster Central;Rosie Winterton;5;South Yorkshire;71389;5559;18485;1380;7196;1825;0;0;777;0.007;0.977;0.000;0.016;0.000;0.000;0.000;0.000
Doncaster North;Ed Miliband;5;South Yorkshire;72362;10243;20066;2123;0;2551;0;0;942;0.046;0.954;0.000;0.000;0.000;0.000;0.000;0.000
Dorset Mid and Poole North;Michael Tomlinson;10;Dorset;65427;18769;8525;14304;0;3007;0;0;302;0.735;0.022;0.243;0.000;0.000;0.000;0.000;0.000
Dorset North;Simon Hoare;10;Dorset;76765;18609;10658;10474;7695;2344;0;0;259;0.808;0.096;0.074;0.022;0.000;0.000;0.000;0.000
Dorset South;Unknown (LAB gain from CON);10;Dorset;73809;12402;14732;5904;8106;3084;0;0;617;0.329;0.600;0.018;0.052;0.001;0.000;0.000;0.000
Dorset West;Chris Loder;10;Dorset;81897;21565;11007;18093;0;4037;0;0;309;0.654;0.035;0.311;0.000;0.000;0.000;0.000;0.000
Dover;Unknown (LAB gain from CON);12;Kent;76355;13470;19054;2871;6945;2365;0;0;399;0.191;0.800;0.000;0.008;0.000;0.000;0.000;0.000
Dudley North;Unknown (LAB gain from CON);7;Black Country;61936;8835;12900;1358;4670;1259;0;0;347;0.181;0.808;0.000;0.011;0.000;0.000;0.000;0.000
Dudley South;Unknown (LAB gain from CON);7;Black Country;60731;10900;11239;2051;5050;1392;0;0;381;0.462;0.525;0.000;0.012;0.000;0.000;0.000;0.000
Dulwich and West Norwood;Helen Hayes;11;Lambeth;80331;2905;33631;1975;5990;6816;0;0;392;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Durham North;Kevan Jones;3;Durham;66796;4259;19677;2143;7196;1996;0;0;872;0.001;0.991;0.000;0.008;0.000;0.000;0.000;0.000
