Name;MP;Area;County;Electorate;CON;LAB;LIB;UKIP;Green;NAT;MIN;OTH;CON chance;LAB chance;LIB chance;Reform chance;Green chance;NAT chance;MIN chance;OTH chance
Brigg and Goole;Unknown (LAB gain from CON);5;Humber area;65939;11720;12011;2594;7561;1841;0;0;585;0.446;0.500;0.000;0.054;0.000;0.000;0.000;0.000
Brighton Kemptown;Lloyd Russell-Moyle;12;East Sussex;69833;5798;24288;2314;7114;3912;0;0;749;0.003;0.992;0.000;0.005;0.000;0.000;0.000;0.000
Brighton Pavilion;Caroline Lucas;12;East Sussex;79057;2761;18474;3935;7787;23266;0;0;1051;0.001;0.276;0.001;0.005;0.717;0.000;0.000;0.000
Bristol East;Kerry McCarthy;10;Bristol area;73867;9082;24615;3513;0;4893;0;0;985;0.021;0.979;0.000;0.000;0.000;0.000;0.000;0.000
Bristol North West;Darren Jones;10;Bristol area;76273;7899;23678;4346;7743;3900;0;0;805;0.010;0.967;0.002;0.018;0.002;0.000;0.000;0.000
Bristol South;Karin Smyth;10;Bristol area;84079;4517;23781;4542;8782;5655;0;0;1169;0.002;0.967;0.002;0.028;0.001;0.000;0.000;0.000
Bristol West;Thangam Debbonaire;10;Bristol area;99253;1673;28804;4554;7774;22776;0;0;1561;0.000;0.721;0.000;0.003;0.275;0.000;0.000;0.000
Broadland;Jerome Mayhew;9;Norfolk;78151;13385;12949;10455;9366;3051;0;0;546;0.416;0.350;0.140;0.092;0.000;0.000;0.000;0.000
Bromley and Chislehurst;Unknown (LAB gain from CON);11;Bromley;66697;10628;14919;4813;7265;2744;0;0;793;0.205;0.753;0.006;0.035;0.000;0.000;0.000;0.000
Bromsgrove;Sajid Javid;7;Hereford and Worcestershire;75078;15846;14873;5931;8993;2985;0;0;0;0.515;0.422;0.005;0.058;0.000;0.000;0.000;0.000
Broxbourne;Charles Walker;9;Hertfordshire;73182;14253;12914;3714;7273;2369;0;0;788;0.561;0.399;0.005;0.034;0.000;0.000;0.000;0.000
Broxtowe;Unknown (LAB gain from CON);8;Nottinghamshire;73052;9685;22415;1942;8751;3104;0;0;1491;0.033;0.947;0.000;0.019;0.000;0.000;0.000;0.000
Buckingham;Greg Smith;12;Buckinghamshire;83146;19107;13653;11773;10091;2749;0;0;549;0.669;0.195;0.093;0.043;0.000;0.000;0.000;0.000
Burnley;Unknown (LAB gain from CON);4;Lancashire;64345;4627;12414;2545;6856;1838;0;0;961;0.015;0.895;0.000;0.088;0.001;0.000;0.000;0.000
Burton;Unknown (LAB gain from CON);7;Staffordshire;75036;11988;16059;2341;6955;2189;0;0;620;0.234;0.744;0.000;0.021;0.000;0.000;0.000;0.000
Bury North;Unknown (LAB gain from CON);4;Western Manchester;68802;7354;19888;1629;7053;1976;0;0;873;0.012;0.976;0.000;0.011;0.000;0.000;0.000;0.000
Bury South;Unknown (LAB gain from CON);4;Western Manchester;75152;6452;21789;1958;8238;2525;0;0;1396;0.004;0.978;0.000;0.017;0.000;0.000;0.000;0.000
Bury St Edmunds;Jo Churchill;9;Suffolk;89644;14843;13726;4555;10155;8133;0;0;1104;0.491;0.361;0.005;0.109;0.033;0.000;0.000;0.000
Calder Valley;Unknown (LAB gain from CON);5;West Yorkshire;79287;10534;23658;3229;9031;2368;0;0;825;0.029;0.958;0.000;0.012;0.000;0.000;0.000;0.000
Camberwell and Peckham;Harriet Harman;11;Southwark;88971;1164;35461;2486;6121;4623;0;0;674;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Camborne and Redruth;Unknown (LAB gain from CON);10;Cornwall;70250;9777;16669;5693;7701;2285;0;0;653;0.114;0.828;0.015;0.042;0.000;0.000;0.000;0.000
Cambridge;Daniel Zeichner;9;Cambridgeshire;79951;7401;25658;11219;0;5781;0;0;743;0.007;0.965;0.027;0.000;0.001;0.000;0.000;0.000
Cambridgeshire North East;Steve Barclay;9;Cambridgeshire;83699;16122;11933;5306;8464;2274;0;0;793;0.703;0.236;0.006;0.054;0.000;0.000;0.000;0.000
Cambridgeshire North West;Unknown (LAB gain from CON);9;Cambridgeshire;94909;15950;16945;7335;10056;3678;0;0;0;0.428;0.504;0.014;0.054;0.000;0.000;0.000;0.000
Cambridgeshire South;Unknown (LIB gain from CON);9;Cambridgeshire;87288;12061;12236;23464;10201;2912;0;0;530;0.058;0.061;0.855;0.024;0.000;0.000;0.000;0.000
Cambridgeshire South East;Unknown (LIB gain from CON);9;Cambridgeshire;86769;13118;13139;18759;9868;2629;0;0;640;0.165;0.162;0.629;0.043;0.000;0.000;0.000;0.000
Cannock Chase;Unknown (LAB gain from CON);7;Staffordshire;74813;12442;13796;2259;7404;2982;0;0;0;0.364;0.594;0.000;0.041;0.000;0.000;0.000;0.000
Canterbury;Rosie Duffield;12;Kent;80203;10097;24911;4493;8897;3771;0;0;810;0.025;0.948;0.002;0.024;0.001;0.000;0.000;0.000
Carlisle;Unknown (LAB gain from CON);4;Cumbria;65105;7514;16533;2339;7248;1953;0;0;920;0.041;0.931;0.000;0.027;0.000;0.000;0.000;0.000
Carshalton and Wallington;Unknown (LIB gain from CON);11;Sutton;72941;8289;8460;14873;7815;2148;0;0;738;0.078;0.103;0.760;0.059;0.000;0.000;0.000;0.000
Castle Point;Rebecca Harris;9;Essex;69608;13654;11366;3386;9061;2123;0;0;0;0.582;0.297;0.001;0.119;0.000;0.000;0.000;0.000
Charnwood;Unknown (LAB gain from CON);8;Leicestershire;79534;14549;14756;3669;8998;3222;0;0;1068;0.447;0.492;0.000;0.061;0.000;0.000;0.000;0.000
Chatham and Aylesford;Unknown (LAB gain from CON);12;Kent;71642;11645;13697;2978;6801;2201;0;0;711;0.352;0.606;0.001;0.040;0.000;0.000;0.000;0.000
Cheadle;Unknown (LIB gain from CON);4;Eastern Manchester;74577;10438;10705;15693;9356;2684;0;0;916;0.124;0.159;0.635;0.082;0.000;0.000;0.000;0.000
Chelmsford;Unknown (LAB gain from CON);9;Essex;80394;12450;13677;13417;9288;2754;0;0;941;0.247;0.354;0.326;0.072;0.000;0.000;0.000;0.000
Chelsea and Fulham;Unknown (LAB gain from CON);11;Hammersmith and Fulham;67110;11345;15369;6059;7145;2953;0;0;730;0.219;0.742;0.007;0.031;0.000;0.000;0.000;0.000
Cheltenham;Unknown (LIB gain from CON);10;Gloucestershire;81044;17566;8128;23991;0;3618;0;0;747;0.219;0.008;0.773;0.000;0.000;0.000;0.000;0.000
Chesham and Amersham;Unknown (LIB gain from CON);12;Buckinghamshire;72542;16925;4100;19728;7500;2501;0;0;674;0.364;0.001;0.628;0.007;0.000;0.000;0.000;0.000
Chester, City of;Chris Matheson;4;Cheshire;76057;8032;26499;3102;7953;2393;0;0;1155;0.005;0.991;0.000;0.004;0.000;0.000;0.000;0.000
Chesterfield;Toby Perkins;8;Derbyshire;71034;5702;19472;3030;8538;2597;0;0;982;0.009;0.963;0.000;0.028;0.000;0.000;0.000;0.000
Chichester;Gillian Keegan;12;West Sussex;85499;14928;12204;13312;10792;4604;0;0;871;0.416;0.191;0.263;0.128;0.001;0.000;0.000;0.000
Chingford and Woodford Green;Unknown (LAB gain from CON);11;Waltham Forest;65393;8788;19555;2398;6752;2001;0;0;0;0.032;0.962;0.000;0.006;0.000;0.000;0.000;0.000
Chippenham;Unknown (LIB gain from CON);10;Wiltshire;77221;13641;9250;16559;8582;2145;0;0;641;0.287;0.065;0.614;0.034;0.000;0.000;0.000;0.000
Chipping Barnet;Unknown (LAB gain from CON);11;Barnet;79960;10796;24095;3528;8398;3349;0;0;811;0.032;0.960;0.000;0.008;0.000;0.000;0.000;0.000
Chorley;Lindsay Hoyle;4;Lancashire;78177;0;33308;0;0;8323;0;0;1307;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Christchurch;Christopher Chope;10;Dorset;71520;16875;10025;7642;8997;2968;0;0;1014;0.786;0.110;0.031;0.071;0.001;0.000;0.000;0.000
Cities of London and Westminster;Unknown (LAB gain from CON);11;City of Westminster;63700;7714;15296;6156;6350;2950;0;0;679;0.060;0.892;0.017;0.030;0.000;0.000;0.000;0.000
Clacton;Giles Watling;9;Essex;70930;13267;9915;3381;8077;1976;0;0;1160;0.680;0.220;0.002;0.097;0.000;0.000;0.000;0.000
Cleethorpes;Unknown (LAB gain from CON);5;Humber area;73689;12851;13407;2903;7892;1929;0;0;798;0.432;0.511;0.000;0.055;0.000;0.000;0.000;0.000
Colchester;Unknown (LAB gain from CON);9;Essex;82625;9772;17270;6800;7840;3332;0;0;775;0.107;0.832;0.021;0.040;0.000;0.000;0.000;0.000
Colne Valley;Unknown (LAB gain from CON);5;West Yorkshire;84174;9751;23632;3312;9539;2979;0;0;1056;0.021;0.957;0.000;0.022;0.000;0.000;0.000;0.000
Congleton;Unknown (LAB gain from CON);4;Cheshire;80930;14318;17813;4938;9858;3071;0;0;1063;0.276;0.657;0.002;0.064;0.000;0.000;0.000;0.000
Copeland;Unknown (LAB gain from CON);4;Cumbria;61693;7386;17298;1852;7014;1875;0;0;462;0.020;0.961;0.000;0.018;0.000;0.000;0.000;0.000
Corby;Unknown (LAB gain from CON);8;Northamptonshire;86153;11761;24147;3251;9541;2451;0;0;769;0.055;0.925;0.000;0.020;0.000;0.000;0.000;0.000
Cornwall North;Unknown (LIB gain from CON);10;Cornwall;69935;12050;6553;14354;8387;1660;0;0;462;0.302;0.029;0.605;0.063;0.000;0.000;0.000;0.000
Cornwall South East;Sheryll Murray;10;Cornwall;71825;13135;11657;9067;8413;2305;0;0;482;0.481;0.327;0.121;0.071;0.000;0.000;0.000;0.000
Cotswolds, The;Geoffrey Clifton-Brown;10;Gloucestershire;81939;15599;10524;15461;10282;3975;0;0;567;0.435;0.088;0.396;0.079;0.002;0.000;0.000;0.000
Coventry North East;Colleen Fletcher;7;Coventry and Solihull;76006;3828;20884;1525;5821;1828;0;0;711;0.000;0.996;0.000;0.004;0.000;0.000;0.000;0.000
Coventry North West;Taiwo Owatemi;7;Coventry and Solihull;75247;6970;19535;2671;6907;2483;0;0;847;0.019;0.967;0.000;0.013;0.001;0.000;0.000;0.000
Coventry South;Zarah Sultana;7;Coventry and Solihull;70979;7009;19684;2379;6152;2063;0;0;696;0.018;0.975;0.000;0.007;0.000;0.000;0.000;0.000
Crawley;Unknown (LAB gain from CON);12;West Sussex;74207;9904;18675;2202;6679;2235;0;0;695;0.078;0.900;0.000;0.021;0.000;0.000;0.000;0.000
Crewe and Nantwich;Unknown (LAB gain from CON);4;Cheshire;80321;10706;21495;2225;8754;2619;0;0;973;0.048;0.931;0.000;0.021;0.000;0.000;0.000;0.000
Croydon Central;Sarah Jones;11;Croydon;81407;6492;24431;2737;7361;2518;0;0;829;0.003;0.990;0.000;0.007;0.000;0.000;0.000;0.000
Croydon North;Steve Reed;11;Croydon;88468;1848;29726;2078;6386;3109;0;0;786;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Croydon South;Unknown (LAB gain from CON);11;Croydon;83982;13744;19135;5430;8551;2769;0;0;894;0.196;0.775;0.003;0.025;0.000;0.000;0.000;0.000
Dagenham and Rainham;Jon Cruddas;11;Barking and Dagenham;71045;5234;17805;1305;6665;1904;0;0;882;0.003;0.982;0.000;0.015;0.000;0.000;0.000;0.000
Darlington;Unknown (LAB gain from CON);3;Durham;66397;6972;17317;2047;7107;2574;0;0;0;0.018;0.958;0.000;0.023;0.000;0.000;0.000;0.000
Dartford;Unknown (LAB gain from CON);12;Kent;82209;14308;16833;3686;8160;2641;0;0;0;0.338;0.635;0.001;0.025;0.001;0.000;0.000;0.000
Daventry;Chris Heaton-Harris;8;Northamptonshire;77423;16256;14745;5921;9594;2976;0;0;0;0.542;0.401;0.003;0.053;0.000;0.000;0.000;0.000
Denton and Reddish;Andrew Gwynne;4;Eastern Manchester;66234;3508;19425;1380;6759;2294;0;0;919;0.000;0.992;0.000;0.008;0.000;0.000;0.000;0.000
Derby North;Unknown (LAB gain from CON);8;Derbyshire;73199;7244;20132;2678;7555;2428;0;0;0;0.013;0.965;0.001;0.020;0.000;0.000;0.000;0.000
Derby South;Margaret Beckett;8;Derbyshire;73062;3252;18562;1303;6318;1569;0;0;1277;0.000;0.992;0.000;0.007;0.000;0.000;0.000;0.000
Derbyshire Dales;Unknown (LAB gain from CON);8;Derbyshire;65080;11558;13662;5874;8994;3304;0;0;585;0.310;0.569;0.013;0.107;0.001;0.000;0.000;0.000
Derbyshire Mid;Unknown (LAB gain from CON);8;Derbyshire;67442;11704;14783;3737;8265;3289;0;0;1094;0.293;0.645;0.000;0.061;0.000;0.000;0.000;0.000
Derbyshire North East;Unknown (LAB gain from CON);8;Derbyshire;72345;11125;17766;2862;8485;2597;0;0;842;0.132;0.826;0.000;0.042;0.000;0.000;0.000;0.000
Derbyshire South;Unknown (LAB gain from CON);8;Derbyshire;79331;12715;17906;2920;8746;2992;0;0;733;0.210;0.751;0.000;0.038;0.000;0.000;0.000;0.000
Devizes;Danny Kruger;10;Wiltshire;73372;13945;11155;8271;7943;2730;0;0;487;0.594;0.267;0.071;0.068;0.000;0.000;0.000;0.000
Devon Central;Unknown (LAB gain from CON);10;Devon;74926;12084;13510;11164;9440;3770;0;0;474;0.275;0.423;0.197;0.103;0.002;0.000;0.000;0.000
Devon East;Simon Jupp;10;Devon;87168;20232;11029;11342;10556;2480;0;0;638;0.785;0.085;0.084;0.045;0.000;0.000;0.000;0.000
Devon North;Unknown (LIB gain from CON);10;Devon;75859;11528;7082;16314;9301;2698;0;0;597;0.196;0.031;0.702;0.070;0.000;0.000;0.000;0.000
Devon South West;Gary Streeter;10;Devon;72535;13763;13436;6935;8622;3182;0;0;919;0.456;0.431;0.032;0.080;0.000;0.000;0.000;0.000
Devon West and Torridge;Geoffrey Cox;10;Devon;80403;13937;11563;10228;10174;3354;0;0;929;0.459;0.238;0.153;0.148;0.001;0.000;0.000;0.000
Dewsbury;Unknown (LAB gain from CON);5;West Yorkshire;81253;8643;21968;2117;8130;2153;0;0;758;0.016;0.970;0.000;0.013;0.000;0.000;0.000;0.000
Don Valley;Unknown (LAB gain from CON);5;South Yorkshire;75356;7064;18260;2139;8752;2040;0;0;1077;0.019;0.945;0.001;0.035;0.000;0.000;0.000;0.000
Doncaster Central;Rosie Winterton;5;South Yorkshire;71389;4824;17844;1582;7851;1967;0;0;1153;0.004;0.966;0.000;0.030;0.000;0.000;0.000;0.000
Doncaster North;Ed Miliband;5;South Yorkshire;72362;9889;19515;2397;0;2747;0;0;1376;0.047;0.953;0.000;0.000;0.000;0.000;0.000;0.000
Dorset Mid and Poole North;Michael Tomlinson;10;Dorset;65427;18434;7862;14757;0;3301;0;0;553;0.703;0.015;0.281;0.000;0.000;0.000;0.000;0.000
Dorset North;Simon Hoare;10;Dorset;76765;17575;9748;10913;8744;2544;0;0;513;0.760;0.084;0.107;0.049;0.000;0.000;0.000;0.000
Dorset South;Unknown (LAB gain from CON);10;Dorset;73809;11476;13916;6298;8830;3348;0;0;977;0.289;0.575;0.027;0.106;0.002;0.000;0.000;0.000
Dorset West;Chris Loder;10;Dorset;81897;21148;10193;18648;0;4424;0;0;598;0.614;0.023;0.362;0.000;0.000;0.000;0.000;0.000
Dover;Unknown (LAB gain from CON);12;Kent;76355;12549;18234;3196;7887;2557;0;0;681;0.182;0.790;0.000;0.027;0.001;0.000;0.000;0.000
Dudley North;Unknown (LAB gain from CON);7;Black Country;61936;8228;12366;1548;5315;1353;0;0;558;0.170;0.806;0.000;0.024;0.000;0.000;0.000;0.000
Dudley South;Unknown (LAB gain from CON);7;Black Country;60731;10258;10675;2338;5631;1496;0;0;613;0.444;0.522;0.000;0.033;0.000;0.000;0.000;0.000
Dulwich and West Norwood;Helen Hayes;11;Lambeth;80331;2036;32691;2274;6867;7157;0;0;684;0.000;0.999;0.000;0.001;0.000;0.000;0.000;0.000
