Name;MP;Area;County;Electorate;CON;LAB;LIB;UKIP;Green;NAT;MIN;OTH;CON chance;LAB chance;LIB chance;UKIP chance;Green chance;NAT chance;MIN chance;OTH chance
Huntingdon;Unknown (LAB gain from CON);9;Cambridgeshire;84657;14127;17794;8006;8197;3375;0;0;636;0.285;0.667;0.017;0.029;0.001;0.000;0.000;0.000
Hyndburn;Unknown (LAB gain from CON);4;Lancashire;70842;7228;17550;948;5329;1587;0;0;500;0.019;0.980;0.000;0.001;0.000;0.000;0.000;0.000
Ilford North;Wes Streeting;11;Redbridge;72973;7965;23438;1000;4890;1803;0;0;387;0.006;0.994;0.000;0.000;0.000;0.000;0.000;0.000
Ilford South;Sam Tarry;11;Redbridge;84972;3282;28006;583;4075;1400;0;0;436;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Ipswich;Unknown (LAB gain from CON);9;Suffolk;75525;9434;21408;1683;5674;2441;0;0;464;0.027;0.971;0.000;0.001;0.000;0.000;0.000;0.000
Isle of Wight;Unknown (LAB gain from CON);12;Hampshire;113021;18103;22758;4578;11913;7085;0;0;1140;0.306;0.645;0.002;0.045;0.001;0.000;0.000;0.000
Islington North;Jeremy Corbyn;11;Islington;75162;1855;32102;2344;5663;6165;0;0;396;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Islington South and Finsbury;Emily Thornberry;11;Islington;70489;2972;27833;2498;5791;4145;0;0;346;0.000;0.999;0.000;0.001;0.000;0.000;0.000;0.000
Jarrow;Kate Osborne;3;Newcastle area;65103;4228;20705;1362;6550;2107;0;0;842;0.001;0.995;0.000;0.004;0.000;0.000;0.000;0.000
Keighley;Unknown (LAB gain from CON);5;West Yorkshire;72778;9572;21359;1461;6492;2131;0;0;539;0.027;0.969;0.000;0.004;0.000;0.000;0.000;0.000
Kenilworth and Southam;Jeremy Wright;7;Warwickshire;68154;14460;12516;8499;7298;3477;0;0;285;0.566;0.339;0.060;0.034;0.000;0.000;0.000;0.000
Kensington;Unknown (LAB gain from CON);11;Kensington and Chelsea;64609;9045;18916;3637;5763;2895;0;0;401;0.048;0.948;0.000;0.004;0.000;0.000;0.000;0.000
Kettering;Unknown (LAB gain from CON);8;Northamptonshire;73164;12043;16413;2092;7088;2603;0;0;689;0.220;0.755;0.000;0.025;0.000;0.000;0.000;0.000
Kingston and Surbiton;Ed Davey;11;Kingston Upon Thames;81975;9673;10884;24072;8129;2846;0;0;445;0.023;0.048;0.912;0.017;0.000;0.000;0.000;0.000
Kingswood;Unknown (LAB gain from CON);10;Bristol area;68972;11412;18630;2910;6571;2824;0;0;484;0.133;0.855;0.000;0.010;0.001;0.000;0.000;0.000
Knowsley;George Howarth;4;Merseyside;84082;1758;38542;1177;5886;2916;0;0;714;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Lancashire West;Rosie Cooper;4;Lancashire;73347;9682;27889;1279;6135;1982;0;0;397;0.007;0.993;0.000;0.000;0.000;0.000;0.000;0.000
Lancaster and Fleetwood;Cat Smith;4;Lancashire;70059;6308;20369;1532;6402;3680;0;0;647;0.006;0.987;0.000;0.006;0.000;0.000;0.000;0.000
Leeds Central;Hilary Benn;5;West Yorkshire;90971;2336;29361;859;5078;3051;0;0;670;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Leeds East;Richard Burgon;5;West Yorkshire;67286;4206;19288;781;5327;1899;0;0;606;0.001;0.995;0.000;0.004;0.000;0.000;0.000;0.000
Leeds North East;Fabian Hamilton;5;West Yorkshire;70580;4894;28451;1521;5606;2806;0;0;470;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Leeds North West;Alex Sobel;5;West Yorkshire;67741;5672;22807;4635;6283;3221;0;0;370;0.002;0.994;0.001;0.002;0.000;0.000;0.000;0.000
Leeds West;Rachel Reeves;5;West Yorkshire;67727;3285;22419;980;5327;2267;0;0;689;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Leicester East;Claudia Webbe;8;Leicestershire;78433;5934;21818;855;4398;922;0;0;484;0.002;0.997;0.000;0.001;0.000;0.000;0.000;0.000
Leicester South;Jonathan Ashworth;8;Leicestershire;77708;2850;26005;920;4277;2582;0;0;473;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Leicester West;Liz Kendall;8;Leicestershire;64940;3521;17807;825;4021;1562;0;0;436;0.000;0.999;0.000;0.000;0.000;0.000;0.000;0.000
Leicestershire North West;Unknown (LAB gain from CON);8;Leicestershire;78935;13835;19126;2334;8104;3243;0;0;499;0.211;0.772;0.000;0.017;0.000;0.000;0.000;0.000
Leicestershire South;Unknown (LAB gain from CON);8;Leicestershire;80520;16140;17710;3989;8399;3020;0;0;465;0.394;0.585;0.001;0.019;0.000;0.000;0.000;0.000
Leigh;Unknown (LAB gain from CON);4;Western Manchester;77417;7936;22416;1227;7143;1989;0;0;740;0.013;0.980;0.000;0.007;0.000;0.000;0.000;0.000
Lewes;Unknown (LIB gain from CON);12;East Sussex;71503;11888;6142;18021;7532;3851;0;0;382;0.164;0.009;0.802;0.023;0.001;0.000;0.000;0.000
Lewisham Deptford;Vicky Foxcroft;11;Lewisham;80631;1783;36173;1645;4904;4128;0;0;343;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Lewisham East;Janet Daby;11;Lewisham;67857;2860;25459;1435;4737;2859;0;0;338;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Lewisham West and Penge;Ellie Reeves;11;Lewisham;74617;3362;29915;2252;5981;3610;0;0;387;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Leyton and Wanstead;John Cryer;11;Waltham Forest;64852;2880;25833;1219;4305;2606;0;0;314;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Lichfield;Michael Fabricant;7;Staffordshire;76616;17919;15936;3688;7358;2626;0;0;337;0.591;0.398;0.000;0.010;0.000;0.000;0.000;0.000
Lincoln;Unknown (LAB gain from CON);8;Lincolnshire;74942;8692;23368;1563;6391;2656;0;0;610;0.015;0.984;0.000;0.001;0.000;0.000;0.000;0.000
Liverpool Riverside;Kim Johnson;4;Merseyside;80310;1308;36751;1334;4592;3686;0;0;511;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Liverpool Walton;Dan Carden;4;Merseyside;62628;1142;29643;623;3260;1633;0;0;378;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Liverpool Wavertree;Paula Barker;4;Merseyside;63458;1635;27100;1948;5108;2867;0;0;558;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Liverpool West Derby;Ian Byrne;4;Merseyside;65640;1601;30912;840;4408;1841;0;0;555;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Loughborough;Unknown (LAB gain from CON);8;Leicestershire;79764;11383;23848;1765;6465;2981;0;0;568;0.046;0.953;0.000;0.000;0.000;0.000;0.000;0.000
Louth and Horncastle;Victoria Atkins;8;Lincolnshire;79634;15374;13827;2627;9224;1868;0;0;543;0.570;0.370;0.000;0.060;0.000;0.000;0.000;0.000
Ludlow;Philip Dunne;7;Shropshire;69444;16078;11400;7620;7080;2231;0;0;197;0.740;0.205;0.029;0.025;0.000;0.000;0.000;0.000
Luton North;Sarah Owen;9;Bedfordshire;68185;4485;20325;1044;4045;1408;0;0;349;0.001;0.999;0.000;0.000;0.000;0.000;0.000;0.000
Luton South;Rachel Hopkins;9;Bedfordshire;69338;4452;19312;1064;4478;1636;0;0;537;0.001;0.999;0.000;0.000;0.000;0.000;0.000;0.000
Macclesfield;Unknown (LAB gain from CON);4;Cheshire;76216;13985;21474;2445;7742;3443;0;0;527;0.150;0.840;0.000;0.010;0.000;0.000;0.000;0.000
Maidenhead;Theresa May;12;Berkshire;76668;17054;13450;10007;7519;3377;0;0;421;0.632;0.273;0.063;0.030;0.001;0.000;0.000;0.000
Maidstone and The Weald;Helen Grant;12;Kent;76109;14414;12840;7393;6969;2823;0;0;421;0.562;0.374;0.041;0.022;0.000;0.000;0.000;0.000
Makerfield;Yvonne Fovargue;4;Western Manchester;74190;6072;22844;1226;7349;2307;0;0;755;0.002;0.993;0.000;0.004;0.000;0.000;0.000;0.000
Maldon;John Whittingdale;9;Essex;72438;17281;12145;5116;7534;2714;0;0;452;0.778;0.196;0.002;0.024;0.000;0.000;0.000;0.000
Manchester Central;Lucy Powell;4;Central Manchester;92247;1662;32463;1009;4623;3032;0;0;595;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Manchester Gorton;Afzal Khan;4;Central Manchester;76419;972;27354;619;3111;2052;0;0;343;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Manchester Withington;Jeff Smith;4;Central Manchester;76530;2217;33036;2388;5550;3734;0;0;398;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Mansfield;Unknown (LAB gain from CON);8;Nottinghamshire;77131;10893;18853;1216;7126;1922;0;0;700;0.087;0.895;0.000;0.018;0.000;0.000;0.000;0.000
Meon Valley;Flick Drummond;12;Hampshire;75737;18194;11408;10150;7449;2963;0;0;318;0.769;0.136;0.075;0.019;0.000;0.000;0.000;0.000
Meriden;Saqib Bhatti;7;Coventry and Solihull;85368;16805;14668;3915;7634;3575;0;0;496;0.609;0.371;0.001;0.019;0.000;0.000;0.000;0.000
Middlesbrough;Andy McDonald;3;Teesside;60764;2646;16712;692;4531;1326;0;0;839;0.000;0.998;0.000;0.002;0.000;0.000;0.000;0.000
Middlesbrough South and Cleveland East;Unknown (LAB gain from CON);3;Teesside;72348;9344;18942;1744;7227;2238;0;0;714;0.045;0.937;0.000;0.018;0.000;0.000;0.000;0.000
Milton Keynes North;Unknown (LAB gain from CON);12;Buckinghamshire;91545;12388;26046;3511;7490;3193;0;0;448;0.048;0.947;0.000;0.004;0.000;0.000;0.000;0.000
Milton Keynes South;Unknown (LAB gain from CON);12;Buckinghamshire;96363;12562;27345;3041;7472;3050;0;0;556;0.029;0.969;0.000;0.002;0.000;0.000;0.000;0.000
Mitcham and Morden;Siobhain McDonagh;11;Merton;70021;3760;26479;1169;4751;2224;0;0;366;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Mole Valley;Paul Beresford;12;Surrey;74665;16722;9801;15786;8126;3413;0;0;392;0.518;0.068;0.387;0.025;0.001;0.000;0.000;0.000
Morecambe and Lunesdale;Unknown (LAB gain from CON);4;Lancashire;67397;8918;18701;1782;6862;2634;0;0;563;0.047;0.938;0.000;0.014;0.000;0.000;0.000;0.000
Morley and Outwood;Unknown (LAB gain from CON);5;West Yorkshire;78803;9821;21436;1447;7849;2925;0;0;1079;0.039;0.943;0.000;0.018;0.000;0.000;0.000;0.000
New Forest East;Julian Lewis;12;Hampshire;73549;16683;12113;7290;7435;3024;0;0;436;0.725;0.226;0.026;0.022;0.000;0.000;0.000;0.000
New Forest West;Desmond Swayne;12;Hampshire;70866;17950;11240;6454;7232;3544;0;0;362;0.815;0.148;0.014;0.023;0.000;0.000;0.000;0.000
Newark;Unknown (LAB gain from CON);8;Nottinghamshire;75850;14391;17234;3221;8446;2858;0;0;556;0.327;0.649;0.000;0.023;0.000;0.000;0.000;0.000
Newbury;Laura Farris;12;Berkshire;83414;16567;11397;15629;8186;3547;0;0;364;0.482;0.118;0.372;0.027;0.000;0.000;0.000;0.000
Newcastle upon Tyne Central;Chi Onwurah;3;Newcastle area;57845;2602;19632;1158;4415;1855;0;0;479;0.000;0.999;0.000;0.001;0.000;0.000;0.000;0.000
Newcastle upon Tyne East;Nick Brown;3;Newcastle area;63796;3019;25712;1911;4728;3161;0;0;382;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Newcastle upon Tyne North;Catherine McKinnell;3;Newcastle area;68486;5896;22512;2530;7443;2710;0;0;614;0.002;0.990;0.000;0.008;0.000;0.000;0.000;0.000
Newcastle-under-Lyme;Unknown (LAB gain from CON);7;Staffordshire;68211;10256;17979;1776;5666;1838;0;0;368;0.098;0.897;0.000;0.004;0.000;0.000;0.000;0.000
Newton Abbot;Anne Marie Morris;10;Devon;72529;12547;12491;10434;7715;2710;0;0;558;0.374;0.406;0.170;0.049;0.000;0.000;0.000;0.000
Norfolk Mid;George Freeman;9;Norfolk;82203;16566;16335;5724;7430;2085;0;0;357;0.493;0.487;0.004;0.016;0.000;0.000;0.000;0.000
Norfolk North;Unknown (LIB gain from CON);9;Norfolk;70729;13481;6552;16658;7662;1427;0;0;161;0.283;0.016;0.682;0.018;0.000;0.000;0.000;0.000
Norfolk North West;Unknown (LAB gain from CON);9;Norfolk;72080;13595;13936;2895;6773;2327;0;0;386;0.450;0.533;0.000;0.017;0.000;0.000;0.000;0.000
Norfolk South;Unknown (LAB gain from CON);9;Norfolk;86214;16134;17598;7672;8271;3814;0;0;301;0.413;0.545;0.016;0.025;0.000;0.000;0.000;0.000
Norfolk South West;Liz Truss;9;Norfolk;78455;15397;13731;3477;7289;2335;0;0;375;0.586;0.395;0.000;0.019;0.000;0.000;0.000;0.000
Normanton, Pontefract and Castleford;Yvette Cooper;5;West Yorkshire;84527;6494;23318;1470;8687;2122;0;0;881;0.004;0.987;0.000;0.009;0.000;0.000;0.000;0.000
Northampton North;Unknown (LAB gain from CON);8;Northamptonshire;58768;7783;16636;1070;4746;1905;0;0;402;0.039;0.959;0.000;0.001;0.000;0.000;0.000;0.000
Northampton South;Unknown (LAB gain from CON);8;Northamptonshire;62163;7791;17172;1358;4921;1858;0;0;477;0.029;0.968;0.000;0.003;0.000;0.000;0.000;0.000
Northamptonshire South;Unknown (LAB gain from CON);8;Northamptonshire;90842;19164;19912;4900;9430;3410;0;0;530;0.450;0.526;0.001;0.022;0.000;0.000;0.000;0.000
Norwich North;Unknown (LAB gain from CON);9;Norfolk;67172;9837;19302;1928;5445;2506;0;0;408;0.064;0.934;0.000;0.002;0.000;0.000;0.000;0.000
Norwich South;Clive Lewis;9;Norfolk;77845;4917;24668;3066;6444;5517;0;0;583;0.002;0.994;0.000;0.002;0.001;0.000;0.000;0.000
Nottingham East;Nadia Whittome;8;Nottinghamshire;66262;2064;23663;681;3504;2012;0;0;426;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Nottingham North;Alex Norris;8;Nottinghamshire;66495;3402;18066;703;4391;1667;0;0;470;0.000;0.999;0.000;0.000;0.000;0.000;0.000;0.000
Nottingham South;Lilian Greenwood;8;Nottinghamshire;79485;4135;27249;1139;5062;2956;0;0;635;0.000;0.999;0.000;0.000;0.000;0.000;0.000;0.000
Nuneaton;Unknown (LAB gain from CON);7;Warwickshire;70226;11933;16248;1611;5502;2145;0;0;394;0.233;0.759;0.000;0.008;0.000;0.000;0.000;0.000
Old Bexley and Sidcup;James Brokenshire;11;Bexley;66104;18100;12681;1501;6203;1718;0;0;812;0.802;0.195;0.000;0.003;0.000;0.000;0.000;0.000
Oldham East and Saddleworth;Debbie Abrahams;4;Eastern Manchester;72120;6888;18854;1770;6805;1874;0;0;650;0.017;0.975;0.000;0.008;0.000;0.000;0.000;0.000
Oldham West and Royton;Jim McMahon;4;Eastern Manchester;72999;4185;20669;706;4908;1416;0;0;499;0.000;0.999;0.000;0.001;0.000;0.000;0.000;0.000
Orpington;Gareth Bacon;11;Bromley;68877;17468;13094;4159;6720;2432;0;0;393;0.721;0.267;0.001;0.010;0.000;0.000;0.000;0.000
Oxford East;Anneliese Dodds;12;Oxfordshire;78303;3820;27707;3566;5908;4329;0;0;472;0.001;0.996;0.000;0.002;0.000;0.000;0.000;0.000
Oxford West and Abingdon;Layla Moran;12;Oxfordshire;76951;11248;10148;22557;7247;2902;0;0;333;0.055;0.035;0.901;0.009;0.000;0.000;0.000;0.000
Pendle;Unknown (LAB gain from CON);4;Lancashire;65289;7638;15823;1224;5402;1528;0;0;463;0.044;0.949;0.000;0.007;0.000;0.000;0.000;0.000
Penistone and Stocksbridge;Unknown (LAB gain from CON);5;South Yorkshire;70925;9395;19599;3789;9187;2187;0;0;634;0.042;0.921;0.000;0.037;0.000;0.000;0.000;0.000
Penrith and The Border;Unknown (LAB gain from CON);4;Cumbria;67555;11909;14176;4509;7827;2757;0;0;252;0.318;0.631;0.006;0.045;0.000;0.000;0.000;0.000
Peterborough;Unknown (LAB gain from CON);9;Cambridgeshire;72560;7967;18562;1718;5398;1645;0;0;470;0.023;0.972;0.000;0.005;0.000;0.000;0.000;0.000
Plymouth Moor View;Unknown (LAB gain from CON);10;Devon;69430;10708;16726;1748;5487;1996;0;0;399;0.131;0.866;0.000;0.003;0.000;0.000;0.000;0.000
Plymouth Sutton and Devonport;Luke Pollard;10;Devon;77852;7253;25866;1709;5759;2893;0;0;520;0.002;0.998;0.000;0.000;0.000;0.000;0.000;0.000
Poole;Unknown (LAB gain from CON);10;Dorset;73989;13198;14842;6153;7676;3029;0;0;748;0.371;0.565;0.016;0.047;0.001;0.000;0.000;0.000
Poplar and Limehouse;Apsana Begum;11;Tower Hamlets;91836;2559;33137;1709;5711;2924;0;0;782;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Portsmouth North;Unknown (LAB gain from CON);12;Hampshire;71299;10932;15902;3082;6612;2359;0;0;680;0.187;0.793;0.000;0.019;0.000;0.000;0.000;0.000
Portsmouth South;Stephen Morgan;12;Hampshire;74186;5828;21384;4711;5846;2460;0;0;537;0.006;0.989;0.002;0.002;0.000;0.000;0.000;0.000
Preston;Mark Hendrick;4;Lancashire;59672;2780;18908;745;3690;1422;0;0;352;0.000;0.999;0.000;0.001;0.000;0.000;0.000;0.000
Pudsey;Unknown (LAB gain from CON);5;West Yorkshire;73212;10953;24908;1841;6914;2696;0;0;552;0.027;0.970;0.000;0.002;0.000;0.000;0.000;0.000
Putney;Fleur Anderson;11;Wandsworth;65556;7977;23448;3144;5925;3201;0;0;373;0.011;0.987;0.001;0.001;0.000;0.000;0.000;0.000
Rayleigh and Wickford;Mark Francois;9;Essex;78930;18432;14405;3836;8656;3221;0;0;849;0.689;0.278;0.001;0.031;0.000;0.000;0.000;0.000
Reading East;Matt Rodda;12;Berkshire;77152;8875;25020;2626;6209;3566;0;0;502;0.013;0.983;0.000;0.003;0.000;0.000;0.000;0.000
Reading West;Unknown (LAB gain from CON);12;Berkshire;74137;9879;20885;2928;6217;2753;0;0;453;0.049;0.947;0.000;0.004;0.000;0.000;0.000;0.000
Redcar;Unknown (LAB gain from CON);3;Teesside;65864;6791;16400;1971;6832;1699;0;0;603;0.019;0.960;0.000;0.021;0.000;0.000;0.000;0.000
Redditch;Unknown (LAB gain from CON);7;Hereford and Worcestershire;65391;12917;14941;1800;5534;1933;0;0;325;0.341;0.651;0.000;0.007;0.000;0.000;0.000;0.000
Reigate;Crispin Blunt;12;Surrey;74242;14258;13576;6906;7428;4441;0;0;676;0.524;0.412;0.022;0.038;0.003;0.000;0.000;0.000
Ribble South;Unknown (LAB gain from CON);4;Lancashire;75351;13080;21857;2076;7467;2561;0;0;436;0.117;0.874;0.000;0.009;0.000;0.000;0.000;0.000
Ribble Valley;Unknown (LAB gain from CON);4;Lancashire;79247;15734;18951;2820;8373;2720;0;0;475;0.315;0.670;0.000;0.015;0.000;0.000;0.000;0.000
Richmond;Rishi Sunak;5;North Yorkshire;82569;17009;15325;4911;9085;2983;0;0;477;0.569;0.394;0.001;0.035;0.000;0.000;0.000;0.000
Richmond Park;Sarah Olney;11;Richmond Upon Thames;82699;14226;9535;25829;8705;3449;0;0;420;0.083;0.026;0.873;0.016;0.000;0.000;0.000;0.000
Rochdale;Tony Lloyd;4;Eastern Manchester;78909;5001;20833;1178;5593;1739;0;0;459;0.000;0.998;0.000;0.002;0.000;0.000;0.000;0.000
Rochester and Strood;Unknown (LAB gain from CON);12;Kent;82056;12957;18489;2301;6853;2625;0;0;506;0.203;0.784;0.000;0.012;0.000;0.000;0.000;0.000
Rochford and Southend East;Unknown (LAB gain from CON);9;Essex;75624;11613;17630;2212;6302;1985;0;0;632;0.169;0.824;0.000;0.007;0.000;0.000;0.000;0.000
Romford;Unknown (LAB gain from CON);11;Havering;72350;14337;15060;1824;6285;2006;0;0;500;0.447;0.547;0.000;0.006;0.000;0.000;0.000;0.000
Romsey and Southampton North;Caroline Nokes;12;Hampshire;68228;14352;10534;12858;6353;1954;0;0;273;0.487;0.165;0.331;0.017;0.000;0.000;0.000;0.000
Rossendale and Darwen;Unknown (LAB gain from CON);4;Lancashire;72770;10508;20155;1277;6184;2302;0;0;513;0.063;0.932;0.000;0.005;0.000;0.000;0.000;0.000
Rother Valley;Unknown (LAB gain from CON);5;South Yorkshire;74804;9171;19100;1906;8577;2137;0;0;716;0.052;0.918;0.000;0.030;0.000;0.000;0.000;0.000
Rotherham;Sarah Champion;5;South Yorkshire;61688;3689;15911;888;5991;1334;0;0;679;0.002;0.986;0.000;0.012;0.000;0.000;0.000;0.000
Rugby;Unknown (LAB gain from CON);7;Warwickshire;72292;13369;18470;2938;6684;2338;0;0;369;0.238;0.758;0.001;0.002;0.000;0.000;0.000;0.000
Ruislip, Northwood and Pinner;David Simmonds;11;Hillingdon;72816;17025;16067;3797;6619;1970;0;0;421;0.539;0.455;0.000;0.005;0.000;0.000;0.000;0.000
Runnymede and Weybridge;Unknown (LAB gain from CON);12;Surrey;77196;15165;16124;6322;7525;3353;0;0;788;0.437;0.528;0.008;0.025;0.001;0.000;0.000;0.000
Rushcliffe;Unknown (LAB gain from CON);8;Nottinghamshire;77047;12861;23747;4680;8182;2986;0;0;495;0.091;0.897;0.001;0.010;0.000;0.000;0.000;0.000
Rutland and Melton;Alicia Kearns;8;Leicestershire;82705;16219;15056;5587;9714;4026;0;0;674;0.528;0.410;0.002;0.059;0.001;0.000;0.000;0.000
Saffron Walden;Kemi Badenoch;9;Essex;87017;18146;14801;9502;8922;3698;0;0;416;0.609;0.314;0.042;0.035;0.000;0.000;0.000;0.000
Salford and Eccles;Rebecca Long-Bailey;4;Central Manchester;82202;3986;28909;1256;6290;3113;0;0;629;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Salisbury;John Glen;10;Wiltshire;74556;15529;14239;7914;6815;2754;0;0;325;0.533;0.412;0.037;0.017;0.000;0.000;0.000;0.000
Scarborough and Whitby;Unknown (LAB gain from CON);5;North Yorkshire;74404;11566;19596;1776;7299;1859;0;0;550;0.097;0.897;0.000;0.006;0.000;0.000;0.000;0.000
Scunthorpe;Unknown (LAB gain from CON);5;Humber area;61955;7556;15672;850;5097;1465;0;0;420;0.039;0.954;0.000;0.006;0.000;0.000;0.000;0.000
Sedgefield;Unknown (LAB gain from CON);3;Durham;64325;6522;17229;1833;6736;1805;0;0;502;0.016;0.970;0.000;0.014;0.000;0.000;0.000;0.000
Sefton Central;Bill Esterson;4;Merseyside;69760;6777;29517;1705;6831;2974;0;0;513;0.000;0.999;0.000;0.001;0.000;0.000;0.000;0.000
Selby and Ainsty;Unknown (LAB gain from CON);5;North Yorkshire;78398;15376;19660;1709;7131;2592;0;1013;772;0.272;0.718;0.000;0.009;0.000;0.000;0.000;0.000
Sevenoaks;Laura Trott;12;Kent;71757;16678;12393;7932;7155;2955;0;0;391;0.707;0.235;0.035;0.023;0.000;0.000;0.000;0.000
Sheffield Brightside and Hillsborough;Gill Furniss;5;South Yorkshire;69333;2322;18435;702;4961;2241;0;0;590;0.000;0.999;0.000;0.001;0.000;0.000;0.000;0.000
Sheffield Central;Paul Blomfield;5;South Yorkshire;89849;1685;25473;1941;5874;8469;0;0;1027;0.000;0.998;0.000;0.000;0.002;0.000;0.000;0.000
Sheffield Hallam;Olivia Blake;5;South Yorkshire;72763;6114;19725;15462;8089;3663;0;0;468;0.008;0.722;0.256;0.014;0.000;0.000;0.000;0.000
Sheffield Heeley;Louise Haigh;5;South Yorkshire;66940;3809;20272;1767;6980;3082;0;0;693;0.001;0.992;0.000;0.006;0.000;0.000;0.000;0.000
Sheffield South East;Clive Betts;5;South Yorkshire;67832;5022;19775;1233;6518;1737;0;0;610;0.003;0.993;0.000;0.004;0.000;0.000;0.000;0.000
Sherwood;Unknown (LAB gain from CON);8;Nottinghamshire;77888;11307;20018;1990;7883;2504;0;0;591;0.092;0.895;0.000;0.013;0.000;0.000;0.000;0.000
Shipley;Unknown (LAB gain from CON);5;West Yorkshire;74029;11408;21327;1753;6937;3094;0;0;577;0.067;0.923;0.000;0.009;0.000;0.000;0.000;0.000
Shrewsbury and Atcham;Unknown (LAB gain from CON);7;Shropshire;82238;13896;21184;5109;8100;3340;0;0;419;0.184;0.802;0.002;0.012;0.000;0.000;0.000;0.000
Shropshire North;Owen Paterson;7;Shropshire;83258;15478;9443;12835;7323;2239;0;0;691;0.572;0.111;0.289;0.026;0.000;0.000;0.000;0.000
Sittingbourne and Sheppey;Unknown (LAB gain from CON);12;Kent;83917;14574;16101;2474;7397;2574;0;0;696;0.403;0.575;0.000;0.021;0.000;0.000;0.000;0.000
Skipton and Ripon;Unknown (LAB gain from CON);5;North Yorkshire;78673;14896;15631;5710;10011;3928;0;0;671;0.428;0.487;0.006;0.077;0.001;0.000;0.000;0.000
Sleaford and North Hykeham;Unknown (LAB gain from CON);8;Lincolnshire;94761;18693;18762;3599;11129;3142;0;0;865;0.480;0.479;0.000;0.041;0.000;0.000;0.000;0.000
Slough;Tan Dhesi;12;Berkshire;86818;5355;24687;1387;4602;1485;0;0;449;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Solihull;Julian Knight;7;Coventry and Solihull;78760;16326;12065;6869;7392;3129;0;0;543;0.716;0.240;0.021;0.023;0.000;0.000;0.000;0.000
Somerset North;Unknown (LAB gain from CON);10;Bristol area;80194;15117;16950;8455;8715;4766;0;0;660;0.375;0.555;0.033;0.036;0.001;0.000;0.000;0.000
Somerset North East;Unknown (LAB gain from CON);10;Bristol area;73692;12176;17217;9610;7574;3245;0;0;405;0.221;0.683;0.067;0.028;0.000;0.000;0.000;0.000
Somerton and Frome;Unknown (LIB gain from CON);10;Somerset;85866;15421;5987;22412;8385;4431;0;0;732;0.193;0.007;0.784;0.015;0.000;0.000;0.000;0.000
South Holland and The Deepings;John Hayes;8;Lincolnshire;75975;14464;12048;2113;8628;2275;0;0;775;0.603;0.329;0.000;0.067;0.000;0.000;0.000;0.000
South Shields;Emma Lewell-Buck;3;Newcastle area;62793;2902;17042;1112;6906;2665;0;0;1070;0.001;0.980;0.000;0.019;0.000;0.000;0.000;0.000
Southampton Itchen;Unknown (LAB gain from CON);12;Hampshire;72299;8766;20971;1585;5141;2229;0;0;411;0.015;0.982;0.000;0.002;0.000;0.000;0.000;0.000
Southampton Test;Alan Whitehead;12;Hampshire;70116;5455;22191;1623;4974;2433;0;0;472;0.003;0.996;0.000;0.000;0.000;0.000;0.000;0.000
Southend West;David Amess;9;Essex;69043;15872;13987;3107;6040;1869;0;0;795;0.622;0.370;0.001;0.007;0.000;0.000;0.000;0.000
Southport;Unknown (LAB gain from CON);4;Merseyside;70837;10621;18137;4369;6947;2103;0;0;452;0.111;0.875;0.000;0.014;0.000;0.000;0.000;0.000
Spelthorne;Unknown (LAB gain from CON);12;Surrey;70929;13956;14078;4720;6956;3001;0;0;567;0.479;0.488;0.008;0.024;0.000;0.000;0.000;0.000
St Albans;Daisy Cooper;9;Hertfordshire;73727;10711;10924;21309;7240;3160;0;0;378;0.056;0.066;0.869;0.009;0.000;0.000;0.000;0.000
St Austell and Newquay;Unknown (LAB gain from CON);10;Cornwall;79930;13663;15811;6440;7577;2371;0;0;471;0.343;0.618;0.015;0.024;0.000;0.000;0.000;0.000
St Helens North;Conor McGinn;4;Merseyside;75593;4650;24555;1482;7484;3018;0;0;777;0.001;0.995;0.000;0.004;0.000;0.000;0.000;0.000
