Name;MP;Area;County;Electorate;CON;LAB;LIB;UKIP;Green;NAT;MIN;OTH;CON chance;LAB chance;LIB chance;UKIP chance;Green chance;NAT chance;MIN chance;OTH chance
Calder Valley;Unknown (LAB gain from CON);5;West Yorkshire;79287;11928;25308;2075;7581;2296;0;0;458;0.034;0.963;0.000;0.003;0.000;0.000;0.000;0.000
Camberwell and Peckham;Harriet Harman;11;Southwark;88971;1833;37141;1572;5131;4483;0;0;371;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Camborne and Redruth;Unknown (LAB gain from CON);10;Cornwall;70250;10966;18091;4643;6515;2209;0;0;354;0.129;0.861;0.003;0.007;0.000;0.000;0.000;0.000
Cambridge;Daniel Zeichner;9;Cambridgeshire;79951;3909;26128;9490;6112;4763;0;0;400;0.000;0.987;0.010;0.002;0.000;0.000;0.000;0.000
Cambridgeshire North East;Steve Barclay;9;Cambridgeshire;83699;17355;13425;4195;7267;2204;0;0;447;0.707;0.271;0.001;0.021;0.000;0.000;0.000;0.000
Cambridgeshire North West;Unknown (LAB gain from CON);9;Cambridgeshire;94909;17182;18474;5885;8456;3508;0;0;459;0.442;0.536;0.004;0.018;0.000;0.000;0.000;0.000
Cambridgeshire South;Unknown (LIB gain from CON);9;Cambridgeshire;87288;13747;14276;21944;8387;2822;0;0;227;0.111;0.140;0.734;0.014;0.000;0.000;0.000;0.000
Cambridgeshire South East;Unknown (LIB gain from CON);9;Cambridgeshire;86769;14714;15072;17320;8188;2548;0;0;311;0.249;0.272;0.460;0.018;0.000;0.000;0.000;0.000
Cannock Chase;Unknown (LAB gain from CON);7;Staffordshire;74813;13284;14822;1455;6052;2838;0;0;431;0.374;0.616;0.000;0.009;0.000;0.000;0.000;0.000
Canterbury;Rosie Duffield;12;Kent;80203;11552;26672;3216;7449;3651;0;0;439;0.026;0.968;0.000;0.005;0.000;0.000;0.000;0.000
Carlisle;Unknown (LAB gain from CON);4;Cumbria;65105;8617;17747;1533;6163;1895;0;0;552;0.047;0.947;0.000;0.005;0.000;0.000;0.000;0.000
Carshalton and Wallington;Unknown (LIB gain from CON);11;Sutton;72941;9614;9867;13568;6782;2083;0;0;407;0.155;0.207;0.594;0.043;0.000;0.000;0.000;0.000
Castle Point;Rebecca Harris;9;Essex;69608;14137;12180;2316;7869;1966;0;0;1121;0.595;0.351;0.000;0.054;0.000;0.000;0.000;0.000
Charnwood;Unknown (LAB gain from CON);8;Leicestershire;79534;15825;16293;2507;7878;3127;0;0;633;0.456;0.523;0.000;0.021;0.000;0.000;0.000;0.000
Chatham and Aylesford;Unknown (LAB gain from CON);12;Kent;71642;12690;14961;2132;5713;2131;0;0;406;0.350;0.638;0.000;0.011;0.000;0.000;0.000;0.000
Cheadle;Unknown (LIB gain from CON);4;Eastern Manchester;74577;11942;12360;14240;8130;2605;0;0;515;0.223;0.285;0.443;0.048;0.001;0.000;0.000;0.000
Chelmsford;Unknown (LAB gain from CON);9;Essex;80394;13892;15422;12117;7895;2669;0;0;531;0.324;0.465;0.180;0.030;0.000;0.000;0.000;0.000
Chelsea and Fulham;Unknown (LAB gain from CON);11;Hammersmith and Fulham;67110;12711;16818;4715;6096;2863;0;0;398;0.242;0.744;0.001;0.012;0.000;0.000;0.000;0.000
Cheltenham;Unknown (LIB gain from CON);10;Gloucestershire;81044;13327;8442;22092;7327;2469;0;0;394;0.115;0.023;0.853;0.008;0.000;0.000;0.000;0.000
Chesham and Amersham;Unknown (LIB gain from CON);12;Buckinghamshire;72542;18338;5809;18456;6053;2422;0;0;349;0.492;0.005;0.499;0.004;0.000;0.000;0.000;0.000
Chester, City of;Chris Matheson;4;Cheshire;76057;9516;28133;2033;6444;2322;0;0;686;0.007;0.991;0.000;0.001;0.000;0.000;0.000;0.000
Chesterfield;Toby Perkins;8;Derbyshire;71034;6814;20812;2070;7517;2520;0;0;587;0.011;0.979;0.000;0.010;0.000;0.000;0.000;0.000
Chichester;Gillian Keegan;12;West Sussex;85499;16486;14088;11910;9298;4457;0;0;470;0.506;0.292;0.139;0.060;0.002;0.000;0.000;0.000
Chingford and Woodford Green;Unknown (LAB gain from CON);11;Waltham Forest;65393;9874;20532;1490;5314;1907;0;0;375;0.040;0.960;0.000;0.000;0.000;0.000;0.000;0.000
Chippenham;Unknown (LIB gain from CON);10;Wiltshire;77221;15053;10939;15313;7111;2073;0;0;328;0.419;0.119;0.444;0.018;0.000;0.000;0.000;0.000
Chipping Barnet;Unknown (LAB gain from CON);11;Barnet;79960;12393;25790;2230;6878;3247;0;0;439;0.038;0.961;0.000;0.001;0.000;0.000;0.000;0.000
Chorley;Lindsay Hoyle;4;Lancashire;78177;2021;29762;1163;5600;3570;0;0;822;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Christchurch;Christopher Chope;10;Dorset;71520;18196;11605;6476;7783;2869;0;0;592;0.815;0.148;0.009;0.026;0.001;0.000;0.000;0.000
Cities of London and Westminster;Unknown (LAB gain from CON);11;City of Westminster;63700;8940;16597;4949;5425;2861;0;0;373;0.081;0.905;0.004;0.009;0.000;0.000;0.000;0.000
Clacton;Giles Watling;9;Essex;70930;14304;11170;2446;7224;1915;0;0;717;0.698;0.266;0.001;0.034;0.000;0.000;0.000;0.000
Cleethorpes;Unknown (LAB gain from CON);5;Humber area;73689;13968;14729;1865;6888;1870;0;0;461;0.452;0.530;0.000;0.018;0.000;0.000;0.000;0.000
Colchester;Unknown (LAB gain from CON);9;Essex;82625;11029;18792;5666;6642;3229;0;0;430;0.119;0.867;0.005;0.008;0.000;0.000;0.000;0.000
Colne Valley;Unknown (LAB gain from CON);5;West Yorkshire;84174;11162;25302;2128;8173;2888;0;0;616;0.027;0.967;0.000;0.006;0.000;0.000;0.000;0.000
Congleton;Unknown (LAB gain from CON);4;Cheshire;80930;15861;19511;3448;8649;2980;0;0;613;0.304;0.677;0.000;0.019;0.000;0.000;0.000;0.000
Copeland;Unknown (LAB gain from CON);4;Cumbria;61693;8470;18491;1214;5655;1820;0;0;238;0.025;0.971;0.000;0.003;0.000;0.000;0.000;0.000
Corby;Unknown (LAB gain from CON);8;Northamptonshire;86153;13192;25873;2221;7838;2378;0;0;416;0.058;0.938;0.000;0.004;0.000;0.000;0.000;0.000
Cornwall North;Unknown (LIB gain from CON);10;Cornwall;69935;13258;7997;13288;7097;1605;0;0;221;0.435;0.063;0.471;0.030;0.000;0.000;0.000;0.000
Cornwall South East;Sheryll Murray;10;Cornwall;71825;14387;13155;7962;7097;2228;0;0;230;0.527;0.399;0.050;0.024;0.000;0.000;0.000;0.000
Cotswolds, The;Geoffrey Clifton-Brown;10;Gloucestershire;81939;17167;12399;14078;8662;3843;0;0;261;0.561;0.163;0.243;0.030;0.002;0.000;0.000;0.000
Coventry North East;Colleen Fletcher;7;Coventry and Solihull;76006;4791;22034;1001;4580;1774;0;0;416;0.000;0.999;0.000;0.000;0.000;0.000;0.000;0.000
Coventry North West;Taiwo Owatemi;7;Coventry and Solihull;75247;8067;20845;1755;5841;2410;0;0;496;0.021;0.974;0.000;0.004;0.000;0.000;0.000;0.000
Coventry South;Zarah Sultana;7;Coventry and Solihull;70979;8067;20946;1563;5010;2002;0;0;396;0.018;0.980;0.000;0.002;0.000;0.000;0.000;0.000
Crawley;Unknown (LAB gain from CON);12;West Sussex;74207;11014;20017;1576;5226;2164;0;0;392;0.079;0.919;0.000;0.002;0.000;0.000;0.000;0.000
Crewe and Nantwich;Unknown (LAB gain from CON);4;Cheshire;80321;12120;23049;1458;7036;2541;0;0;567;0.059;0.937;0.000;0.004;0.000;0.000;0.000;0.000
Croydon Central;Sarah Jones;11;Croydon;81407;7882;25906;1731;5940;2441;0;0;469;0.004;0.994;0.000;0.001;0.000;0.000;0.000;0.000
Croydon North;Steve Reed;11;Croydon;88468;2910;31187;1314;5058;3015;0;0;450;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Croydon South;Unknown (LAB gain from CON);11;Croydon;83982;15327;20815;3873;7329;2685;0;0;495;0.215;0.777;0.000;0.007;0.000;0.000;0.000;0.000
Dagenham and Rainham;Jon Cruddas;11;Barking and Dagenham;71045;6293;18928;825;5369;1846;0;0;533;0.003;0.992;0.000;0.004;0.000;0.000;0.000;0.000
Darlington;Unknown (LAB gain from CON);3;Durham;66397;7772;18040;1399;5774;2430;0;0;602;0.023;0.971;0.000;0.006;0.000;0.000;0.000;0.000
Dartford;Unknown (LAB gain from CON);12;Kent;82209;15301;18043;2590;6711;2510;0;0;472;0.338;0.657;0.000;0.004;0.000;0.000;0.000;0.000
Daventry;Chris Heaton-Harris;8;Northamptonshire;77423;17404;16194;4498;8205;2849;0;0;342;0.553;0.431;0.000;0.015;0.000;0.000;0.000;0.000
Denton and Reddish;Andrew Gwynne;4;Eastern Manchester;66234;4544;20565;905;5488;2226;0;0;558;0.000;0.998;0.000;0.002;0.000;0.000;0.000;0.000
Derby North;Unknown (LAB gain from CON);8;Derbyshire;73199;8170;20967;1785;6225;2299;0;0;593;0.015;0.982;0.000;0.003;0.000;0.000;0.000;0.000
Derby South;Margaret Beckett;8;Derbyshire;73062;4142;19635;891;5276;1523;0;0;815;0.001;0.999;0.000;0.000;0.000;0.000;0.000;0.000
Derbyshire Dales;Unknown (LAB gain from CON);8;Derbyshire;65080;12770;15124;4680;7895;3207;0;0;302;0.344;0.613;0.003;0.039;0.000;0.000;0.000;0.000
Derbyshire Mid;Unknown (LAB gain from CON);8;Derbyshire;67442;12886;16207;2573;7356;3192;0;0;657;0.306;0.673;0.000;0.020;0.000;0.000;0.000;0.000
Derbyshire North East;Unknown (LAB gain from CON);8;Derbyshire;72345;12329;19217;1956;7170;2520;0;0;484;0.144;0.844;0.000;0.011;0.000;0.000;0.000;0.000
Derbyshire South;Unknown (LAB gain from CON);8;Derbyshire;79331;13984;19436;1995;7290;2904;0;0;403;0.221;0.770;0.000;0.009;0.000;0.000;0.000;0.000
Devizes;Danny Kruger;10;Wiltshire;73372;15182;12635;7179;6661;2639;0;0;234;0.627;0.331;0.024;0.017;0.000;0.000;0.000;0.000
Devon Central;Unknown (LAB gain from CON);10;Devon;74926;13486;15187;9927;7989;3644;0;0;210;0.349;0.515;0.095;0.039;0.001;0.000;0.000;0.000
Devon East;Simon Jupp;10;Devon;87168;21796;12899;9962;8909;2398;0;0;313;0.834;0.114;0.033;0.019;0.000;0.000;0.000;0.000
Devon North;Unknown (LIB gain from CON);10;Devon;75859;12849;8661;15148;7950;2608;0;0;303;0.318;0.068;0.577;0.036;0.001;0.000;0.000;0.000
Devon South West;Gary Streeter;10;Devon;72535;15065;14993;5786;7410;3076;0;0;527;0.477;0.483;0.010;0.029;0.000;0.000;0.000;0.000
Devon West and Torridge;Geoffrey Cox;10;Devon;80403;15332;13231;8997;8856;3243;0;0;527;0.547;0.318;0.067;0.067;0.001;0.000;0.000;0.000
Dewsbury;Unknown (LAB gain from CON);5;West Yorkshire;81253;9871;23422;1360;6600;2087;0;0;427;0.019;0.978;0.000;0.003;0.000;0.000;0.000;0.000
Don Valley;Unknown (LAB gain from CON);5;South Yorkshire;75356;8168;19568;1374;7588;1977;0;0;657;0.024;0.965;0.000;0.010;0.000;0.000;0.000;0.000
Doncaster Central;Rosie Winterton;5;South Yorkshire;71389;5813;19015;1017;6750;1907;0;0;721;0.007;0.983;0.000;0.010;0.000;0.000;0.000;0.000
Doncaster North;Ed Miliband;5;South Yorkshire;72362;5261;19253;1178;7709;1650;0;0;873;0.004;0.983;0.000;0.013;0.000;0.000;0.000;0.000
Dorset Mid and Poole North;Michael Tomlinson;10;Dorset;65427;14477;8010;13136;6746;2258;0;0;280;0.547;0.057;0.376;0.019;0.001;0.000;0.000;0.000
Dorset North;Simon Hoare;10;Dorset;76765;18966;11411;9686;7275;2459;0;0;240;0.816;0.117;0.050;0.016;0.000;0.000;0.000;0.000
Dorset South;Unknown (LAB gain from CON);10;Dorset;73809;12722;15407;5198;7710;3236;0;0;572;0.319;0.634;0.010;0.035;0.001;0.000;0.000;0.000
Dorset West;Unknown (LIB gain from CON);10;Dorset;81897;16218;10353;16653;8381;3119;0;0;287;0.432;0.072;0.470;0.026;0.000;0.000;0.000;0.000
Dover;Unknown (LAB gain from CON);12;Kent;76355;13788;19733;2287;6449;2476;0;0;370;0.180;0.816;0.000;0.004;0.000;0.000;0.000;0.000
Dudley North;Unknown (LAB gain from CON);7;Black Country;61936;9045;13342;1017;4330;1313;0;0;321;0.173;0.822;0.000;0.005;0.000;0.000;0.000;0.000
Dudley South;Unknown (LAB gain from CON);7;Black Country;60731;11121;11706;1536;4844;1452;0;0;353;0.449;0.543;0.000;0.007;0.000;0.000;0.000;0.000
Dulwich and West Norwood;Helen Hayes;11;Lambeth;80331;3206;34410;1438;5279;7013;0;0;363;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Durham North;Kevan Jones;3;Durham;66796;4514;20221;1685;6831;2082;0;0;808;0.002;0.993;0.000;0.005;0.000;0.000;0.000;0.000
Durham North West;Unknown (LAB gain from CON);3;Durham;72166;6880;20844;2283;7568;2184;0;0;450;0.008;0.978;0.000;0.014;0.000;0.000;0.000;0.000
Durham, City of;Mary Foy;3;Durham;71271;5203;22628;5177;7223;3084;0;0;426;0.002;0.989;0.001;0.007;0.000;0.000;0.000;0.000
Ealing Central and Acton;Rupa Huq;11;Ealing;75510;6004;28136;3394;6659;3758;0;0;437;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Ealing North;James Murray;11;Ealing;74473;5060;26110;1104;4787;2415;0;0;351;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Ealing Southall;Virendra Sharma;11;Ealing;64581;3449;23036;990;3919;1828;0;0;311;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Easington;Grahame Morris;3;Durham;61182;3071;17660;1032;5961;1334;0;0;692;0.000;0.994;0.000;0.006;0.000;0.000;0.000;0.000
East Ham;Stephen Timms;11;Newham;88319;1959;32168;583;3667;1617;0;0;332;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Eastbourne;Unknown (LIB gain from CON);12;East Sussex;79307;13204;8061;18276;7420;1972;0;0;403;0.238;0.029;0.720;0.012;0.000;0.000;0.000;0.000
Eastleigh;Unknown (LIB gain from CON);12;Hampshire;83880;14372;12466;15293;8081;2950;0;0;445;0.337;0.200;0.429;0.032;0.001;0.000;0.000;0.000
Eddisbury;Unknown (LAB gain from CON);4;Cheshire;73700;13851;17374;4429;7769;2560;0;0;395;0.284;0.695;0.001;0.020;0.000;0.000;0.000;0.000
Edmonton;Kate Osamor;11;Enfield;65747;2636;21770;778;3619;1918;0;0;326;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Ellesmere Port and Neston;Justin Madders;4;Cheshire;70327;6922;24815;1424;6698;3147;0;0;593;0.002;0.996;0.000;0.002;0.000;0.000;0.000;0.000
Elmet and Rothwell;Unknown (LAB gain from CON);5;West Yorkshire;80957;15108;21268;2541;8821;3324;0;0;573;0.208;0.779;0.000;0.013;0.000;0.000;0.000;0.000
Eltham;Clive Efford;11;Greenwich;64086;6454;21259;1324;5361;2461;0;0;434;0.006;0.993;0.000;0.001;0.000;0.000;0.000;0.000
Enfield North;Feryal Clark;11;Enfield;68301;5921;21893;1223;4780;2364;0;0;387;0.001;0.998;0.000;0.000;0.000;0.000;0.000;0.000
Enfield Southgate;Bambos Charalambous;11;Enfield;65525;8619;22681;1636;5432;2670;0;0;380;0.013;0.986;0.000;0.000;0.000;0.000;0.000;0.000
Epping Forest;Eleanor Laing;9;Essex;74304;15145;14007;4071;7489;3020;0;0;733;0.543;0.426;0.002;0.027;0.000;0.000;0.000;0.000
Epsom and Ewell;Unknown (LAB gain from CON);12;Surrey;81138;15203;16051;8185;8810;3933;0;0;1113;0.406;0.509;0.032;0.051;0.001;0.000;0.000;0.000
Erewash;Unknown (LAB gain from CON);8;Derbyshire;72523;10814;20201;1325;6201;2516;0;0;540;0.066;0.929;0.000;0.005;0.000;0.000;0.000;0.000
Erith and Thamesmead;Abena Oppong-Asare;11;Bexley;65399;4978;19886;901;4448;1904;0;0;380;0.000;0.999;0.000;0.001;0.000;0.000;0.000;0.000
Esher and Walton;Unknown (LIB gain from CON);12;Surrey;81184;16694;12194;16959;8449;3261;0;0;709;0.426;0.123;0.424;0.026;0.000;0.000;0.000;0.000
Exeter;Ben Bradshaw;10;Devon;82054;7132;28840;1994;6691;5844;0;0;669;0.003;0.994;0.000;0.002;0.001;0.000;0.000;0.000
Fareham;Suella Braverman;12;Hampshire;78337;18726;15395;7205;7684;3116;0;0;485;0.637;0.337;0.010;0.015;0.000;0.000;0.000;0.000
Faversham and Kent Mid;Helen Whately;12;Kent;73403;14967;13672;4646;7156;3185;0;0;461;0.579;0.395;0.002;0.024;0.000;0.000;0.000;0.000
Feltham and Heston;Seema Malhotra;11;Hounslow;80934;6041;23195;894;4683;1595;0;0;394;0.001;0.999;0.000;0.000;0.000;0.000;0.000;0.000
Filton and Bradley Stoke;Unknown (LAB gain from CON);10;Bristol area;74016;11552;21780;3740;6476;2844;0;0;429;0.073;0.920;0.001;0.006;0.000;0.000;0.000;0.000
Finchley and Golders Green;Unknown (LAB gain from CON);11;Barnet;77573;11964;20504;5533;6677;3127;0;0;421;0.094;0.898;0.002;0.005;0.000;0.000;0.000;0.000
Folkestone and Hythe;Damian Collins;12;Kent;88272;15926;15408;4235;8756;4718;0;0;559;0.517;0.438;0.002;0.042;0.001;0.000;0.000;0.000
Forest of Dean;Unknown (LAB gain from CON);10;Gloucestershire;71438;11359;14296;2541;8006;5378;0;0;563;0.280;0.637;0.002;0.075;0.006;0.000;0.000;0.000
Fylde;Unknown (LAB gain from CON);4;Lancashire;66847;12772;15406;2207;7490;2354;0;0;688;0.309;0.660;0.000;0.031;0.000;0.000;0.000;0.000
Gainsborough;Unknown (LAB gain from CON);8;Lincolnshire;76343;13812;15205;4783;8350;1917;0;0;407;0.395;0.561;0.004;0.038;0.000;0.000;0.000;0.000
Garston and Halewood;Maria Eagle;4;Merseyside;76116;2580;35124;2253;6998;2825;0;0;696;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Gateshead;Ian Mearns;3;Newcastle area;64449;3919;21510;1580;5057;2300;0;0;416;0.000;0.998;0.000;0.001;0.000;0.000;0.000;0.000
Gedling;Unknown (LAB gain from CON);8;Nottinghamshire;71366;8638;23961;1380;6423;2688;0;0;527;0.014;0.983;0.000;0.003;0.000;0.000;0.000;0.000
Gillingham and Rainham;Unknown (LAB gain from CON);12;Kent;73549;13302;16553;1870;5490;2092;0;0;435;0.294;0.701;0.000;0.005;0.000;0.000;0.000;0.000
Gloucester;Unknown (LAB gain from CON);10;Gloucestershire;80901;11601;20592;3748;6666;2374;0;0;535;0.087;0.905;0.001;0.006;0.000;0.000;0.000;0.000
Gosport;Caroline Dinenage;12;Hampshire;73541;15302;13857;5144;6792;2536;0;0;454;0.584;0.391;0.006;0.018;0.000;0.000;0.000;0.000
Grantham and Stamford;Unknown (LAB gain from CON);8;Lincolnshire;81502;15275;15877;3632;9258;3268;0;0;843;0.441;0.514;0.000;0.043;0.000;0.000;0.000;0.000
Gravesham;Unknown (LAB gain from CON);12;Kent;73242;13615;16795;1792;5561;2084;0;0;346;0.301;0.692;0.000;0.007;0.000;0.000;0.000;0.000
Great Grimsby;Unknown (LAB gain from CON);5;Humber area;61409;6452;13270;1066;5189;1323;0;0;575;0.042;0.944;0.000;0.014;0.000;0.000;0.000;0.000
Great Yarmouth;Unknown (LAB gain from CON);9;Norfolk;71957;12618;14306;1824;5620;1752;0;0;339;0.352;0.638;0.000;0.010;0.000;0.000;0.000;0.000
Greenwich and Woolwich;Matthew Pennycook;11;Greenwich;79997;3833;30108;1794;5710;3655;0;0;387;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Guildford;Unknown (LIB gain from CON);12;Surrey;77729;13785;12335;16065;7743;2927;0;0;706;0.269;0.196;0.505;0.030;0.000;0.000;0.000;0.000
Hackney North and Stoke Newington;Diane Abbott;11;Hackney;92462;2095;38234;1879;5521;5665;0;0;436;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Hackney South and Shoreditch;Meg Hillier;11;Hackney;89387;1690;37311;1541;4979;4628;0;0;381;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Halesowen and Rowley Regis;Unknown (LAB gain from CON);7;Black Country;68300;10734;15533;1280;4900;1648;0;0;367;0.179;0.816;0.000;0.004;0.000;0.000;0.000;0.000
Halifax;Holly Lynch;5;West Yorkshire;71887;6555;20013;1016;5728;2132;0;0;539;0.005;0.992;0.000;0.003;0.000;0.000;0.000;0.000
Haltemprice and Howden;Unknown (LAB gain from CON);5;Humber area;71083;14127;15964;3610;8220;2820;0;0;551;0.372;0.594;0.000;0.034;0.000;0.000;0.000;0.000
Halton;Derek Twigg;4;Cheshire;71930;3797;28444;1075;6011;2355;0;0;563;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Hammersmith;Andy Slaughter;11;Hammersmith and Fulham;74759;4454;29870;2127;6010;3690;0;0;414;0.001;0.999;0.000;0.000;0.000;0.000;0.000;0.000
Hampshire East;Damian Hinds;12;Hampshire;76478;16898;12279;10914;7967;3524;0;0;447;0.648;0.201;0.119;0.030;0.001;0.000;0.000;0.000
Hampshire North East;Ranil Jayawardena;12;Hampshire;78954;17362;13317;10098;8156;3365;0;0;635;0.630;0.254;0.081;0.034;0.000;0.000;0.000;0.000
Hampshire North West;Kit Malthouse;12;Hampshire;83083;18017;15062;8274;7729;3121;0;0;375;0.631;0.329;0.022;0.016;0.000;0.000;0.000;0.000
Hampstead and Kilburn;Tulip Siddiq;11;Camden;86571;6119;30084;4727;7366;4781;0;0;475;0.000;0.996;0.001;0.002;0.000;0.000;0.000;0.000
Harborough;Unknown (LAB gain from CON);8;Leicestershire;80151;13848;17350;6397;8420;3077;0;0;584;0.294;0.662;0.007;0.037;0.000;0.000;0.000;0.000
Harlow;Unknown (LAB gain from CON);9;Essex;68078;11611;15993;1772;5338;1613;0;0;409;0.205;0.792;0.000;0.003;0.000;0.000;0.000;0.000
Harrogate and Knaresborough;Andrew Jones;5;North Yorkshire;77941;15113;12174;13523;8584;2573;0;0;531;0.445;0.224;0.286;0.045;0.000;0.000;0.000;0.000
Harrow East;Unknown (LAB gain from CON);11;Harrow;72106;12584;18619;1583;5199;1128;0;0;400;0.158;0.841;0.000;0.001;0.000;0.000;0.000;0.000
Harrow West;Gareth Thomas;11;Harrow;72464;6893;24078;1266;4763;1759;0;0;383;0.002;0.998;0.000;0.000;0.000;0.000;0.000;0.000
Hartlepool;Mike Hill;3;Teesside;70855;11356;13231;809;5255;962;0;1675;1251;0.338;0.633;0.000;0.029;0.000;0.000;0.000;0.000
Harwich and North Essex;Unknown (LAB gain from CON);9;Essex;74153;14630;15765;5248;7068;2712;0;0;279;0.427;0.552;0.006;0.014;0.000;0.000;0.000;0.000
Hastings and Rye;Unknown (LAB gain from CON);12;East Sussex;80524;11346;22967;2707;6998;2768;0;0;495;0.052;0.939;0.000;0.008;0.000;0.000;0.000;0.000
Havant;Alan Mak;12;Hampshire;72103;15538;12644;4045;6274;2313;0;0;420;0.666;0.317;0.002;0.015;0.000;0.000;0.000;0.000
Hayes and Harlington;John McDonnell;11;Hillingdon;72357;4837;22047;634;4040;1363;0;0;365;0.001;0.998;0.000;0.001;0.000;0.000;0.000;0.000
Hazel Grove;Unknown (LIB gain from CON);4;Eastern Manchester;63346;10064;10588;10935;6732;2178;0;0;354;0.263;0.338;0.339;0.059;0.000;0.000;0.000;0.000
Hemel Hempstead;Unknown (LAB gain from CON);9;Hertfordshire;74035;12383;17916;5145;6953;2799;0;0;479;0.198;0.783;0.004;0.014;0.000;0.000;0.000;0.000
Hemsworth;Jon Trickett;5;West Yorkshire;73726;5928;20629;1204;7664;2089;0;0;591;0.005;0.982;0.000;0.013;0.000;0.000;0.000;0.000
Hendon;Unknown (LAB gain from CON);11;Barnet;82661;10882;23722;1684;5876;2559;0;0;466;0.034;0.965;0.000;0.000;0.000;0.000;0.000;0.000
Henley;Unknown (LIB gain from CON);12;Oxfordshire;76646;14599;10833;14725;8708;4920;0;0;357;0.407;0.148;0.396;0.045;0.003;0.000;0.000;0.000
Hereford and South Herefordshire;Jesse Norman;7;Hereford and Worcestershire;72085;13218;13035;5835;7599;3116;0;0;471;0.463;0.474;0.011;0.048;0.002;0.000;0.000;0.000
Herefordshire North;Bill Wiggin;7;Hereford and Worcestershire;70252;14929;9888;6471;7648;4038;0;0;281;0.754;0.170;0.023;0.050;0.002;0.000;0.000;0.000
Hertford and Stortford;Unknown (LAB gain from CON);9;Hertfordshire;81765;15349;15472;6150;8483;6184;0;0;738;0.471;0.475;0.011;0.037;0.005;0.000;0.000;0.000
Hertfordshire North East;Unknown (LAB gain from CON);9;Hertfordshire;76123;15402;16970;5977;7287;3601;0;0;335;0.407;0.569;0.004;0.019;0.000;0.000;0.000;0.000
Hertfordshire South West;Gagan Mohindra;9;Hertfordshire;80449;17435;15219;9275;9572;3375;0;0;1275;0.570;0.338;0.040;0.051;0.001;0.000;0.000;0.000
Hertsmere;Oliver Dowden;9;Hertfordshire;73971;16681;15897;4026;6581;2855;0;0;397;0.546;0.446;0.001;0.007;0.000;0.000;0.000;0.000
Hexham;Unknown (LAB gain from CON);3;Northumberland;61324;11636;16395;3428;6629;2584;0;0;333;0.196;0.781;0.000;0.022;0.000;0.000;0.000;0.000
Heywood and Middleton;Unknown (LAB gain from CON);4;Eastern Manchester;80162;7753;21643;1157;6800;2251;0;0;612;0.005;0.990;0.000;0.005;0.000;0.000;0.000;0.000
High Peak;Unknown (LAB gain from CON);8;Derbyshire;74265;10347;24976;1839;7053;3031;0;0;452;0.028;0.968;0.000;0.004;0.000;0.000;0.000;0.000
Hitchin and Harpenden;Unknown (LAB gain from CON);9;Hertfordshire;76323;14318;16107;13973;7390;2917;0;0;360;0.285;0.456;0.232;0.027;0.000;0.000;0.000;0.000
Holborn and St Pancras;Keir Starmer;11;Camden;86061;3307;35618;2117;6173;4602;0;0;389;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Hornchurch and Upminster;Unknown (LAB gain from CON);11;Havering;80765;14231;16469;1963;8892;3209;0;0;1182;0.355;0.599;0.000;0.045;0.000;0.000;0.000;0.000
Hornsey and Wood Green;Catherine West;11;Haringey;81814;3171;32705;8526;6943;4999;0;0;408;0.000;0.998;0.001;0.000;0.000;0.000;0.000;0.000
Horsham;Jeremy Quin;12;West Sussex;86730;16865;15104;13769;8955;4114;0;0;439;0.460;0.315;0.189;0.034;0.001;0.000;0.000;0.000
Houghton and Sunderland South;Bridget Phillipson;3;Newcastle area;68835;5086;19885;1582;6869;2047;0;0;684;0.002;0.988;0.000;0.009;0.000;0.000;0.000;0.000
Hove;Peter Kyle;12;East Sussex;74313;6498;31663;2164;6168;4412;0;0;457;0.001;0.999;0.000;0.000;0.000;0.000;0.000;0.000
Huddersfield;Barry Sheerman;5;West Yorkshire;65525;4290;18553;945;4982;2498;0;0;511;0.002;0.998;0.000;0.000;0.000;0.000;0.000;0.000
Hull East;Karl Turner;5;Humber area;65745;3580;16092;1530;6711;1762;0;0;673;0.001;0.982;0.000;0.017;0.000;0.000;0.000;0.000
Hull North;Diana Johnson;5;Humber area;65515;2887;18608;1440;5780;1962;0;0;593;0.001;0.997;0.000;0.002;0.000;0.000;0.000;0.000
Hull West and Hessle;Emma Hardy;5;Humber area;60192;3511;15086;1542;6217;1415;0;0;652;0.001;0.978;0.000;0.021;0.000;0.000;0.000;0.000
