Name;MP;Area;County;Electorate;CON;LAB;LIB;UKIP;Green;NAT;MIN;OTH;CON chance;LAB chance;LIB chance;Reform chance;Green chance;NAT chance;MIN chance;OTH chance
Bicester and Woodstock;Calum Alexander Miller;12;Oxfordshire;74350;12244;7053;15305;10228;5943;0;405;826;0.203;0.024;0.636;0.125;0.012;0;0;0
Birkenhead;Unknown (Reform gain from LAB);4;Wirral and Chester North;78091;3989;10620;3203;13958;11394;0;1712;894;0.004;0.217;0;0.541;0.236;0;0;0
Birmingham Edgbaston;Unknown (Reform gain from LAB);7;Birmingham South;71787;6473;9262;3985;9413;7353;0;1089;1539;0.092;0.388;0.013;0.355;0.151;0;0;0
Birmingham Erdington;Unknown (Reform gain from LAB);7;Birmingham North;77463;4756;7307;2559;16286;6656;0;822;1244;0.01;0.06;0;0.901;0.028;0;0;0
Birmingham Hall Green and Moseley;Unknown (Green gain from LAB);7;Birmingham South;76936;2840;6712;3998;6589;9077;0;8898;0;0.008;0.17;0.018;0.145;0.431;0;0.228;0
Birmingham Hodge Hill and Solihull North;Unknown (Reform gain from LAB);7;Birmingham North;77737;3561;5522;1960;13632;6101;0;4536;926;0.011;0.061;0;0.881;0.042;0;0.004;0
Birmingham Ladywood;Unknown (Green gain from LAB);7;Birmingham North;83693;1945;6408;1995;5398;10989;0;7376;0;0.003;0.108;0.001;0.057;0.736;0;0.094;0
Birmingham Northfield;Unknown (Reform gain from LAB);7;Birmingham South;74048;6825;8341;3101;14545;6019;0;863;666;0.05;0.136;0;0.794;0.02;0;0;0
Birmingham Perry Barr;Ayoub Khan;7;Birmingham North;76350;3409;5871;2155;7911;6424;0;8528;0;0.024;0.154;0.003;0.36;0.165;0;0.293;0
Birmingham Selly Oak;Unknown (Reform gain from LAB);7;Birmingham South;75678;4659;9391;2968;12559;11364;0;979;1636;0.009;0.158;0.001;0.517;0.314;0;0;0
Birmingham Yardley;Unknown (Reform gain from LAB);7;Birmingham South;73203;2918;6364;3796;10291;4797;0;6749;765;0.017;0.192;0.021;0.637;0.047;0;0.085;0
Bishop Auckland;Unknown (Reform gain from LAB);3;County Durham;70745;7927;9477;1882;15662;5213;0;955;378;0.057;0.145;0;0.792;0.006;0;0;0
Blackburn;Unknown (Reform gain from MIN);4;Lancashire East;73259;3591;5814;1890;11533;4891;0;2016;6922;0.013;0.081;0.001;0.73;0.043;0;0;0.131
Blackley and Middleton South;Unknown (Reform gain from LAB);4;Manchester North East;72097;2695;7963;1664;12883;6484;0;1142;429;0;0.21;0;0.739;0.05;0;0;0
Blackpool North and Fleetwood;Unknown (Reform gain from LAB);4;Lancashire West;73339;8737;9504;2752;16242;4137;0;670;444;0.072;0.132;0.001;0.793;0.002;0;0;0
Blackpool South;Unknown (Reform gain from LAB);4;Lancashire West;77459;2537;12194;988;22348;2455;0;924;493;0.001;0.052;0;0.944;0.002;0;0;0
Blaydon and Consett;Unknown (Reform gain from LAB);3;County Durham;70487;2253;17667;789;20007;2661;0;947;439;0.004;0.304;0;0.683;0.009;0;0;0
Blyth and Ashington;Unknown (Reform gain from LAB);3;Northumberland;76263;5970;9668;1853;18398;7900;0;865;374;0.009;0.119;0;0.854;0.018;0;0;0
Bognor Regis and Littlehampton;Unknown (Reform gain from CON);12;South Coast;77565;10387;8976;4988;20201;4249;0;580;780;0.123;0.039;0.003;0.833;0.001;0;0;0
Bolsover;Unknown (Reform gain from LAB);8;Derbyshire North;77207;4539;13089;1225;20243;3420;0;1147;343;0.02;0.133;0;0.843;0.003;0;0;0
Bolton North East;Unknown (Reform gain from LAB);4;Manchester North West;80011;5875;10719;3165;16159;5241;0;1945;1009;0.04;0.201;0.004;0.736;0.018;0;0;0
Bolton South and Walkden;Unknown (Reform gain from LAB);4;Manchester North West;79622;3776;7474;1774;16078;6237;0;2059;1166;0.002;0.087;0;0.888;0.022;0;0;0
Bolton West;Unknown (Reform gain from LAB);4;Manchester North West;74933;10312;10279;3603;13873;5856;0;711;548;0.215;0.199;0;0.566;0.019;0;0;0
Bootle;Peter Dowd;4;Merseyside East and Liverpool;73037;990;20340;572;15142;2450;0;1156;555;0;0.659;0;0.304;0.037;0;0;0
Boston and Skegness;Richard Tice;8;Lincolnshire South;75811;14201;2676;1002;27114;1598;0;496;507;0.034;0.001;0;0.964;0;0;0;0
Bournemouth East;Unknown (Reform gain from LAB);10;Bournemouth;72354;10245;10373;4551;11996;7156;0;515;1074;0.261;0.253;0.014;0.412;0.059;0;0;0
Bournemouth West;Unknown (Reform gain from LAB);10;Bournemouth;70259;9274;8413;5308;12283;6651;0;421;616;0.259;0.15;0.026;0.52;0.045;0;0;0
Bracknell;Unknown (Reform gain from LAB);12;Berkshire;71656;8847;9402;4540;15076;5403;0;676;834;0.126;0.162;0.005;0.692;0.013;0;0;0
Bradford East;Unknown (Reform gain from LAB);5;Bradford;75167;3663;7063;2516;11388;5943;0;6304;0;0.015;0.203;0.002;0.673;0.069;0;0.037;0
Bradford South;Unknown (Reform gain from LAB);5;Bradford;71002;4230;6171;1763;15222;6044;0;1193;1819;0.009;0.043;0;0.924;0.024;0;0;0
Bradford West;Unknown (MIN gain from LAB);5;Bradford;77897;2851;5648;1781;8272;6957;0;8453;0;0.01;0.115;0.002;0.373;0.215;0;0.283;0
Braintree;Unknown (Reform gain from CON);9;Essex North;77781;16001;7051;2509;19396;3931;0;396;393;0.295;0.04;0.001;0.662;0.002;0;0;0
Brent East;Unknown (Green gain from LAB);11;Brent Harrow Barnet;77257;4147;9434;2795;7994;10598;0;1154;1750;0.015;0.326;0.005;0.177;0.475;0;0;0
Brent West;Barry Gardiner;11;Brent Harrow Barnet;79937;7030;8677;2775;7833;6584;0;2144;838;0.167;0.391;0.006;0.274;0.161;0;0;0
Brentford and Isleworth;Ruth Cadbury;11;South West London;79283;6470;12150;3912;9436;8602;0;1798;1244;0.051;0.587;0.007;0.187;0.167;0;0;0
Brentwood and Ongar;Alex Burghart;9;Essex South West;75352;18058;5296;3292;17844;2467;0;367;398;0.393;0.027;0.004;0.574;0.002;0;0;0
Bridgwater;Unknown (Reform gain from CON);10;Somerset West and Barnstaple;71571;8178;6903;7172;17189;4158;0;628;692;0.073;0.024;0.036;0.863;0.003;0;0;0
Bridlington and the Wolds;Unknown (Reform gain from CON);5;East Yorkshire;72931;16096;4521;2165;21018;2163;0;682;740;0.198;0.008;0;0.793;0;0;0;0
Brigg and Immingham;Unknown (Reform gain from CON);5;Lincolnshire North;74297;13796;5971;2746;17702;2483;0;669;219;0.263;0.031;0.001;0.705;0;0;0;0
Brighton Kemptown and Peacehaven;Unknown (Green gain from LAB);12;South Coast;68784;5498;11643;3102;7538;12310;0;1055;1151;0.026;0.386;0.003;0.086;0.499;0;0;0
Brighton Pavilion;Siân Berry;12;South Coast;74786;4131;8142;3060;5440;33185;0;1253;852;0;0.002;0;0;0.998;0;0;0
Bristol Central;Carla Denyer;10;Avon North;62735;3014;5681;3063;2911;32279;0;1242;883;0;0;0;0;1;0;0;0
Bristol East;Unknown (Green gain from LAB);10;Avon South;75917;6107;9340;4576;7925;19714;0;1380;1735;0.013;0.045;0.005;0.032;0.904;0;0;0
Bristol North East;Unknown (Green gain from LAB);10;Avon North;70076;5196;9545;2634;12781;12925;0;957;1094;0.017;0.133;0.002;0.404;0.443;0;0;0
Bristol North West;Unknown (Green gain from LAB);10;Avon North;74869;6103;13118;5733;11147;14495;0;952;699;0.015;0.328;0.01;0.174;0.472;0;0;0
Bristol South;Unknown (Green gain from LAB);10;Avon South;75533;4665;9564;3448;13336;15635;0;995;744;0.006;0.073;0.003;0.329;0.588;0;0;0
Broadland and Fakenham;Unknown (Reform gain from CON);9;Norfolk North;76859;11530;9973;6495;17533;5123;0;645;692;0.24;0.081;0.011;0.662;0.005;0;0;0
Bromley and Biggin Hill;Unknown (Reform gain from CON);11;Bexley and Bromley;70713;12339;9351;6181;14338;5592;0;633;595;0.405;0.109;0.013;0.457;0.015;0;0;0
Bromsgrove;Unknown (Reform gain from CON);7;Worcestershire;76468;12661;9008;6795;18085;4476;0;572;1199;0.286;0.06;0.013;0.638;0.003;0;0;0
Broxbourne;Unknown (Reform gain from CON);9;Hertfordshire East;75187;14197;6116;3204;16164;3546;0;469;326;0.345;0.035;0.002;0.615;0.002;0;0;0
Broxtowe;Unknown (Reform gain from LAB);8;Nottinghamshire South;71923;9979;11777;4506;14979;6866;0;1062;726;0.146;0.292;0.006;0.538;0.018;0;0;0
Buckingham and Bletchley;Unknown (Reform gain from LAB);12;Buckinghamshire North;74832;9337;10170;5060;14225;6043;0;768;736;0.156;0.217;0.015;0.598;0.013;0;0;0
Buckinghamshire Mid;Greg Smith;12;Buckinghamshire South;75415;14644;7438;12211;12047;5089;0;477;487;0.482;0.03;0.282;0.2;0.006;0;0;0
Burnley;Unknown (Reform gain from LAB);4;Lancashire East;74951;6089;7655;6298;13778;4723;0;1184;709;0.042;0.155;0.027;0.755;0.019;0;0;0
Burton and Uttoxeter;Unknown (Reform gain from LAB);7;Staffordshire South;77994;8397;9245;3008;19028;4765;0;1446;628;0.055;0.07;0.001;0.871;0.002;0;0;0
Bury North;Unknown (Reform gain from LAB);4;Manchester North East;77703;9286;11110;3293;13022;5400;0;1007;1084;0.16;0.316;0.002;0.508;0.014;0;0;0
Bury South;Christian Wakeford;4;Manchester North East;75339;2499;17841;736;17688;1907;0;1344;876;0.026;0.391;0.001;0.561;0.021;0;0;0
Bury St Edmunds and Stowmarket;Unknown (CON gain from LAB);9;Suffolk West and Ipswich;77599;15508;8487;4729;15179;7863;0;630;1014;0.417;0.086;0.009;0.428;0.06;0;0;0
Calder Valley;Josh Fenton-Glynn;5;Huddersfield and Halifax;77364;3150;22015;1236;18765;2018;0;1609;603;0.06;0.554;0.003;0.363;0.019;0;0;0
Camborne and Redruth;Unknown (Reform gain from LAB);10;Cornwall;74402;9304;11663;3713;15527;8206;0;721;643;0.084;0.277;0.005;0.597;0.036;0;0;0
Cambridge;Unknown (Green gain from LAB);9;Cambridgeshire South;70315;4179;11721;6744;4427;16723;0;907;1493;0.004;0.203;0.02;0.004;0.767;0;0;0
Cambridgeshire North East;Unknown (Reform gain from CON);9;Cambridgeshire North;71511;16269;3105;1808;18701;1932;0;349;426;0.317;0.002;0.001;0.68;0;0;0;0
Cambridgeshire North West;Unknown (Reform gain from LAB);9;Cambridgeshire North;75915;13395;7279;3496;18268;5141;0;554;548;0.264;0.033;0.001;0.696;0.005;0;0;0
Cambridgeshire South;Pippa Heylings;9;Cambridgeshire South;77327;12779;5479;22771;7117;5239;0;426;1002;0.07;0.012;0.888;0.022;0.008;0;0;0
Cannock Chase;Unknown (Reform gain from LAB);7;Staffordshire South;76974;9169;8729;2749;19403;5200;0;468;433;0.077;0.04;0;0.879;0.004;0;0;0
Canterbury;Rosie Duffield;12;Kent East;71171;6472;14895;3526;12947;7763;0;987;656;0.053;0.518;0.004;0.326;0.098;0;0;0
Carlisle;Unknown (Reform gain from LAB);4;Cumbria;77863;9780;10741;3850;16283;4889;0;739;610;0.108;0.182;0.001;0.704;0.004;0;0;0
Carshalton and Wallington;Bobby Dean;11;Wimbledon and Sutton;74362;8926;5934;15582;10255;5346;0;750;951;0.063;0.014;0.782;0.123;0.017;0;0;0
Castle Point;Unknown (Reform gain from CON);9;Essex South East;70967;17420;3461;618;22251;2103;0;151;160;0.242;0;0;0.758;0;0;0;0
Chatham and Aylesford;Unknown (Reform gain from LAB);12;Medway and Maidstone;75109;9399;8290;4014;16849;5926;0;512;670;0.142;0.059;0.004;0.786;0.008;0;0;0
Cheadle;Tom Morrison;4;Manchester East;74383;8607;8206;17230;8694;4934;0;1225;925;0.043;0.047;0.847;0.058;0.005;0;0;0
Chelmsford;Marie Goldman;9;Essex South East;76972;11916;6580;15033;11136;4948;0;383;1063;0.196;0.019;0.617;0.162;0.005;0;0;0
Chelsea and Fulham;Unknown (CON gain from LAB);11;West London;78468;12491;11838;5502;7449;7594;0;658;466;0.452;0.394;0.009;0.064;0.081;0;0;0
Cheltenham;Max Wilkinson;10;Gloucestershire;76143;14685;1246;23890;3333;2040;0;401;842;0.157;0.01;0.802;0.012;0.017;0;0;0
Chesham and Amersham;Sarah Green;12;Buckinghamshire South;74889;15596;3893;19681;8117;3211;0;665;439;0.248;0.007;0.657;0.085;0.002;0;0;0
Cheshire Mid;Unknown (Reform gain from LAB);4;Cheshire;70384;3579;16212;1351;17757;2308;0;1165;636;0.035;0.36;0;0.597;0.007;0;0;0
Chester North and Neston;Samantha Dixon;4;Wirral and Chester North;70215;3100;20726;980;15535;2637;0;1357;371;0.033;0.688;0.001;0.243;0.034;0;0;0
Chester South and Eddisbury;Aphra Brandreth;4;Cheshire;74284;14344;11327;7000;11997;4351;0;810;573;0.558;0.196;0.011;0.231;0.004;0;0;0
Chesterfield;Toby Perkins;8;Derbyshire North;71654;1864;17602;686;16388;1499;0;1254;571;0.006;0.56;0;0.431;0.002;0;0;0
Chichester;Jessica Brown-Fuller;12;Sussex West;78374;8557;3926;21460;16587;3688;0;586;789;0.073;0.003;0.698;0.223;0.002;0;0;0
Chingford and Woodford Green;Iain Duncan Smith;11;Lea Valley;75178;11355;8024;3482;9829;4548;0;4757;0;0.546;0.15;0.006;0.268;0.027;0;0.002;0
Chippenham;Sarah Gibson;10;Swindon and Chippenham;73876;11469;5491;16328;10649;5453;0;357;898;0.146;0.01;0.718;0.119;0.006;0;0;0
Chipping Barnet;Dan Tomlinson;11;Brent Harrow Barnet;78038;11320;13784;3162;9333;7195;0;614;451;0.249;0.579;0.004;0.124;0.044;0;0;0
Chorley;Lindsay Hoyle;4;Lancashire South;74575;1537;16821;1173;11754;5827;0;1327;1586;0;0.753;0;0.186;0.06;0;0;0
Christchurch;Christopher Chope;10;Bournemouth;71064;20921;3846;3149;17596;2325;0;299;700;0.603;0.007;0.008;0.381;0.001;0;0;0
Cities of London and Westminster;Rachel Blake;11;Central London;73369;8748;8780;7643;7313;8146;0;952;1165;0.245;0.264;0.134;0.142;0.214;0;0;0
Clacton;Nigel Farage;9;Essex North;78703;16526;2911;1329;28381;2393;0;267;431;0.069;0;0;0.931;0;0;0;0
Clapham and Brixton Hill;Unknown (Green gain from LAB);11;Lambeth and Wandsworth;74435;3799;12599;4625;5159;16729;0;1033;722;0.001;0.253;0.002;0.005;0.738;0;0;0
Colchester;Pam Cox;9;Essex North;78662;3797;19722;2595;16464;3298;0;914;670;0.071;0.459;0.023;0.397;0.05;0;0;0
Colne Valley;Paul Davies;5;Huddersfield and Halifax;72638;9833;11804;3603;11708;6515;0;808;568;0.189;0.412;0.002;0.369;0.027;0;0;0
Congleton;Unknown (Reform gain from LAB);4;Cheshire;74243;10971;11396;5281;15295;4849;0;1164;1260;0.186;0.232;0.007;0.567;0.008;0;0;0
Corby and East Northamptonshire;Unknown (Reform gain from LAB);8;Northamptonshire;78787;11587;10972;3140;14158;7309;0;783;453;0.276;0.203;0;0.498;0.023;0;0;0
Cornwall North;Ben Maguire;10;Cornwall;76832;11524;5127;15968;14063;4821;0;315;779;0.132;0.003;0.579;0.284;0.002;0;0;0
Cornwall South East;Unknown (Reform gain from LAB);10;Cornwall;72728;11545;10329;6013;14615;6650;0;370;491;0.296;0.153;0.017;0.511;0.022;0;0;0
Cotswolds North;Unknown (Reform gain from CON);10;Gloucestershire;72513;12993;6813;12076;13438;5382;0;626;906;0.345;0.024;0.266;0.357;0.007;0;0;0
Cotswolds South;Roz Savage;10;Swindon and Chippenham;71971;12366;5502;17459;11718;3972;0;502;1071;0.158;0.004;0.721;0.115;0.001;0;0;0
Coventry East;Unknown (Reform gain from LAB);7;Coventry and Meriden;75801;4720;9078;1998;14980;7526;0;763;1006;0.004;0.179;0;0.771;0.045;0;0;0
Coventry North West;Unknown (Reform gain from LAB);7;Coventry and Meriden;75057;3921;15633;2244;15995;4280;0;1067;709;0.03;0.384;0.003;0.529;0.053;0;0;0
Coventry South;Zarah Sultana;7;Coventry and Meriden;76262;5320;14618;3035;12339;6051;0;1101;997;0.054;0.524;0.005;0.317;0.1;0;0;0
Cramlington and Killingworth;Unknown (Reform gain from LAB);3;Northumberland;76228;2776;18963;1015;21691;2480;0;1144;730;0.011;0.275;0;0.697;0.016;0;0;0
Crawley;Unknown (Reform gain from LAB);12;Sussex West;75569;8413;9586;3404;13704;6787;0;1374;643;0.12;0.234;0.004;0.604;0.038;0;0;0
Crewe and Nantwich;Unknown (Reform gain from LAB);4;Cheshire;78423;3584;18025;1310;20914;2107;0;1424;685;0.025;0.303;0;0.665;0.006;0;0;0
Croydon East;Unknown (Reform gain from LAB);11;Croydon;76660;9661;9333;6257;9842;8339;0;682;488;0.257;0.235;0.042;0.299;0.166;0;0;0
Croydon South;Chris Philp;11;Croydon;74968;14477;10309;7866;8701;5950;0;621;503;0.644;0.188;0.056;0.083;0.028;0;0;0
Croydon West;Unknown (Green gain from LAB);11;Croydon;77942;5447;9347;3285;8319;10887;0;1050;1074;0.027;0.299;0.004;0.183;0.486;0;0;0
Dagenham and Rainham;Unknown (Reform gain from LAB);11;Dagenham and Redbridge;76478;6261;7642;1929;18714;7745;0;650;744;0.01;0.032;0.001;0.931;0.025;0;0;0
Darlington;Unknown (Reform gain from LAB);3;Teesside;70763;8529;9094;2608;14465;4872;0;1078;466;0.101;0.156;0;0.736;0.007;0;0;0
Dartford;Unknown (Reform gain from LAB);12;Kent West;75426;9881;7977;4592;16643;5940;0;801;555;0.193;0.048;0.007;0.74;0.011;0;0;0
Daventry;Unknown (Reform gain from CON);8;Northamptonshire;80879;13739;8726;5758;18041;5024;0;1040;545;0.312;0.058;0.003;0.625;0.001;0;0;0
Derby North;Catherine Atkinson;8;Derbyshire South;71900;2433;18343;913;16642;1913;0;1509;464;0.039;0.47;0;0.47;0.02;0;0;0
Derby South;Unknown (Reform gain from LAB);8;Derbyshire South;72952;4976;6946;1989;15834;6000;0;2123;935;0.015;0.069;0;0.898;0.017;0;0;0
Derbyshire Dales;Unknown (Reform gain from LAB);8;Derbyshire North;73317;11829;11244;6115;15127;4480;0;1094;791;0.271;0.205;0.005;0.515;0.004;0;0;0
Derbyshire Mid;Unknown (Reform gain from LAB);8;Derbyshire South;69281;10934;9889;5109;14909;5392;0;1184;622;0.261;0.153;0.004;0.573;0.008;0;0;0
Derbyshire North East;Unknown (Reform gain from LAB);8;Derbyshire North;73139;9581;10307;3095;16737;4356;0;1006;473;0.124;0.138;0;0.736;0.001;0;0;0
Derbyshire South;Unknown (Reform gain from LAB);8;Derbyshire South;73714;9860;10477;3473;15064;5283;0;781;701;0.154;0.197;0;0.639;0.009;0;0;0
Devon Central;Unknown (Reform gain from CON);10;Devon Central and East;75385;11912;11244;8434;15372;5588;0;687;895;0.252;0.168;0.062;0.509;0.008;0;0;0
Devon North;Ian Roome;10;Somerset West and Barnstaple;79079;12333;4923;15681;13671;5543;0;359;942;0.181;0.003;0.539;0.271;0.006;0;0;0
Devon South;Caroline Voaden;10;Devon South;70755;10539;4396;17352;12860;4123;0;543;704;0.084;0.001;0.742;0.171;0.001;0;0;0
Devon South West;Unknown (Reform gain from CON);10;Devon South;77600;12841;10450;5729;18490;5389;0;602;838;0.282;0.073;0.01;0.626;0.007;0;0;0
Dewsbury and Batley;Unknown (Reform gain from MIN);5;Wakefield and Dewsbury;71685;5515;5424;2292;13400;5660;0;1449;5297;0.048;0.04;0.003;0.832;0.046;0;0;0.03
Didcot and Wantage;Olly Glover;12;Oxfordshire;80689;12801;7725;15913;11300;6820;0;438;894;0.206;0.026;0.599;0.152;0.016;0;0;0
Doncaster Central;Unknown (Reform gain from LAB);5;Doncaster and Rotherham;74678;2030;14773;498;17498;1572;0;1245;684;0.02;0.263;0;0.71;0.006;0;0;0
Doncaster East and the Isle of Axholme;Unknown (Reform gain from LAB);5;Doncaster and Rotherham;70154;8271;8085;2440;16575;3794;0;888;414;0.075;0.054;0;0.869;0.001;0;0;0
Doncaster North;Ed Miliband;5;Doncaster and Rotherham;69759;2468;13429;567;11868;2202;0;1185;1344;0.061;0.45;0.001;0.431;0.056;0;0;0
Dorking and Horley;Chris Coghlan;12;Surrey East;71850;11004;5242;15591;12859;4599;0;538;883;0.13;0.006;0.63;0.227;0.006;0;0;0
Dorset Mid and North Poole;Vikki Slade;10;Dorset;75294;15117;4288;16650;6954;2706;0;346;841;0.395;0.026;0.472;0.102;0.004;0;0;0
Dorset North;Unknown (Reform gain from CON);10;Dorset;72690;12744;5207;13156;13660;3772;0;405;433;0.28;0.005;0.349;0.362;0.003;0;0;0
Dorset South;Unknown (Reform gain from LAB);10;Dorset;75924;11966;10088;7888;15250;5134;0;431;731;0.315;0.113;0.04;0.522;0.009;0;0;0
Dorset West;Edward Morello;10;Dorset;75998;16872;1293;24443;4505;1512;0;394;802;0.203;0.005;0.753;0.035;0.002;0;0;0
Dover and Deal;Unknown (Reform gain from LAB);12;Kent East;76406;6218;13945;3242;20968;4589;0;890;817;0.025;0.19;0.004;0.779;0.002;0;0;0
Droitwich and Evesham;Nigel Huddleston;7;Worcestershire;76624;21569;4359;2996;17872;2964;0;491;379;0.596;0.011;0.003;0.387;0.003;0;0;0
Dudley;Unknown (Reform gain from LAB);7;Black Country;70151;7819;6799;2230;16311;4043;0;393;793;0.084;0.028;0;0.886;0.001;0;0;0
Dulwich and West Norwood;Unknown (Green gain from LAB);11;Lambeth and Wandsworth;74265;3716;13871;3658;5387;18405;0;1142;643;0;0.238;0.001;0.003;0.757;0;0;0
Dunstable and Leighton Buzzard;Unknown (Reform gain from LAB);9;Bedfordshire;76742;10682;9296;5645;17259;5136;0;539;636;0.204;0.075;0.006;0.712;0.002;0;0;0
Durham North;Unknown (Reform gain from LAB);3;County Durham;73235;6167;8805;2816;17824;7228;0;846;701;0.008;0.113;0;0.861;0.017;0;0;0
Durham, City of;Unknown (Reform gain from LAB);3;County Durham;70582;4324;13189;3877;14280;6601;0;994;754;0.013;0.401;0.005;0.511;0.069;0;0;0
Ealing Central and Acton;Unknown (Green gain from LAB);11;West London;78436;6471;12651;6508;8396;12847;0;1495;1378;0.034;0.41;0.033;0.093;0.428;0;0;0.001
Ealing North;Unknown (Reform gain from LAB);11;Southall;74820;5244;10460;2734;10789;9817;0;1874;1230;0.02;0.371;0.001;0.345;0.262;0;0;0
Ealing Southall;Unknown (Green gain from LAB);11;Southall;78669;4711;11074;2888;8489;11241;0;2301;2135;0.018;0.398;0.001;0.145;0.435;0;0;0.001
Earley and Woodley;Yuan Yang;12;Berkshire;73548;11608;12030;5684;6919;6606;0;524;555;0.421;0.456;0.028;0.054;0.04;0;0;0
Easington;Unknown (Reform gain from LAB);3;County Durham;69411;3963;7871;1273;16828;6181;0;813;695;0.002;0.079;0;0.908;0.011;0;0;0
