Name;MP;Area;County;Electorate;CON;LAB;LIB;UKIP;Green;NAT;MIN;OTH;CON chance;LAB chance;LIB chance;Reform chance;Green chance;NAT chance;MIN chance;OTH chance
Bexhill and Battle;Huw Merriman;12;East Sussex;81963;16926;12780;7532;10065;4224;0;0;782;0.640;0.231;0.029;0.097;0.002;0.000;0.000;0.000
Bexleyheath and Crayford;Unknown (LAB gain from CON);11;Bexley;65466;12041;13855;2441;6612;2131;0;0;0;0.333;0.648;0.000;0.019;0.000;0.000;0.000;0.000
Birkenhead;Mick Whitley;4;Merseyside;63762;1701;19147;1872;6542;4086;0;0;2013;0.000;0.989;0.000;0.010;0.000;0.000;0.000;0.000
Birmingham Edgbaston;Preet Gill;7;Birmingham;68828;5283;19293;1807;5190;1987;0;0;535;0.004;0.994;0.000;0.002;0.000;0.000;0.000;0.000
Birmingham Erdington;Jack Dromey;7;Birmingham;66148;6632;14234;620;3697;875;0;0;517;0.039;0.958;0.000;0.003;0.000;0.000;0.000;0.000
Birmingham Hall Green;Tahir Ali;7;Birmingham;80283;2341;24441;1408;4876;1690;0;0;568;0.000;0.998;0.000;0.002;0.000;0.000;0.000;0.000
Birmingham Hodge Hill;Liam Byrne;7;Birmingham;78295;1180;18984;645;3479;1254;0;0;427;0.000;0.999;0.000;0.001;0.000;0.000;0.000;0.000
Birmingham Ladywood;Shabana Mahmood;7;Birmingham;74912;808;22162;736;3161;1505;0;0;0;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Birmingham Northfield;Unknown (LAB gain from CON);7;Birmingham;73694;6713;17431;1898;6088;2316;0;0;730;0.023;0.961;0.000;0.015;0.000;0.000;0.000;0.000
Birmingham Perry Barr;Khalid Mahmood;7;Birmingham;72006;2759;19538;1229;4438;1326;0;0;472;0.000;0.999;0.000;0.000;0.000;0.000;0.000;0.000
Birmingham Selly Oak;Steve McCabe;7;Birmingham;82665;4867;24713;1984;6323;3353;0;0;678;0.001;0.995;0.000;0.003;0.000;0.000;0.000;0.000
Birmingham Yardley;Jess Phillips;7;Birmingham;74704;3441;17109;2944;5725;1653;0;0;0;0.002;0.988;0.000;0.009;0.000;0.000;0.000;0.000
Bishop Auckland;Unknown (LAB gain from CON);3;Durham;68170;8171;16143;2226;7481;1564;0;0;759;0.058;0.910;0.000;0.031;0.000;0.000;0.000;0.000
Blackburn;Kate Hollern;4;Lancashire;71234;3096;20199;642;4917;1272;0;0;563;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Blackley and Broughton;Graham Stringer;4;Central Manchester;73372;1911;19835;777;4802;1764;0;0;724;0.000;0.999;0.000;0.000;0.000;0.000;0.000;0.000
Blackpool North and Cleveleys;Unknown (LAB gain from CON);4;Lancashire;63692;8968;14782;1403;6025;1770;0;0;720;0.112;0.873;0.000;0.015;0.000;0.000;0.000;0.000
Blackpool South;Unknown (LAB gain from CON);4;Lancashire;57690;5845;13353;968;5168;1485;0;0;688;0.032;0.953;0.000;0.015;0.000;0.000;0.000;0.000
Blaydon;Liz Twist;3;Newcastle area;67853;5369;19976;2921;8558;2653;0;0;922;0.004;0.970;0.000;0.025;0.000;0.000;0.000;0.000
Blyth Valley;Unknown (LAB gain from CON);3;Northumberland;64429;6307;17198;2010;6942;2150;0;0;728;0.011;0.970;0.000;0.018;0.000;0.000;0.000;0.000
Bognor Regis and Littlehampton;Nick Gibb;12;West Sussex;77446;15588;12630;5523;8581;3018;0;0;911;0.620;0.315;0.011;0.053;0.000;0.000;0.000;0.000
Bolsover;Unknown (LAB gain from CON);8;Derbyshire;74292;7529;18708;1774;8489;2271;0;0;0;0.017;0.942;0.000;0.041;0.000;0.000;0.000;0.000
Bolton North East;Unknown (LAB gain from CON);4;Western Manchester;67564;7214;16956;1309;5956;1655;0;0;693;0.026;0.961;0.000;0.012;0.000;0.000;0.000;0.000
Bolton South East;Yasmin Qureshi;4;Western Manchester;69163;3604;17146;918;5537;1471;0;0;803;0.001;0.996;0.000;0.003;0.000;0.000;0.000;0.000
Bolton West;Unknown (LAB gain from CON);4;Western Manchester;73191;9582;18760;2502;8163;2451;0;0;1128;0.058;0.912;0.000;0.029;0.000;0.000;0.000;0.000
Bootle;Peter Dowd;4;Merseyside;74832;1684;33967;1377;6207;2561;0;0;0;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Boston and Skegness;Matt Warman;8;Lincolnshire;69381;10948;9219;1987;8588;1592;0;0;1496;0.526;0.298;0.000;0.175;0.000;0.000;0.000;0.000
Bosworth;Luke Evans;8;Leicestershire;81542;15122;12762;8364;9931;3032;0;0;776;0.545;0.327;0.040;0.086;0.000;0.000;0.000;0.000
Bournemouth East;Unknown (LAB gain from CON);10;Dorset;74125;10455;15407;4384;7467;3996;0;0;986;0.190;0.744;0.007;0.055;0.004;0.000;0.000;0.000
Bournemouth West;Unknown (LAB gain from CON);10;Dorset;74205;9950;14502;5237;7068;3522;0;0;877;0.189;0.745;0.013;0.050;0.001;0.000;0.000;0.000
Bracknell;Unknown (LAB gain from CON);12;Berkshire;78978;15397;15419;5435;8124;3543;0;0;716;0.481;0.480;0.006;0.032;0.001;0.000;0.000;0.000
Bradford East;Imran Hussain;5;West Yorkshire;73206;2316;18408;1493;5190;1471;0;0;664;0.000;0.994;0.000;0.006;0.000;0.000;0.000;0.000
Bradford South;Judith Cummins;5;West Yorkshire;69046;4232;15043;917;5770;2062;0;0;892;0.004;0.978;0.000;0.018;0.000;0.000;0.000;0.000
Bradford West;Naz Shah;5;West Yorkshire;70694;1538;21285;409;3795;1080;0;0;413;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Braintree;James Cleverly;9;Essex;75208;15344;12670;4234;8156;2239;0;0;874;0.640;0.317;0.003;0.040;0.000;0.000;0.000;0.000
Brent Central;Dawn Butler;11;Brent;84032;2747;25754;1798;5604;2912;0;0;531;0.000;0.999;0.000;0.001;0.000;0.000;0.000;0.000
Brent North;Barry Gardiner;11;Brent;83788;6750;23945;1801;6269;1808;0;0;670;0.001;0.995;0.000;0.003;0.000;0.000;0.000;0.000
Brentford and Isleworth;Ruth Cadbury;11;Hounslow;85775;7771;27541;2986;7893;3595;0;0;734;0.006;0.990;0.000;0.003;0.000;0.000;0.000;0.000
Brentwood and Ongar;Alex Burghart;9;Essex;75255;19087;10565;7364;8668;2908;0;0;574;0.857;0.097;0.018;0.027;0.000;0.000;0.000;0.000
Bridgwater and West Somerset;Ian Liddell-Grainger;10;Somerset;85327;15729;13191;8680;9234;2833;0;0;517;0.582;0.304;0.051;0.062;0.000;0.000;0.000;0.000
Brigg and Goole;Andrew Percy;5;Humber area;65939;12489;11670;2320;7395;1928;0;0;511;0.547;0.413;0.000;0.040;0.000;0.000;0.000;0.000
Brighton Kemptown;Lloyd Russell-Moyle;12;East Sussex;69833;6715;23873;2120;6706;4103;0;0;659;0.006;0.987;0.000;0.006;0.000;0.000;0.000;0.000
Brighton Pavilion;Caroline Lucas;12;East Sussex;79057;3714;17936;3604;7556;23522;0;0;942;0.002;0.246;0.000;0.004;0.747;0.000;0.000;0.000
Bristol East;Kerry McCarthy;10;Bristol area;73867;9754;24150;3237;0;5051;0;0;894;0.032;0.968;0.000;0.000;0.000;0.000;0.000;0.000
Bristol North West;Darren Jones;10;Bristol area;76273;8913;23223;3995;7435;4100;0;0;704;0.025;0.952;0.002;0.019;0.002;0.000;0.000;0.000
Bristol South;Karin Smyth;10;Bristol area;84079;5534;23326;4190;8448;5882;0;0;1066;0.005;0.963;0.002;0.028;0.002;0.000;0.000;0.000
Bristol West;Thangam Debbonaire;10;Bristol area;99253;2261;28173;4175;7988;23090;0;0;1454;0.000;0.690;0.000;0.005;0.305;0.000;0.000;0.000
Broadland;Jerome Mayhew;9;Norfolk;78151;14417;12482;10091;9123;3196;0;0;444;0.506;0.297;0.116;0.080;0.000;0.000;0.000;0.000
Bromley and Chislehurst;Unknown (LAB gain from CON);11;Bromley;66697;11602;14532;4438;7016;2872;0;0;703;0.287;0.682;0.004;0.025;0.001;0.000;0.000;0.000
Bromsgrove;Sajid Javid;7;Hereford and Worcestershire;75078;16851;14377;5494;8791;3114;0;0;0;0.600;0.352;0.002;0.045;0.000;0.000;0.000;0.000
Broxbourne;Charles Walker;9;Hertfordshire;73182;15109;12526;3411;7079;2482;0;0;704;0.646;0.326;0.004;0.024;0.000;0.000;0.000;0.000
Broxtowe;Unknown (LAB gain from CON);8;Nottinghamshire;73052;10672;21970;1760;8345;3245;0;0;1397;0.055;0.928;0.000;0.017;0.000;0.000;0.000;0.000
Buckingham;Greg Smith;12;Buckinghamshire;83146;20308;13109;11349;9840;2883;0;0;432;0.743;0.152;0.073;0.031;0.000;0.000;0.000;0.000
Burnley;Unknown (LAB gain from CON);4;Lancashire;64345;5294;12139;2293;6695;1922;0;0;898;0.032;0.882;0.000;0.085;0.001;0.000;0.000;0.000
Burton;Unknown (LAB gain from CON);7;Staffordshire;75036;12832;15681;2103;6707;2288;0;0;539;0.302;0.681;0.000;0.017;0.000;0.000;0.000;0.000
Bury North;Unknown (LAB gain from CON);4;Western Manchester;68802;8239;19523;1463;6688;2067;0;0;793;0.030;0.960;0.000;0.009;0.000;0.000;0.000;0.000
Bury South;Unknown (LAB gain from CON);4;Western Manchester;75152;7418;21391;1759;7842;2640;0;0;1308;0.009;0.974;0.000;0.016;0.000;0.000;0.000;0.000
Bury St Edmunds;Jo Churchill;9;Suffolk;89644;15932;13233;4172;9825;8362;0;0;993;0.585;0.291;0.002;0.083;0.038;0.000;0.000;0.000
Calder Valley;Unknown (LAB gain from CON);5;West Yorkshire;79287;11586;23192;2888;8776;2480;0;0;724;0.046;0.943;0.000;0.011;0.000;0.000;0.000;0.000
Camberwell and Peckham;Harriet Harman;11;Southwark;88971;1669;34986;2215;6227;4839;0;0;592;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Camborne and Redruth;Unknown (LAB gain from CON);10;Cornwall;70250;10675;16267;5382;7485;2402;0;0;566;0.166;0.783;0.014;0.036;0.000;0.000;0.000;0.000
Cambridge;Daniel Zeichner;9;Cambridgeshire;79951;8199;25148;10834;0;5979;0;0;642;0.015;0.956;0.027;0.000;0.001;0.000;0.000;0.000
Cambridgeshire North East;Steve Barclay;9;Cambridgeshire;83699;17053;11511;4978;8267;2382;0;0;703;0.768;0.187;0.005;0.040;0.000;0.000;0.000;0.000
Cambridgeshire North West;Shailesh Vara;9;Cambridgeshire;94909;17050;16396;6919;9754;3844;0;0;0;0.523;0.425;0.010;0.042;0.000;0.000;0.000;0.000
Cambridgeshire South;Unknown (LIB gain from CON);9;Cambridgeshire;87288;13333;11659;23014;9940;3050;0;0;407;0.096;0.054;0.828;0.021;0.000;0.000;0.000;0.000
Cambridgeshire South East;Unknown (LIB gain from CON);9;Cambridgeshire;86769;14323;12593;18333;9627;2754;0;0;524;0.223;0.147;0.592;0.037;0.000;0.000;0.000;0.000
Cannock Chase;Unknown (LAB gain from CON);7;Staffordshire;74813;13248;13395;2025;7103;3111;0;0;0;0.461;0.506;0.000;0.032;0.000;0.000;0.000;0.000
Canterbury;Rosie Duffield;12;Kent;80203;11196;24413;4116;8598;3955;0;0;701;0.047;0.927;0.001;0.023;0.001;0.000;0.000;0.000
Carlisle;Unknown (LAB gain from CON);4;Cumbria;65105;8347;16190;2101;6984;2042;0;0;844;0.058;0.918;0.000;0.023;0.000;0.000;0.000;0.000
Carshalton and Wallington;Unknown (LIB gain from CON);11;Sutton;72941;9289;8063;14487;7589;2249;0;0;646;0.128;0.091;0.728;0.052;0.000;0.000;0.000;0.000
Castle Point;Rebecca Harris;9;Essex;69608;14481;10954;3094;8841;2219;0;0;0;0.664;0.233;0.001;0.102;0.000;0.000;0.000;0.000
Charnwood;Edward Argar;8;Leicestershire;79534;15512;14321;3326;8762;3369;0;0;973;0.537;0.415;0.000;0.048;0.000;0.000;0.000;0.000
Chatham and Aylesford;Unknown (LAB gain from CON);12;Kent;71642;12434;13340;2728;6589;2308;0;0;634;0.420;0.545;0.001;0.033;0.000;0.000;0.000;0.000
Cheadle;Unknown (LIB gain from CON);4;Eastern Manchester;74577;11574;10238;15263;9101;2807;0;0;810;0.201;0.143;0.588;0.068;0.000;0.000;0.000;0.000
Chelmsford;Vicky Ford;9;Essex;80394;13538;13183;13033;9053;2885;0;0;835;0.350;0.303;0.287;0.060;0.000;0.000;0.000;0.000
Chelsea and Fulham;Unknown (LAB gain from CON);11;Hammersmith and Fulham;67110;12376;14959;5662;6879;3091;0;0;634;0.299;0.676;0.004;0.021;0.000;0.000;0.000;0.000
Cheltenham;Unknown (LIB gain from CON);10;Gloucestershire;81044;18534;7578;23583;0;3719;0;0;637;0.276;0.005;0.719;0.000;0.000;0.000;0.000;0.000
Chesham and Amersham;Unknown (LIB gain from CON);12;Buckinghamshire;72542;17992;3617;19352;7274;2623;0;0;570;0.425;0.001;0.568;0.006;0.000;0.000;0.000;0.000
Chester, City of;Chris Matheson;4;Cheshire;76057;9153;26038;2786;7603;2502;0;0;1053;0.013;0.984;0.000;0.003;0.000;0.000;0.000;0.000
Chesterfield;Toby Perkins;8;Derbyshire;71034;6542;19093;2746;8326;2715;0;0;900;0.019;0.953;0.000;0.028;0.000;0.000;0.000;0.000
Chichester;Gillian Keegan;12;West Sussex;85499;16104;11671;12898;10456;4829;0;0;753;0.513;0.153;0.223;0.108;0.002;0.000;0.000;0.000
Chingford and Woodford Green;Unknown (LAB gain from CON);11;Waltham Forest;65393;9717;19136;2132;6418;2089;0;0;0;0.054;0.942;0.000;0.004;0.000;0.000;0.000;0.000
Chippenham;Unknown (LIB gain from CON);10;Wiltshire;77221;14707;8772;16191;8354;2255;0;0;538;0.379;0.050;0.544;0.027;0.000;0.000;0.000;0.000
Chipping Barnet;Unknown (LAB gain from CON);11;Barnet;79960;12001;23616;3144;8009;3506;0;0;701;0.057;0.935;0.000;0.007;0.000;0.000;0.000;0.000
Chorley;Lindsay Hoyle;4;Lancashire;78177;0;33024;0;0;8680;0;0;1234;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Christchurch;Christopher Chope;10;Dorset;71520;17872;9579;7297;8737;3120;0;0;916;0.846;0.077;0.024;0.052;0.000;0.000;0.000;0.000
Cities of London and Westminster;Unknown (LAB gain from CON);11;City of Westminster;63700;8640;14928;5799;6098;3088;0;0;592;0.101;0.857;0.014;0.026;0.000;0.000;0.000;0.000
Clacton;Giles Watling;9;Essex;70930;14050;9560;3104;7909;2069;0;0;1084;0.749;0.172;0.002;0.076;0.000;0.000;0.000;0.000
Cleethorpes;Martin Vickers;5;Humber area;73689;13694;13033;2596;7721;2019;0;0;717;0.515;0.442;0.000;0.042;0.000;0.000;0.000;0.000
Colchester;Unknown (LAB gain from CON);9;Essex;82625;10721;16840;6464;7593;3490;0;0;680;0.165;0.781;0.018;0.035;0.000;0.000;0.000;0.000
Colne Valley;Unknown (LAB gain from CON);5;West Yorkshire;84174;10816;23159;2962;9259;3119;0;0;953;0.038;0.941;0.000;0.021;0.000;0.000;0.000;0.000
Congleton;Unknown (LAB gain from CON);4;Cheshire;80930;15483;17334;4498;9583;3211;0;0;954;0.374;0.578;0.001;0.047;0.000;0.000;0.000;0.000
Copeland;Unknown (LAB gain from CON);4;Cumbria;61693;8205;16961;1664;6710;1961;0;0;388;0.038;0.946;0.000;0.016;0.000;0.000;0.000;0.000
Corby;Unknown (LAB gain from CON);8;Northamptonshire;86153;12842;23659;2946;9245;2562;0;0;665;0.089;0.894;0.000;0.016;0.000;0.000;0.000;0.000
Cornwall North;Unknown (LIB gain from CON);10;Cornwall;69935;12962;6144;14039;8201;1745;0;0;375;0.379;0.020;0.549;0.052;0.000;0.000;0.000;0.000
Cornwall South East;Sheryll Murray;10;Cornwall;71825;14081;11234;8740;8192;2424;0;0;390;0.579;0.265;0.098;0.057;0.000;0.000;0.000;0.000
Cotswolds, The;Geoffrey Clifton-Brown;10;Gloucestershire;81939;16783;9994;15052;9951;4179;0;0;450;0.524;0.069;0.341;0.064;0.002;0.000;0.000;0.000
Coventry North East;Colleen Fletcher;7;Coventry and Solihull;76006;4555;20559;1370;5559;1911;0;0;643;0.000;0.995;0.000;0.004;0.000;0.000;0.000;0.000
Coventry North West;Taiwo Owatemi;7;Coventry and Solihull;75247;7798;19165;2400;6688;2596;0;0;766;0.030;0.957;0.000;0.012;0.001;0.000;0.000;0.000
Coventry South;Zarah Sultana;7;Coventry and Solihull;70979;7808;19327;2137;5935;2157;0;0;620;0.032;0.961;0.000;0.007;0.000;0.000;0.000;0.000
Crawley;Unknown (LAB gain from CON);12;West Sussex;74207;10742;18295;2017;6377;2344;0;0;615;0.109;0.867;0.000;0.022;0.000;0.000;0.000;0.000
Crewe and Nantwich;Unknown (LAB gain from CON);4;Cheshire;80321;11773;21055;1998;8330;2739;0;0;877;0.079;0.905;0.000;0.016;0.000;0.000;0.000;0.000
Croydon Central;Sarah Jones;11;Croydon;81407;7542;24014;2439;7004;2635;0;0;735;0.006;0.988;0.000;0.006;0.000;0.000;0.000;0.000
Croydon North;Steve Reed;11;Croydon;88468;2650;29314;1852;6162;3255;0;0;702;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Croydon South;Unknown (LAB gain from CON);11;Croydon;83982;14939;18661;4970;8272;2899;0;0;784;0.268;0.711;0.002;0.018;0.000;0.000;0.000;0.000
Dagenham and Rainham;Jon Cruddas;11;Barking and Dagenham;71045;6034;17487;1163;6307;1993;0;0;811;0.004;0.981;0.000;0.014;0.000;0.000;0.000;0.000
Darlington;Unknown (LAB gain from CON);3;Durham;66397;7725;16934;1863;6810;2686;0;0;0;0.030;0.948;0.000;0.022;0.000;0.000;0.000;0.000
Dartford;Unknown (LAB gain from CON);12;Kent;82209;15240;16362;3369;7891;2764;0;0;0;0.414;0.561;0.001;0.022;0.001;0.000;0.000;0.000
Daventry;Chris Heaton-Harris;8;Northamptonshire;77423;17264;14244;5507;9372;3104;0;0;0;0.634;0.325;0.001;0.038;0.000;0.000;0.000;0.000
Denton and Reddish;Andrew Gwynne;4;Eastern Manchester;66234;4290;19103;1240;6407;2399;0;0;848;0.000;0.992;0.000;0.007;0.000;0.000;0.000;0.000
Derby North;Unknown (LAB gain from CON);8;Derbyshire;73199;8082;19706;2422;7294;2533;0;0;0;0.031;0.949;0.001;0.019;0.000;0.000;0.000;0.000
Derby South;Margaret Beckett;8;Derbyshire;73062;3924;18259;1181;6063;1640;0;0;1214;0.002;0.991;0.000;0.007;0.000;0.000;0.000;0.000
Derbyshire Dales;Unknown (LAB gain from CON);8;Derbyshire;65080;12473;13249;5521;8786;3454;0;0;494;0.389;0.511;0.009;0.090;0.000;0.000;0.000;0.000
Derbyshire Mid;Unknown (LAB gain from CON);8;Derbyshire;67442;12597;14380;3393;8059;3438;0;0;1004;0.374;0.574;0.000;0.051;0.000;0.000;0.000;0.000
Derbyshire North East;Unknown (LAB gain from CON);8;Derbyshire;72345;12034;17355;2594;8225;2715;0;0;754;0.187;0.776;0.000;0.036;0.000;0.000;0.000;0.000
Derbyshire South;Unknown (LAB gain from CON);8;Derbyshire;79331;13673;17474;2646;8451;3128;0;0;639;0.269;0.700;0.000;0.030;0.000;0.000;0.000;0.000
Devizes;Danny Kruger;10;Wiltshire;73372;14879;10736;7948;7701;2870;0;0;396;0.688;0.210;0.053;0.049;0.000;0.000;0.000;0.000
Devon Central;Mel Stride;10;Devon;74926;13142;13036;10798;9134;3964;0;0;369;0.378;0.372;0.163;0.085;0.002;0.000;0.000;0.000
Devon East;Simon Jupp;10;Devon;87168;21413;10500;10934;10299;2608;0;0;524;0.846;0.060;0.057;0.037;0.000;0.000;0.000;0.000
Devon North;Unknown (LIB gain from CON);10;Devon;75859;12525;6635;15969;9054;2837;0;0;499;0.269;0.028;0.647;0.055;0.001;0.000;0.000;0.000
Devon South West;Gary Streeter;10;Devon;72535;14746;12996;6595;8353;3345;0;0;822;0.547;0.363;0.023;0.066;0.000;0.000;0.000;0.000
Devon West and Torridge;Geoffrey Cox;10;Devon;80403;14990;11091;9864;9888;3527;0;0;825;0.568;0.196;0.116;0.119;0.001;0.000;0.000;0.000
Dewsbury;Unknown (LAB gain from CON);5;West Yorkshire;81253;9570;21556;1893;7824;2254;0;0;670;0.031;0.956;0.000;0.013;0.000;0.000;0.000;0.000
Don Valley;Unknown (LAB gain from CON);5;South Yorkshire;75356;7897;17891;1913;8498;2136;0;0;998;0.035;0.932;0.000;0.032;0.000;0.000;0.000;0.000
Doncaster Central;Rosie Winterton;5;South Yorkshire;71389;5571;17513;1415;7581;2060;0;0;1083;0.010;0.962;0.000;0.028;0.000;0.000;0.000;0.000
Doncaster North;Ed Miliband;5;South Yorkshire;72362;10496;19138;2188;0;2798;0;0;1304;0.062;0.938;0.000;0.000;0.000;0.000;0.000;0.000
Dorset Mid and Poole North;Michael Tomlinson;10;Dorset;65427;19231;7402;14417;0;3394;0;0;462;0.750;0.009;0.241;0.000;0.000;0.000;0.000;0.000
Dorset North;Simon Hoare;10;Dorset;76765;18625;9278;10550;8499;2675;0;0;411;0.833;0.055;0.079;0.033;0.000;0.000;0.000;0.000
Dorset South;Unknown (LAB gain from CON);10;Dorset;73809;12417;13495;5973;8557;3520;0;0;883;0.376;0.509;0.022;0.091;0.002;0.000;0.000;0.000
Dorset West;Chris Loder;10;Dorset;81897;22114;9627;18230;0;4555;0;0;485;0.678;0.015;0.307;0.000;0.000;0.000;0.000;0.000
Dover;Unknown (LAB gain from CON);12;Kent;76355;13485;17810;2927;7610;2682;0;0;590;0.247;0.726;0.000;0.025;0.001;0.000;0.000;0.000
Dudley North;Unknown (LAB gain from CON);7;Black Country;61936;8845;12090;1391;5128;1415;0;0;500;0.222;0.756;0.000;0.021;0.000;0.000;0.000;0.000
Dudley South;Mike Wood;7;Black Country;60731;10910;10384;2101;5503;1564;0;0;550;0.524;0.452;0.000;0.023;0.000;0.000;0.000;0.000
Dulwich and West Norwood;Helen Hayes;11;Lambeth;80331;2919;32205;2027;6593;7379;0;0;586;0.000;0.999;0.000;0.001;0.000;0.000;0.000;0.000
Durham North;Kevan Jones;3;Durham;66796;4271;18680;2187;7549;2243;0;0;1212;0.002;0.980;0.000;0.018;0.000;0.000;0.000;0.000
