Name;MP;Area;County;Electorate;CON;LAB;LIB;UKIP;Green;NAT;MIN;OTH;CON chance;LAB chance;LIB chance;UKIP chance;Green chance;NAT chance;MIN chance;OTH chance
Norfolk South West;Liz Truss;9;Norfolk;78455;15551;14237;3479;6443;2370;0;0;526;0.565;0.426;0.000;0.009;0.000;0.000;0.000;0.000
Normanton, Pontefract and Castleford;Yvette Cooper;5;West Yorkshire;84527;6653;23828;1472;7634;2153;0;0;1232;0.003;0.992;0.000;0.004;0.000;0.000;0.000;0.000
Northampton North;Unknown (LAB gain from CON);8;Northamptonshire;58768;7901;17022;1071;4053;1932;0;0;562;0.036;0.963;0.000;0.000;0.000;0.000;0.000;0.000
Northampton South;Unknown (LAB gain from CON);8;Northamptonshire;62163;7913;17571;1359;4183;1885;0;0;668;0.023;0.975;0.000;0.001;0.000;0.000;0.000;0.000
Northamptonshire South;Unknown (LAB gain from CON);8;Northamptonshire;90842;19372;20592;4903;8278;3458;0;0;742;0.439;0.550;0.001;0.009;0.000;0.000;0.000;0.000
Norwich North;Unknown (LAB gain from CON);9;Norfolk;67172;9980;19770;1929;4633;2544;0;0;571;0.057;0.942;0.000;0.001;0.000;0.000;0.000;0.000
Norwich South;Clive Lewis;9;Norfolk;77845;5080;25204;3068;5449;5577;0;0;815;0.001;0.997;0.000;0.000;0.001;0.000;0.000;0.000
Nottingham East;Nadia Whittome;8;Nottinghamshire;66262;2150;24046;682;2835;2041;0;0;596;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Nottingham North;Alex Norris;8;Nottinghamshire;66495;3506;18406;703;3734;1691;0;0;657;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Nottingham South;Lilian Greenwood;8;Nottinghamshire;79485;4285;27737;1140;4127;2998;0;0;888;0.000;0.999;0.000;0.000;0.000;0.000;0.000;0.000
Nuneaton;Unknown (LAB gain from CON);7;Warwickshire;70226;12071;16697;1613;4725;2176;0;0;551;0.220;0.778;0.000;0.002;0.000;0.000;0.000;0.000
Old Bexley and Sidcup;James Brokenshire;11;Bexley;66104;18269;13167;1502;5196;1743;0;0;1136;0.788;0.210;0.000;0.001;0.000;0.000;0.000;0.000
Oldham East and Saddleworth;Debbie Abrahams;4;Eastern Manchester;72120;7035;19291;1772;5933;1901;0;0;909;0.017;0.979;0.000;0.004;0.000;0.000;0.000;0.000
Oldham West and Royton;Jim McMahon;4;Eastern Manchester;72999;4314;21053;706;4174;1436;0;0;698;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Orpington;Gareth Bacon;11;Bromley;68877;17650;13619;4161;5817;2468;0;0;550;0.703;0.292;0.001;0.004;0.000;0.000;0.000;0.000
Oxford East;Anneliese Dodds;12;Oxfordshire;78303;3978;28250;3568;4954;4392;0;0;660;0.001;0.998;0.000;0.000;0.000;0.000;0.000;0.000
Oxford West and Abingdon;Layla Moran;12;Oxfordshire;76951;11446;10794;22559;6224;2947;0;0;466;0.059;0.051;0.885;0.004;0.000;0.000;0.000;0.000
Pendle;Unknown (LAB gain from CON);4;Lancashire;65289;7766;16203;1225;4685;1549;0;0;649;0.042;0.953;0.000;0.005;0.000;0.000;0.000;0.000
Penistone and Stocksbridge;Unknown (LAB gain from CON);5;South Yorkshire;70925;9561;20130;3792;8202;2219;0;0;887;0.042;0.938;0.000;0.020;0.000;0.000;0.000;0.000
Penrith and The Border;Unknown (LAB gain from CON);4;Cumbria;67555;12074;14667;4511;7028;2796;0;0;353;0.315;0.654;0.004;0.026;0.000;0.000;0.000;0.000
Peterborough;Unknown (LAB gain from CON);9;Cambridgeshire;72560;8096;18986;1719;4631;1670;0;0;657;0.023;0.974;0.000;0.003;0.000;0.000;0.000;0.000
Plymouth Moor View;Unknown (LAB gain from CON);10;Devon;69430;10844;17166;1749;4719;2028;0;0;558;0.121;0.877;0.000;0.002;0.000;0.000;0.000;0.000
Plymouth Sutton and Devonport;Luke Pollard;10;Devon;77852;7414;26388;1710;4819;2940;0;0;728;0.001;0.999;0.000;0.000;0.000;0.000;0.000;0.000
Poole;Unknown (LAB gain from CON);10;Dorset;73989;13365;15383;6155;6617;3078;0;0;1046;0.359;0.602;0.015;0.023;0.001;0.000;0.000;0.000
Poplar and Limehouse;Apsana Begum;11;Tower Hamlets;91836;2682;33693;1711;4675;2967;0;0;1095;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Portsmouth North;Unknown (LAB gain from CON);12;Hampshire;71299;11075;16371;3084;5689;2395;0;0;952;0.178;0.810;0.000;0.011;0.000;0.000;0.000;0.000
Portsmouth South;Stephen Morgan;12;Hampshire;74186;5976;21868;4713;4960;2497;0;0;751;0.006;0.991;0.001;0.002;0.000;0.000;0.000;0.000
Preston;Mark Hendrick;4;Lancashire;59672;2891;19239;746;3086;1442;0;0;493;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Pudsey;Unknown (LAB gain from CON);5;West Yorkshire;73212;11130;25476;1843;5907;2736;0;0;773;0.026;0.972;0.000;0.002;0.000;0.000;0.000;0.000
Putney;Fleur Anderson;11;Wandsworth;65556;8158;23971;3147;5021;3248;0;0;523;0.010;0.989;0.001;0.000;0.000;0.000;0.000;0.000
Rayleigh and Wickford;Mark Francois;9;Essex;78930;18610;14991;3838;7502;3269;0;0;1189;0.680;0.302;0.001;0.016;0.000;0.000;0.000;0.000
Reading East;Matt Rodda;12;Berkshire;77152;9045;25575;2628;5227;3621;0;0;702;0.013;0.985;0.000;0.001;0.000;0.000;0.000;0.000
Reading West;Unknown (LAB gain from CON);12;Berkshire;74137;10035;21397;2930;5324;2795;0;0;634;0.047;0.951;0.000;0.002;0.000;0.000;0.000;0.000
Redcar;Unknown (LAB gain from CON);3;Teesside;65864;6916;16807;1973;6034;1723;0;0;845;0.021;0.968;0.000;0.011;0.000;0.000;0.000;0.000
Redditch;Unknown (LAB gain from CON);7;Hereford and Worcestershire;65391;13055;15385;1802;4793;1961;0;0;455;0.324;0.673;0.000;0.003;0.000;0.000;0.000;0.000
Reigate;Crispin Blunt;12;Surrey;74242;14430;14137;6908;6359;4505;0;0;946;0.511;0.445;0.021;0.020;0.003;0.000;0.000;0.000
Ribble South;Unknown (LAB gain from CON);4;Lancashire;75351;13269;22420;2078;6502;2598;0;0;611;0.113;0.883;0.000;0.004;0.000;0.000;0.000;0.000
Ribble Valley;Unknown (LAB gain from CON);4;Lancashire;79247;15930;19533;2823;7364;2759;0;0;664;0.302;0.692;0.000;0.006;0.000;0.000;0.000;0.000
Richmond;Rishi Sunak;5;North Yorkshire;82569;17193;15915;4914;8073;3028;0;0;667;0.560;0.422;0.001;0.017;0.000;0.000;0.000;0.000
Richmond Park;Sarah Olney;11;Richmond Upon Thames;82699;14483;10272;25832;7489;3499;0;0;588;0.089;0.032;0.869;0.009;0.000;0.000;0.000;0.000
Rochdale;Tony Lloyd;4;Eastern Manchester;78909;5140;21246;1179;4832;1764;0;0;643;0.000;0.999;0.000;0.001;0.000;0.000;0.000;0.000
Rochester and Strood;Unknown (LAB gain from CON);12;Kent;82056;13116;19008;2303;5932;2666;0;0;709;0.188;0.808;0.000;0.003;0.000;0.000;0.000;0.000
Rochford and Southend East;Unknown (LAB gain from CON);9;Essex;75624;11759;18108;2214;5393;2015;0;0;884;0.157;0.841;0.000;0.002;0.000;0.000;0.000;0.000
Romford;Unknown (LAB gain from CON);11;Havering;72350;14502;15534;1827;5414;2036;0;0;699;0.430;0.568;0.000;0.002;0.000;0.000;0.000;0.000
Romsey and Southampton North;Caroline Nokes;12;Hampshire;68228;14520;11084;12861;5494;1984;0;0;382;0.484;0.189;0.317;0.009;0.000;0.000;0.000;0.000
Rossendale and Darwen;Unknown (LAB gain from CON);4;Lancashire;72770;10671;20641;1279;5296;2335;0;0;718;0.059;0.938;0.000;0.003;0.000;0.000;0.000;0.000
Rother Valley;Unknown (LAB gain from CON);5;South Yorkshire;74804;9325;19593;1909;7609;2168;0;0;1003;0.054;0.932;0.000;0.014;0.000;0.000;0.000;0.000
Rotherham;Sarah Champion;5;South Yorkshire;61688;3795;16249;889;5256;1353;0;0;950;0.003;0.993;0.000;0.004;0.000;0.000;0.000;0.000
Rugby;Unknown (LAB gain from CON);7;Warwickshire;72292;13531;18994;2940;5815;2372;0;0;517;0.223;0.775;0.001;0.000;0.000;0.000;0.000;0.000
Ruislip, Northwood and Pinner;David Simmonds;11;Hillingdon;72816;17214;16612;3800;5685;1999;0;0;590;0.520;0.478;0.000;0.002;0.000;0.000;0.000;0.000
Runnymede and Weybridge;Unknown (LAB gain from CON);12;Surrey;77196;15344;16708;6324;6393;3405;0;0;1103;0.427;0.555;0.008;0.009;0.001;0.000;0.000;0.000
Rushcliffe;Unknown (LAB gain from CON);8;Nottinghamshire;77047;13053;24375;4683;7118;3029;0;0;693;0.088;0.907;0.001;0.003;0.000;0.000;0.000;0.000
Rutland and Melton;Alicia Kearns;8;Leicestershire;82705;16406;15665;5590;8590;4084;0;0;943;0.521;0.445;0.002;0.030;0.001;0.000;0.000;0.000
Saffron Walden;Kemi Badenoch;9;Essex;87017;18347;15459;9505;7839;3753;0;0;583;0.596;0.353;0.037;0.013;0.000;0.000;0.000;0.000
Salford and Eccles;Rebecca Long-Bailey;4;Central Manchester;82202;4162;29433;1257;5293;3158;0;0;880;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Salisbury;John Glen;10;Wiltshire;74556;15703;14803;7916;5900;2799;0;0;455;0.521;0.438;0.033;0.007;0.000;0.000;0.000;0.000
Scarborough and Whitby;Unknown (LAB gain from CON);5;North Yorkshire;74404;11723;20102;1778;6387;1886;0;0;770;0.091;0.906;0.000;0.002;0.000;0.000;0.000;0.000
Scunthorpe;Unknown (LAB gain from CON);5;Humber area;61955;7671;16041;851;4423;1487;0;0;588;0.034;0.963;0.000;0.002;0.000;0.000;0.000;0.000
Sedgefield;Unknown (LAB gain from CON);3;Durham;64325;6648;17640;1834;5972;1831;0;0;703;0.016;0.976;0.000;0.007;0.000;0.000;0.000;0.000
Sefton Central;Bill Esterson;4;Merseyside;69760;6969;30090;1707;5816;3016;0;0;718;0.000;0.999;0.000;0.000;0.000;0.000;0.000;0.000
Selby and Ainsty;Unknown (LAB gain from CON);5;North Yorkshire;78398;15555;20233;1711;6032;2630;0;1013;1081;0.262;0.734;0.000;0.003;0.000;0.000;0.000;0.000
Sevenoaks;Laura Trott;12;Kent;71757;16850;12957;7934;6216;3001;0;0;547;0.702;0.254;0.032;0.012;0.000;0.000;0.000;0.000
Sheffield Brightside and Hillsborough;Gill Furniss;5;South Yorkshire;69333;2421;18782;703;4246;2274;0;0;826;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Sheffield Central;Paul Blomfield;5;South Yorkshire;89849;1756;26000;1943;4804;8528;0;0;1437;0.000;0.998;0.000;0.000;0.002;0.000;0.000;0.000
Sheffield Hallam;Olivia Blake;5;South Yorkshire;72763;6312;20360;15466;7012;3717;0;0;654;0.009;0.750;0.236;0.004;0.000;0.000;0.000;0.000
Sheffield Heeley;Louise Haigh;5;South Yorkshire;66940;3945;20707;1769;6086;3128;0;0;970;0.002;0.996;0.000;0.001;0.000;0.000;0.000;0.000
Sheffield South East;Clive Betts;5;South Yorkshire;67832;5151;20189;1234;5705;1763;0;0;853;0.003;0.996;0.000;0.001;0.000;0.000;0.000;0.000
Sherwood;Unknown (LAB gain from CON);8;Nottinghamshire;77888;11468;20543;1992;6923;2540;0;0;827;0.090;0.904;0.000;0.005;0.000;0.000;0.000;0.000
Shipley;Unknown (LAB gain from CON);5;West Yorkshire;74029;11575;21862;1755;5957;3140;0;0;808;0.066;0.933;0.000;0.001;0.000;0.000;0.000;0.000
Shrewsbury and Atcham;Unknown (LAB gain from CON);7;Shropshire;82238;14087;21802;5112;7073;3388;0;0;587;0.177;0.816;0.002;0.004;0.000;0.000;0.000;0.000
Shropshire North;Owen Paterson;7;Shropshire;83258;15655;10013;12838;6267;2271;0;0;968;0.579;0.131;0.271;0.017;0.000;0.000;0.000;0.000
Sittingbourne and Sheppey;Unknown (LAB gain from CON);12;Kent;83917;14733;16620;2476;6399;2614;0;0;974;0.389;0.602;0.000;0.008;0.000;0.000;0.000;0.000
Skipton and Ripon;Unknown (LAB gain from CON);5;North Yorkshire;78673;15085;16234;5713;8891;3986;0;0;939;0.431;0.525;0.007;0.035;0.001;0.000;0.000;0.000
Sleaford and North Hykeham;Unknown (LAB gain from CON);8;Lincolnshire;94761;18897;19428;3602;9865;3187;0;0;1210;0.472;0.511;0.000;0.017;0.000;0.000;0.000;0.000
Slough;Tan Dhesi;12;Berkshire;86818;5493;25137;1388;3811;1507;0;0;628;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Solihull;Julian Knight;7;Coventry and Solihull;78760;16496;12615;6872;6408;3174;0;0;760;0.703;0.269;0.018;0.009;0.000;0.000;0.000;0.000
Somerset North;Unknown (LAB gain from CON);10;Bristol area;80194;15317;17599;8458;7522;4843;0;0;924;0.365;0.588;0.029;0.016;0.002;0.000;0.000;0.000
Somerset North East;Unknown (LAB gain from CON);10;Bristol area;73692;12360;17812;9612;6578;3298;0;0;567;0.211;0.717;0.062;0.010;0.000;0.000;0.000;0.000
Somerton and Frome;Unknown (LIB gain from CON);10;Somerset;85866;15631;6668;22415;7128;4503;0;0;1024;0.202;0.010;0.781;0.006;0.000;0.000;0.000;0.000
South Holland and The Deepings;John Hayes;8;Lincolnshire;75975;14611;12526;2115;7660;2307;0;0;1085;0.602;0.361;0.000;0.037;0.000;0.000;0.000;0.000
South Shields;Emma Lewell-Buck;3;Newcastle area;62793;3016;17418;1113;5949;2703;0;0;1498;0.000;0.991;0.000;0.009;0.000;0.000;0.000;0.000
Southampton Itchen;Unknown (LAB gain from CON);12;Hampshire;72299;8908;21435;1587;4336;2263;0;0;575;0.015;0.984;0.000;0.001;0.000;0.000;0.000;0.000
Southampton Test;Alan Whitehead;12;Hampshire;70116;5590;22632;1624;4172;2470;0;0;660;0.001;0.999;0.000;0.000;0.000;0.000;0.000;0.000
Southend West;David Amess;9;Essex;69043;16022;14481;3109;5047;1897;0;0;1113;0.609;0.387;0.001;0.002;0.000;0.000;0.000;0.000
Southport;Unknown (LAB gain from CON);4;Merseyside;70837;10791;18642;4372;6059;2133;0;0;632;0.109;0.887;0.000;0.004;0.000;0.000;0.000;0.000
Spelthorne;Unknown (LAB gain from CON);12;Surrey;70929;14113;14591;4722;6011;3047;0;0;794;0.458;0.526;0.005;0.010;0.000;0.000;0.000;0.000
St Albans;Daisy Cooper;9;Hertfordshire;73727;10905;11561;21312;6208;3207;0;0;529;0.057;0.080;0.859;0.004;0.000;0.000;0.000;0.000
St Austell and Newquay;Unknown (LAB gain from CON);10;Cornwall;79930;13833;16360;6443;6629;2410;0;0;659;0.336;0.639;0.014;0.011;0.000;0.000;0.000;0.000
St Helens North;Conor McGinn;4;Merseyside;75593;4817;25053;1484;6464;3061;0;0;1088;0.000;0.999;0.000;0.000;0.000;0.000;0.000;0.000
St Helens South and Whiston;Marie Rimmer;4;Merseyside;79061;3657;27498;1775;6788;3811;0;0;1314;0.000;0.999;0.000;0.001;0.000;0.000;0.000;0.000
St Ives;Unknown (LIB gain from CON);10;Cornwall;68795;10004;8860;14628;6486;2274;0;0;630;0.181;0.109;0.682;0.026;0.001;0.000;0.000;0.000
Stafford;Unknown (LAB gain from CON);7;Staffordshire;72572;13254;18003;2353;6004;3073;0;0;564;0.228;0.769;0.000;0.002;0.000;0.000;0.000;0.000
Staffordshire Moorlands;Unknown (LAB gain from CON);7;Staffordshire;65485;13459;14992;1902;5246;2052;0;0;447;0.401;0.596;0.000;0.003;0.000;0.000;0.000;0.000
Staffordshire South;Gavin Williamson;7;Staffordshire;73668;18317;13040;2956;6270;2283;0;0;618;0.767;0.226;0.000;0.006;0.000;0.000;0.000;0.000
Stalybridge and Hyde;Jonathan Reynolds;4;Eastern Manchester;73064;6332;22019;1044;5074;2287;0;0;791;0.004;0.995;0.000;0.001;0.000;0.000;0.000;0.000
Stevenage;Unknown (LAB gain from CON);9;Hertfordshire;71562;10863;20286;2374;5143;2581;0;0;517;0.073;0.926;0.000;0.001;0.000;0.000;0.000;0.000
Stockport;Navendu Mishra;4;Eastern Manchester;65391;4428;21705;2028;5382;3062;0;0;805;0.000;0.997;0.000;0.003;0.000;0.000;0.000;0.000
Stockton North;Alex Cunningham;3;Teesside;66649;6644;19699;1113;5037;1575;0;0;848;0.007;0.990;0.000;0.003;0.000;0.000;0.000;0.000
Stockton South;Unknown (LAB gain from CON);3;Teesside;76870;10924;23603;1900;6200;1956;0;0;1244;0.032;0.967;0.000;0.001;0.000;0.000;0.000;0.000
Stoke-on-Trent Central;Unknown (LAB gain from CON);7;Staffordshire;55419;4934;14175;727;2997;1275;0;0;382;0.008;0.992;0.000;0.000;0.000;0.000;0.000;0.000
Stoke-on-Trent North;Unknown (LAB gain from CON);7;Staffordshire;68298;7932;16114;1123;4205;1359;0;0;537;0.045;0.952;0.000;0.002;0.000;0.000;0.000;0.000
Stoke-on-Trent South;Unknown (LAB gain from CON);7;Staffordshire;64491;9618;15078;1400;4162;1170;0;0;504;0.145;0.853;0.000;0.002;0.000;0.000;0.000;0.000
Stone;Bill Cash;7;Staffordshire;69378;15687;14918;3335;6028;2545;0;0;432;0.544;0.450;0.000;0.004;0.001;0.000;0.000;0.000
Stourbridge;Unknown (LAB gain from CON);7;Black Country;69891;13081;16652;1771;4860;1832;0;0;545;0.274;0.725;0.000;0.001;0.000;0.000;0.000;0.000
Stratford-on-Avon;Nadhim Zahawi;7;Warwickshire;74037;16446;11627;11861;7221;3259;0;0;352;0.636;0.182;0.166;0.016;0.000;0.000;0.000;0.000
Streatham;Bell Ribeiro-Addy;11;Lambeth;84783;3270;32857;3932;5392;5093;0;0;542;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Stretford and Urmston;Kate Green;4;Central Manchester;72372;5914;29553;955;4256;2225;0;0;975;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Stroud;Unknown (LAB gain from CON);10;Gloucestershire;84537;12463;26474;3132;7866;6138;0;0;1197;0.059;0.934;0.000;0.005;0.001;0.000;0.000;0.000
Suffolk Central and Ipswich North;Dan Poulter;9;Suffolk;80037;15840;14168;5254;6935;4614;0;0;584;0.577;0.403;0.003;0.015;0.001;0.000;0.000;0.000
Suffolk Coastal;Unknown (LAB gain from CON);9;Suffolk;81910;14650;15329;8090;7931;4820;0;0;686;0.453;0.468;0.036;0.037;0.005;0.000;0.000;0.000
Suffolk South;James Cartlidge;9;Suffolk;76201;13685;13002;6235;7221;4580;0;0;634;0.509;0.425;0.020;0.038;0.007;0.000;0.000;0.000
Suffolk West;Unknown (LAB gain from CON);9;Suffolk;80193;13831;15536;3474;6444;2986;0;0;741;0.399;0.590;0.002;0.009;0.000;0.000;0.000;0.000
Sunderland Central;Julie Elliott;3;Newcastle area;72680;5891;21109;2010;5797;2024;0;0;984;0.003;0.996;0.000;0.001;0.000;0.000;0.000;0.000
Surrey East;Claire Coutinho;12;Surrey;83148;17000;15199;8969;7886;3869;0;0;1079;0.543;0.384;0.045;0.026;0.001;0.000;0.000;0.000
Surrey Heath;Michael Gove;12;Surrey;81349;17691;13669;11485;7096;3482;0;0;756;0.635;0.239;0.113;0.013;0.000;0.000;0.000;0.000
Surrey South West;Jeremy Hunt;12;Surrey;79096;17158;13623;15320;7177;3127;0;0;739;0.470;0.216;0.300;0.013;0.000;0.000;0.000;0.000
Sussex Mid;Mims Davies;12;West Sussex;85146;16308;15872;11929;7409;4414;0;0;829;0.447;0.415;0.119;0.016;0.002;0.000;0.000;0.000
Sutton and Cheam;Paul Scully;11;Sutton;71779;13268;11177;11659;5701;2077;0;0;488;0.467;0.265;0.261;0.007;0.000;0.000;0.000;0.000
Sutton Coldfield;Andrew Mitchell;7;Birmingham;75638;18082;17048;3648;5815;2512;0;0;546;0.557;0.441;0.000;0.002;0.000;0.000;0.000;0.000
Swindon North;Unknown (LAB gain from CON);10;Wiltshire;82441;14548;21054;2423;5473;2607;0;0;558;0.185;0.813;0.000;0.001;0.000;0.000;0.000;0.000
Swindon South;Unknown (LAB gain from CON);10;Wiltshire;73118;11653;21527;2284;4746;1762;0;0;453;0.062;0.938;0.000;0.000;0.000;0.000;0.000;0.000
Tamworth;Unknown (LAB gain from CON);7;Staffordshire;71572;14902;16448;1176;4630;1309;0;451;879;0.379;0.619;0.000;0.002;0.000;0.000;0.000;0.000
Tatton;Unknown (LAB gain from CON);4;Cheshire;69018;13620;16459;4315;6894;3175;0;0;904;0.329;0.654;0.001;0.015;0.000;0.000;0.000;0.000
Taunton Deane;Unknown (LIB gain from CON);10;Somerset;88676;15815;11672;18741;7540;2403;0;0;623;0.305;0.097;0.586;0.011;0.000;0.000;0.000;0.000
Telford;Unknown (LAB gain from CON);7;Shropshire;68921;9746;17789;1157;4100;1695;0;0;446;0.069;0.930;0.000;0.000;0.000;0.000;0.000;0.000
Tewkesbury;Laurence Robertson;10;Gloucestershire;83958;16190;14528;10868;7426;3946;0;0;786;0.526;0.345;0.110;0.018;0.001;0.000;0.000;0.000
Thanet North;Unknown (LAB gain from CON);12;Kent;72756;14673;15926;2640;5756;2705;0;0;643;0.413;0.581;0.000;0.005;0.000;0.000;0.000;0.000
Thanet South;Unknown (LAB gain from CON);12;Kent;73223;12912;18474;2188;5495;3104;0;0;552;0.192;0.807;0.000;0.001;0.000;0.000;0.000;0.000
Thirsk and Malton;Unknown (LAB gain from CON);5;North Yorkshire;80991;15766;15790;4822;8568;3125;0;0;658;0.473;0.493;0.002;0.031;0.000;0.000;0.000;0.000
Thornbury and Yate;Unknown (LIB gain from CON);10;Bristol area;69492;13790;8950;16672;6017;1944;0;0;348;0.296;0.046;0.651;0.006;0.000;0.000;0.000;0.000
Thurrock;Unknown (LAB gain from CON);9;Essex;79659;10515;18751;1572;4970;2081;0;0;705;0.088;0.911;0.000;0.001;0.000;0.000;0.000;0.000
Tiverton and Honiton;Neil Parish;10;Devon;82953;17698;8534;17376;6028;2213;0;0;616;0.499;0.033;0.464;0.003;0.000;0.000;0.000;0.000
Tonbridge and Malling;Tom Tugendhat;12;Kent;79278;17128;13329;7374;7251;5108;0;0;598;0.671;0.287;0.023;0.016;0.003;0.000;0.000;0.000
Tooting;Rosena Allin-Khan;11;Wandsworth;76954;6622;32785;2325;5397;4308;0;0;533;0.000;0.999;0.000;0.000;0.000;0.000;0.000;0.000
Torbay;Kevin Foster;10;Devon;75054;13924;10636;10712;6039;2133;0;0;631;0.560;0.214;0.206;0.018;0.000;0.000;0.000;0.000
Totnes;Anthony Mangnall;10;Devon;69863;13733;12428;11605;6175;2267;0;0;392;0.434;0.312;0.239;0.015;0.000;0.000;0.000;0.000
Tottenham;David Lammy;11;Haringey;75740;1446;31917;1139;3274;3131;0;0;515;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Truro and Falmouth;Unknown (LAB gain from CON);10;Cornwall;76719;11954;21912;6448;6467;3463;0;0;640;0.087;0.903;0.006;0.004;0.000;0.000;0.000;0.000
Tunbridge Wells;Unknown (LAB gain from CON);12;Kent;74823;14787;15234;10037;6494;2765;0;0;650;0.430;0.474;0.081;0.013;0.001;0.000;0.000;0.000
Twickenham;Munira Wilson;11;Richmond Upon Thames;84906;11544;10317;29435;7461;3113;0;0;503;0.020;0.017;0.954;0.008;0.001;0.000;0.000;0.000
Tynemouth;Alan Campbell;3;Newcastle area;77261;9240;29285;1936;6116;3119;0;0;855;0.002;0.998;0.000;0.000;0.000;0.000;0.000;0.000
Tyneside North;Mary Glindon;3;Newcastle area;78902;5540;27168;1917;6475;2639;0;0;915;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Uxbridge and South Ruislip;Unknown (LAB gain from CON);11;Hillingdon;70365;14498;17346;1050;3206;1398;0;453;1031;0.323;0.677;0.000;0.000;0.000;0.000;0.000;0.000
Vauxhall;Florence Eshalomi;11;Lambeth;88659;3163;34223;2955;5374;4955;0;0;519;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Wakefield;Unknown (LAB gain from CON);5;West Yorkshire;70192;9563;18720;747;3972;1245;0;1435;2034;0.052;0.945;0.000;0.003;0.000;0.000;0.000;0.000
Wallasey;Angela Eagle;4;Merseyside;66310;4335;28530;1092;4422;2239;0;0;654;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Walsall North;Unknown (LAB gain from CON);7;Black Country;67177;8731;13789;961;3655;1281;0;0;455;0.112;0.885;0.000;0.002;0.000;0.000;0.000;0.000
Walsall South;Valerie Vaz;7;Black Country;68024;6127;17791;855;3278;1139;0;0;489;0.006;0.993;0.000;0.001;0.000;0.000;0.000;0.000
Walthamstow;Stella Creasy;11;Waltham Forest;70267;1877;31620;972;3223;2743;0;0;435;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Wansbeck;Ian Lavery;3;Northumberland;63339;6507;19094;1851;5390;2041;0;0;640;0.011;0.986;0.000;0.002;0.000;0.000;0.000;0.000
Wantage;Unknown (LAB gain from CON);12;Oxfordshire;90867;15263;16934;16302;7864;3693;0;0;637;0.273;0.385;0.326;0.015;0.000;0.000;0.000;0.000
Warley;John Spellar;7;Black Country;62357;3245;18756;676;2863;1290;0;0;417;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Warrington North;Charlotte Nichols;4;Cheshire;72235;7854;23316;1413;5641;2420;0;0;641;0.007;0.991;0.000;0.001;0.000;0.000;0.000;0.000
Warrington South;Unknown (LAB gain from CON);4;Cheshire;86015;12152;28626;2786;7863;2892;0;0;1115;0.027;0.971;0.000;0.002;0.000;0.000;0.000;0.000
Warwick and Leamington;Matt Western;7;Warwickshire;76362;9422;23247;3340;6389;4524;0;0;914;0.027;0.965;0.000;0.006;0.001;0.000;0.000;0.000
Warwickshire North;Unknown (LAB gain from CON);7;Warwickshire;70271;13221;16170;1958;5388;1862;0;0;432;0.318;0.678;0.000;0.003;0.000;0.000;0.000;0.000
Washington and Sunderland West;Sharon Hodgson;3;Newcastle area;66278;4716;19284;1122;5054;1924;0;0;814;0.002;0.997;0.000;0.001;0.000;0.000;0.000;0.000
Watford;Unknown (LAB gain from CON);9;Hertfordshire;83359;11153;22659;7070;6322;2507;0;0;751;0.063;0.926;0.007;0.003;0.000;0.000;0.000;0.000
Waveney;Unknown (LAB gain from CON);9;Suffolk;82791;13664;17684;2420;6108;3434;0;0;654;0.271;0.723;0.000;0.005;0.000;0.000;0.000;0.000
Wealden;Nus Ghani;12;East Sussex;82992;17914;13688;9134;7924;5093;0;0;759;0.661;0.259;0.050;0.028;0.001;0.000;0.000;0.000
Weaver Vale;Mike Amesbury;4;Cheshire;70551;9371;24019;1838;5961;2704;0;0;674;0.012;0.987;0.000;0.001;0.000;0.000;0.000;0.000
Wellingborough;Unknown (LAB gain from CON);8;Northamptonshire;80765;13910;18445;2381;6339;2424;0;0;776;0.251;0.743;0.000;0.006;0.000;0.000;0.000;0.000
Wells;Unknown (LIB gain from CON);10;Somerset;84124;15832;9708;18807;7107;2383;0;0;427;0.326;0.046;0.619;0.008;0.000;0.000;0.000;0.000
Welwyn Hatfield;Unknown (LAB gain from CON);9;Hertfordshire;74892;12862;20320;4233;5654;2998;0;0;584;0.146;0.849;0.001;0.004;0.000;0.000;0.000;0.000
Wentworth and Dearne;John Healey;5;South Yorkshire;74536;5653;20746;1119;6392;1760;0;0;1127;0.003;0.992;0.000;0.005;0.000;0.000;0.000;0.000
West Bromwich East;Unknown (LAB gain from CON);7;Black Country;62046;5751;15357;734;3139;1057;0;0;461;0.009;0.991;0.000;0.000;0.000;0.000;0.000;0.000
