Country;Constituency;Area;County;Electorate;CON;LAB;LIB;UKIP;Green;NAT;MIN;OTH
Wales;Bangor Aberconwy;Wales;Clwyd;70468;2400;4200;400;900;300;1700;000;100
England;Barking;London;Barking and Dagenham;71822;1200;6400;300;1300;400;000;000;200
England;Barnsley North;Yorkshire and The Humber;South Yorkshire;76794;1900;5100;400;1700;400;000;000;500
England;Barnsley South;Yorkshire and The Humber;South Yorkshire;75896;1200;5300;700;2000;600;000;000;300
England;Barrow and Furness;North West;Cumbria;76603;3500;5000;200;1100;200;000;000;000
England;Basildon and Billericay;East of England;Essex;76993;2900;3000;700;2000;700;000;000;700
England;Basingstoke;South East;Hampshire;77050;3000;4000;700;1200;500;000;000;600
England;Bassetlaw;East Midlands;Nottinghamshire;75773;3900;4200;300;1400;100;000;000;000
England;Bath;South West;Bristol area;73241;1700;1400;5200;800;500;000;000;400
Scotland;Bathgate and Linlithgow;Scotland;Edinburgh area;71650;1800;3100;800;000;000;3700;000;500
England;Battersea;London;Wandsworth;71949;2200;5600;800;700;400;000;000;300
England;Beaconsfield;South East;Buckinghamshire;72315;2700;1900;2000;1700;800;000;000;900
England;Beckenham and Penge;London;Bromley;76625;2400;5100;800;800;500;000;000;400
England;Bedford;East of England;Bedfordshire;70068;2400;5400;500;900;300;000;000;400
England;Bermondsey and Old Southwark;London;Southwark;70602;600;5600;3000;500;300;000;000;200
Scotland;Berwickshire, Roxburgh and Selkirk;Scotland;Borders;74867;4100;1400;500;000;000;3400;000;600
England;Bethnal Green and Stepney;London;Tower Hamlets;77000;500;7700;800;300;500;000;000;200
England;Beverley and Holderness;Yorkshire and The Humber;Humber area;71102;2700;3200;800;1700;800;000;000;800
England;Bexhill and Battle;South East;East Sussex;70869;2800;2900;1100;1900;900;000;000;500
England;Bexleyheath and Crayford;London;Bexley;69948;3200;3900;300;1500;400;000;000;600
England;Bicester and Woodstock;South East;Oxfordshire;70389;3100;2000;3400;900;500;000;000;000
England;Birkenhead;North West;Merseyside;76271;800;6600;500;500;900;000;000;600
England;Birmingham Edgbaston;West Midlands;Birmingham;71354;1700;5900;600;1000;500;000;000;300
England;Birmingham Erdington;West Midlands;Birmingham;76856;1900;5400;500;1300;500;000;000;400
England;Birmingham Hall Green and Moseley;West Midlands;Birmingham;75781;700;6800;800;400;300;000;000;900
England;Birmingham Hodge Hill and Solihull North;West Midlands;Birmingham;76922;1300;6100;700;900;700;000;000;300
England;Birmingham Ladywood;West Midlands;Birmingham;76585;500;7900;900;200;500;000;000;000
England;Birmingham Northfield;West Midlands;Birmingham;73483;3100;5200;300;1100;300;000;000;100
England;Birmingham Perry Barr;West Midlands;Birmingham;74048;900;7000;800;700;400;000;000;200
England;Birmingham Selly Oak;West Midlands;Birmingham;76285;1500;6000;700;1000;600;000;000;300
England;Birmingham Yardley;West Midlands;Birmingham;71912;1200;6100;1100;1000;400;000;000;200
England;Bishop Auckland;North East;Durham;70879;3500;4700;300;1200;200;000;000;100
England;Blackburn;North West;Lancashire;70586;1100;6900;500;900;400;000;000;300
England;Blackley and Middleton South;North West;Central Manchester;71735;1300;6200;500;1300;500;000;000;200
England;Blackpool North and Fleetwood;North West;Lancashire;75396;3600;4700;200;1100;200;000;000;100
England;Blackpool South;North West;Lancashire;76071;3300;5100;200;1100;200;000;000;100
Wales;Blaenau Gwent and Rhymney;Wales;Gwent;71079;1200;5800;600;1200;400;800;000;100
England;Blaydon and Consett;North East;Durham;70163;2100;5300;400;1000;500;000;000;700
England;Blyth and Ashington;North East;Northumberland;75452;2400;5700;400;1100;300;000;000;100
England;Bognor Regis and Littlehampton;South East;West Sussex;76985;2800;2700;1000;2000;800;000;000;800
England;Bolsover;East Midlands;Derbyshire;74680;3300;4700;200;1300;300;000;000;200
England;Bolton North East;North West;Western Manchester;77020;3100;5300;200;1200;200;000;000;000
England;Bolton South and Walkden;North West;Western Manchester;75716;1400;6000;500;1300;500;000;000;300
England;Bolton West;North West;Western Manchester;72125;3700;4600;300;1200;200;000;000;000
England;Bootle;North West;Merseyside;75194;400;8200;500;500;400;000;000;100
England;Boston and Skegness;East Midlands;Lincolnshire;75806;3000;2300;400;2800;700;000;000;900
England;Bournemouth East;South West;Dorset;73173;3300;4500;700;900;600;000;000;100
England;Bournemouth West;South West;Dorset;72094;3400;4400;700;900;600;000;000;000
England;Bracknell;South East;Berkshire;70247;2500;3300;1100;1700;800;000;000;600
England;Bradford East;Yorkshire and The Humber;West Yorkshire;72150;1000;6600;1100;700;300;000;000;200
England;Bradford South;Yorkshire and The Humber;West Yorkshire;70890;2300;5400;400;1200;400;000;000;300
England;Bradford West;Yorkshire and The Humber;West Yorkshire;71258;700;7900;400;500;400;000;000;200
England;Braintree;East of England;Essex;75662;2900;2600;700;1900;900;000;000;1000
Wales;Brecon, Radnor and Cwm Tawe;Wales;Powys;72113;2700;1600;3300;1200;400;600;000;200
England;Brent East;London;Brent;75880;1000;6500;1100;600;600;000;000;200
England;Brent West;London;Brent;76443;1600;5900;800;900;500;000;000;400
England;Brentford and Isleworth;London;Hounslow;76354;1300;5600;1400;800;700;000;000;300
England;Brentwood and Ongar;East of England;Essex;74937;3100;2300;1100;2000;800;000;000;700
Wales;Bridgend;Wales;Mid Glamorgan;70770;2800;4500;500;1100;400;700;000;100
England;Bridgwater;South West;Somerset;71418;2700;2900;1400;1700;600;000;000;700
England;Bridlington and The Wolds;Yorkshire and The Humber;Humber area;72501;3000;2800;600;1900;700;000;000;900
England;Brigg and Immingham;Yorkshire and The Humber;Humber area;71628;3100;2900;500;2100;800;000;000;600
England;Brighton Kemptown and Peacehaven;South East;East Sussex;69865;1600;5700;600;1000;800;000;000;300
England;Brighton Pavilion;South East;East Sussex;75722;800;3300;400;200;5200;000;000;000
England;Bristol Central;South West;Bristol area;70227;600;4500;1200;200;3500;000;000;000
England;Bristol East;South West;Bristol area;75936;1100;6000;900;800;1000;000;000;200
England;Bristol North East;South West;Bristol area;69793;2200;5700;400;900;500;000;000;300
England;Bristol North West;South West;Bristol area;76783;1600;5200;1000;900;1000;000;000;300
England;Bristol South;South West;Bristol area;74696;1500;5400;800;1100;1000;000;000;300
England;Broadland and Fakenham;East of England;Norfolk;72907;2700;3000;1300;1800;700;000;000;600
England;Bromley and Biggin Hill;London;Bromley;71515;2500;3300;1300;1600;800;000;000;600
England;Bromsgrove;West Midlands;Hereford and Worcestershire;75305;2900;2900;1000;1800;800;000;000;600
England;Broxbourne;East of England;Hertfordshire;75454;2900;3200;700;2000;700;000;000;600
England;Broxtowe;East Midlands;Nottinghamshire;72461;2500;4800;400;900;400;000;000;900
England;Buckingham and Bletchley;South East;Buckinghamshire;73644;3000;3800;800;1400;500;000;000;600
England;Burnley;North West;Lancashire;75436;2800;5100;500;1000;300;000;000;300
England;Burton and Uttoxeter;West Midlands;Staffordshire;75460;2700;3800;500;1800;700;000;000;500
England;Bury North;North West;Western Manchester;77009;3100;5400;200;1000;300;000;000;000
England;Bury South;North West;Western Manchester;74598;2900;5200;300;1000;200;000;000;300
England;Bury St Edmunds and Stowmarket;East of England;Suffolk;75655;3300;3200;500;1300;1000;000;000;800
Wales;Caerfyrddin;Wales;Dyfed;72683;2400;2400;300;1100;400;3400;000;100
Wales;Caerphilly;Wales;Gwent;72458;1500;4700;400;1300;400;1600;000;000
Scotland;Caithness, Sutherland and Easter Ross;Scotland;Highland;75173;800;1200;4100;000;000;3400;000;500
England;Calder Valley;Yorkshire and The Humber;West Yorkshire;75987;2700;5000;500;1000;400;000;000;500
England;Camborne and Redruth;South West;Cornwall;73568;2900;4300;700;1100;400;000;000;600
England;Cambridge;East of England;Cambridgeshire;72560;600;4800;3600;200;700;000;000;000
England;Cannock Chase;West Midlands;Staffordshire;75582;2900;3200;500;1900;1000;000;000;600
England;Canterbury;South East;Kent;75499;2400;5300;500;900;400;000;000;400
Wales;Cardiff East;Wales;South Glamorgan;72463;1200;6100;1100;700;400;300;000;100
Wales;Cardiff North;Wales;South Glamorgan;71143;1900;5300;700;1000;500;500;000;100
England;Cardiff South and Penarth;Wales;South Glamorgan;72269;1700;5200;1000;600;1100;000;000;000
Wales;Cardiff West;Wales;South Glamorgan;73947;1600;5300;600;1000;500;1000;000;100
England;Carlisle;North West;Cumbria;75868;2500;4100;500;1500;600;000;000;700
England;Carshalton and Wallington;London;Sutton;72755;2200;1500;4200;1200;500;000;000;400
England;Castle Point;East of England;Essex;70923;3200;2500;500;2500;700;000;000;600
Scotland;Central Ayrshire;Scotland;Ayrshire and Lanark;69779;3100;2000;300;000;000;4100;000;400
England;Central Devon;South West;Devon;73491;2800;2500;2200;1400;700;000;000;500
England;Central Suffolk and North Ipswich;East of England;Essex;71020;2800;3000;900;1700;1100;000;000;500
Wales;Ceredigion Preseli;Wales;Dyfed;74063;2000;2100;1000;900;500;3500;000;000
England;Chatham and Aylesford;South East;Kent;74840;2900;3200;500;2100;700;000;000;600
England;Cheadle;North West;Eastern Manchester;73775;2400;1500;4200;1100;300;000;000;400
England;Chelmsford;East of England;Essex;76454;2700;2000;2900;1400;400;000;000;600
England;Chelsea and Fulham;London;Hammersmith and Fulham;76481;2800;4200;1200;900;400;000;000;500
England;Cheltenham;South West;Gloucestershire;75292;2800;1100;4900;700;400;000;000;100
England;Chesham and Amersham;South East;Buckinghamshire;74155;3000;1800;3400;900;600;000;000;200
England;Chester North and Neston;North West;Cheshire;72327;1800;5600;600;1100;600;000;000;300
England;Chester South and Eddisbury;North West;Cheshire;71975;3400;3400;800;1200;500;000;000;600
England;Chesterfield;East Midlands;Derbyshire;70722;2800;5200;600;1100;200;000;000;100
England;Chichester;South East;West Sussex;76785;3400;2000;2800;1100;700;000;000;000
England;Chingford and Woodford Green;London;Waltham Forest;75677;3000;5500;400;700;400;000;000;000
England;Chippenham;South West;Wiltshire;71648;3300;1700;3600;900;400;000;000;000
England;Chipping Barnet;London;Barnet;76187;3100;5300;600;600;400;000;000;000
England;Chorley;North West;Lancashire;74568;000;000;000;500;1000;000;000;8400
England;Christchurch;South West;Dorset;71598;2900;2100;1400;2100;900;000;000;600
England;Cities of London and Westminster;London;City of Westminster;73140;2700;4200;1400;800;400;000;000;400
England;City of Durham;North East;Durham;72878;2100;5400;1000;800;400;000;000;300
England;Clacton;East of England;Essex;75959;2800;2200;400;3000;800;000;000;800
England;Clapham and Brixton Hill;London;Lambeth;75460;900;6000;1600;500;800;000;000;200
Wales;Clwyd East;Wales;Clwyd;76395;3000;4400;400;1200;400;700;000;100
Wales;Clwyd North;Wales;Clwyd;76150;2800;4500;300;1000;400;900;000;100
Scotland;Coatbridge and Bellshill;Scotland;Glasgow area;72507;600;5100;200;000;000;3800;000;400
England;Colchester;East of England;Essex;76843;3500;4400;1000;800;400;000;000;000
England;Colne Valley;Yorkshire and The Humber;West Yorkshire;71518;2300;4300;900;1300;600;000;000;600
England;Congleton;North West;Cheshire;69836;2700;3200;1000;1600;800;000;000;700
England;Corby and East Northamptonshire;East Midlands;Northamptonshire;76748;2900;4700;400;1100;400;000;000;500
England;Coventry East;West Midlands;Coventry and Solihull;73389;1600;5800;600;1200;500;000;000;300
England;Coventry North West;West Midlands;Coventry and Solihull;73431;2400;5300;400;1000;500;000;000;400
England;Coventry South;West Midlands;Coventry and Solihull;70998;2400;5400;400;900;400;000;000;500
Scotland;Cowdenbeath and Kirkcaldy;Scotland;Fife;70329;1200;4900;400;000;000;3200;000;300
England;Cramlington and Killingworth;North East;Newcastle area;73295;2800;5500;400;1100;200;000;000;000
England;Crawley;South East;West Sussex;74446;2900;4700;300;1200;500;000;000;500
England;Crewe and Nantwich;North West;Cheshire;76236;2800;4900;300;1100;500;000;000;500
England;Croydon East;London;Croydon;75436;2300;5700;400;800;400;000;000;400
England;Croydon South;London;Croydon;71541;3100;4000;700;1100;500;000;000;600
England;Croydon West;London;Croydon;70812;1000;7000;600;600;500;000;000;300
Scotland;Cumbernauld and Kirkintilloch;Scotland;Glasgow area;70579;700;4300;300;000;000;4200;000;400
England;Dagenham and Rainham;London;Barking and Dagenham;73627;2400;5000;300;1500;400;000;000;500
England;Darlington;North East;Durham;70446;3200;4900;300;1000;400;000;000;100
England;Dartford;South East;Kent;72048;3200;3900;400;1500;400;000;000;500
England;Daventry;East Midlands;Northamptonshire;76539;2900;2600;1000;1900;1000;000;000;600
England;Derby North;East Midlands;Derbyshire;71876;2500;5000;600;1000;400;000;000;500
England;Derby South;East Midlands;Derbyshire;72067;1700;5700;700;1200;400;000;000;300
England;Derbyshire Dales;East Midlands;Derbyshire;71435;2700;3300;1000;1600;800;000;000;500
England;Dewsbury and Batley;Yorkshire and The Humber;West Yorkshire;70226;1200;5600;400;900;500;000;000;1400
England;Didcot and Wantage;South East;Oxfordshire;74456;2800;1900;3700;900;500;000;000;200
England;Doncaster Central;Yorkshire and The Humber;South Yorkshire;75007;2700;5000;300;1400;300;000;000;200
England;Doncaster East and the Isle of Axholme;Yorkshire and The Humber;South Yorkshire;70113;3700;4100;300;1500;200;000;000;200
England;Doncaster North;Yorkshire and The Humber;South Yorkshire;71739;2600;5000;300;1400;300;000;000;500
England;Dorking and Horley;South East;Surrey;70317;3000;1500;3800;900;500;000;000;200
England;Dover and Deal;South East;Kent;75855;3000;4100;300;1300;600;000;000;700
England;Droitwich and Evesham;West Midlands;Hereford and Worcestershire;74345;3000;2600;1000;2000;900;000;000;700
England;Dudley;West Midlands;Black Country;71083;3900;4100;200;1600;200;000;000;000
England;Dulwich and West Norwood;London;Lambeth;74314;700;6400;600;400;1700;000;000;200
Scotland;Dumfries and Galloway;Scotland;Dumfries and Galloway;76863;3800;1700;400;000;000;3600;000;600
Scotland;Dumfriesshire, Clydesdale and Tweeddale;Scotland;Dumfries and Galloway;70738;4000;1700;500;000;000;3300;000;600
Scotland;Dundee Central;Scotland;Tayside;75298;800;3700;500;000;000;4500;000;500
Scotland;Dunfermline and Dollar;Scotland;Fife;70725;1100;4200;500;000;000;3700;000;400
England;Dunstable and Leighton Buzzard;East of England;Bedfordshire;74069;3300;3800;600;1300;500;000;000;500
Wales;Dwyfor Meirionnydd;Wales;Gwynedd;72533;1400;2400;400;800;300;4600;000;000
England;Ealing Central and Acton;London;Ealing;75399;1200;5700;1400;700;700;000;000;200
England;Ealing North;London;Ealing;72985;1500;6100;700;900;600;000;000;300
England;Ealing Southall;London;Ealing;75085;1100;6500;800;600;600;000;000;300
England;Earley and Woodley;South East;Berkshire;70083;3000;3900;1100;1000;500;000;000;400
England;Easington;North East;Durham;70043;1400;5600;600;1300;500;000;000;700
England;East Grinstead and Uckfield;South East;West Sussex;72356;2900;1700;2700;1500;700;000;000;500
England;East Ham;London;Newham;70902;700;7900;400;400;500;000;000;200
England;East Hampshire;South East;Hampshire;69959;3000;1600;2500;1400;800;000;000;700
Scotland;East Kilbride and Strathaven;Scotland;Ayrshire and Lanark;75161;1500;3400;700;000;000;3900;000;500
Scotland;East Renfrewshire;Scotland;Glasgow area;72959;2600;2400;700;000;000;3800;000;400
England;East Surrey;South East;Surrey;73145;3500;1900;2700;1200;600;000;000;200
England;East Thanet;South East;Kent;73790;2700;4200;300;1700;600;000;000;400
England;East Wiltshire;South West;Wiltshire;71109;3000;2500;1200;1900;800;000;000;600
England;East Worthing and Shoreham;South East;West Sussex;75466;2800;4600;500;1200;500;000;000;500
England;Eastbourne;South East;East Sussex;73322;2500;1100;4200;1200;500;000;000;500
England;Eastleigh;South East;Hampshire;69982;2600;1500;3500;1300;500;000;000;500
Scotland;Edinburgh East and Musselburgh;Scotland;Edinburgh area;75705;700;4400;400;000;000;4000;000;400
Scotland;Edinburgh North and Leith;Scotland;Edinburgh area;76770;900;4200;800;000;000;3700;000;400
Scotland;Edinburgh South;Scotland;Edinburgh area;73315;900;6300;500;000;000;2200;000;200
Scotland;Edinburgh South West;Scotland;Edinburgh area;70980;1800;2600;900;000;000;4100;000;500
Scotland;Edinburgh West;Scotland;Edinburgh area;76723;800;1400;4600;000;000;2900;000;300
England;Edmonton and Winchmore Hill;London;Enfield;75204;1400;6300;600;800;600;000;000;300
England;Ellesmere Port and Bromborough;North West;Cheshire;71027;1300;6400;600;900;600;000;000;200
England;Eltham and Chislehurst;London;Greenwich;74179;2600;5000;400;1100;500;000;000;400
England;Ely and East Cambridgeshire;East of England;Cambridgeshire;76279;3100;1900;3600;900;400;000;000;100
England;Enfield North;London;Enfield;76824;1700;5900;500;1000;600;000;000;300
England;Epping Forest;East of England;Essex;74553;2900;2800;800;1900;900;000;000;600
England;Epsom and Ewell;South East;Surrey;76844;3200;2100;3200;900;500;000;000;100
England;Erewash;East Midlands;Derbyshire;71986;2500;4100;500;1600;700;000;000;600
England;Erith and Thamesmead;London;Greenwich;76728;1300;6300;400;1000;600;000;000;300
England;Esher and Walton;South East;Surrey;73280;2800;1200;4700;800;400;000;000;100
England;Exeter;South West;Devon;71713;1400;5700;600;900;1100;000;000;400
England;Exmouth and Exeter East;South West;Devon;74502;2500;2300;1900;1600;800;000;000;900
Scotland;Falkirk;Scotland;Central;75067;1900;2500;700;000;000;4500;000;500
England;Fareham and Waterlooville;South East;Hampshire;77036;2800;2400;1500;1800;800;000;000;500
England;Farnham and Bordon;South East;Surrey;72938;3400;1400;3800;900;400;000;000;000
England;Faversham and Mid Kent;South East;Kent;71798;2800;2800;1000;1900;900;000;000;600
England;Feltham and Heston;London;Hounslow;75226;1700;5700;500;1100;700;000;000;300
England;Filton and Bradley Stoke;South West;Bristol area;73598;3300;4800;600;800;400;000;000;000
England;Finchley and Golders Green;London;Barnet;75761;2500;3300;3100;700;500;000;000;000
England;Folkestone and Hythe;South East;Kent;70023;3000;3600;600;1400;700;000;000;600
England;Forest of Dean;South West;Gloucestershire;71510;3100;3800;400;1300;800;000;000;700
England;Frome and East Somerset;South West;Somerset;70177;2900;2300;3300;800;700;000;000;100
England;Fylde;North West;Lancashire;75114;2800;3300;700;1700;800;000;000;700
England;Gainsborough;East Midlands;Lincolnshire;74750;2900;2900;900;1800;700;000;000;800
England;Gateshead Central and Whickham;North East;Newcastle area;70994;1600;5300;1000;1200;600;000;000;300
England;Gedling;East Midlands;Nottinghamshire;75795;3100;5300;200;1000;300;000;000;000
England;Gillingham and Rainham;South East;Kent;73951;3200;3800;400;1400;400;000;000;800
Scotland;Glasgow East;Scotland;Glasgow area;69748;600;4900;200;000;000;3900;000;400
Scotland;Glasgow North;Scotland;Glasgow area;75236;400;5000;300;000;000;3900;000;400
Scotland;Glasgow North East;Scotland;Glasgow area;73210;500;5200;200;000;000;3700;000;400
Scotland;Glasgow South;Scotland;Glasgow area;70431;600;4600;400;000;000;4000;000;400
Scotland;Glasgow South West;Scotland;Glasgow area;71344;600;4900;300;000;000;3800;000;400
Scotland;Glasgow West;Scotland;Glasgow area;72499;800;4500;400;000;000;3900;000;400
England;Glastonbury and Somerton;South West;Somerset;70015;3300;1600;3800;900;500;000;000;000
Scotland;Glenrothes and Mid Fife;Scotland;Fife;69734;800;4400;300;000;000;4100;000;400
England;Gloucester;South West;Gloucestershire;76695;3000;4500;400;1200;400;000;000;500
England;Godalming and Ash;South East;Surrey;71399;3100;1500;4000;900;400;000;000;100
England;Goole and Pocklington;Yorkshire and The Humber;Humber area;76337;2900;2900;700;1800;800;000;000;800
Scotland;Gordon and Buchan;Scotland;Grampian;70238;4000;1300;700;000;000;3400;000;600
England;Gorton and Denton;North West;Central Manchester;74306;900;7000;800;600;400;000;000;200
England;Gosport;South East;Hampshire;73763;3000;2700;1000;2000;800;000;000;600
Wales;Gower;Wales;West Glamorgan;76801;2500;5100;500;900;200;700;000;100
England;Grantham and Bourne;East Midlands;Lincolnshire;72071;3000;2900;700;1900;900;000;000;700
England;Gravesham;South East;Kent;72866;3300;3900;300;1500;500;000;000;500
England;Great Grimsby and Cleethorpes;Yorkshire and The Humber;Humber area;77050;3700;4300;300;1400;300;000;000;000
England;Great Yarmouth;East of England;Norfolk;70077;2800;3200;400;2100;700;000;000;800
England;Greenwich and Woolwich;London;Greenwich;69824;1100;6000;1200;700;800;000;000;300
England;Guildford;South East;Surrey;71367;2700;1300;4400;700;300;000;000;500
England;Hackney North and Stoke Newington;London;Hackney;75401;600;7300;700;300;900;000;000;200
England;Hackney South and Shoreditch;London;Hackney;75197;500;7600;700;300;700;000;000;100
England;Halesowen;West Midlands;Black Country;69907;2600;3900;400;1800;600;000;000;600
England;Halifax;Yorkshire and The Humber;West Yorkshire;74563;2400;5500;400;900;400;000;000;400
England;Hamble Valley;South East;Hampshire;76902;3100;1700;2500;1600;600;000;000;600
Scotland;Hamilton and Clyde Valley;Scotland;Ayrshire and Lanark;74577;1300;4500;200;000;000;3600;000;400
England;Hammersmith and Chiswick;London;Hammersmith and Fulham;74746;1500;5700;1200;800;600;000;000;300
England;Hampstead and Highgate;London;Camden;74222;1100;5300;2100;600;700;000;000;200
England;Harborough, Oadby and Wigston;East Midlands;Leicestershire;74810;2500;3200;1400;1600;800;000;000;600
England;Harlow;East of England;Essex;73479;3400;3900;300;1400;400;000;000;500
England;Harpenden and Berkhamsted;East of England;Hertfordshire;71635;3200;1700;3300;900;500;000;000;500
England;Harrogate and Knaresborough;Yorkshire and The Humber;North Yorkshire;75800;2600;1300;3600;1300;400;000;000;700
England;Harrow East;London;Harrow;76299;3500;5100;500;700;300;000;000;000
England;Harrow West;London;Harrow;74060;1600;5900;700;900;600;000;000;300
England;Hartlepool;North East;Teesside;71228;2500;4900;300;1700;200;000;000;400
England;Harwich and North Essex;East of England;Essex;74838;2600;3300;800;1800;800;000;000;600
England;Hastings and Rye;South East;East Sussex;75581;2600;5000;400;1000;500;000;000;500
England;Havant;South East;Hampshire;72766;2900;2600;1000;2100;800;000;000;600
England;Hayes and Harlington;London;Hillingdon;72897;1600;6100;400;1000;500;000;000;400
England;Hazel Grove;North West;Eastern Manchester;72941;2300;1800;3900;1200;400;000;000;400
England;Hemel Hempstead;East of England;Hertfordshire;70496;3100;3900;600;1200;500;000;000;700
England;Hendon;London;Barnet;71496;3200;5300;500;600;400;000;000;000
England;Henley and Thame;South East;Oxfordshire;70626;3200;1500;3800;900;600;000;000;000
England;Hereford and South Herefordshire;West Midlands;Hereford and Worcestershire;71125;2700;2800;1300;1800;900;000;000;500
England;Herne Bay and Sandwich;South East;Kent;76028;2700;3100;600;2200;900;000;000;500
England;Hertford and Stortford;East of England;Hertfordshire;75396;2600;3200;1200;1600;900;000;000;700
England;Hertsmere;East of England;Hertfordshire;73256;3000;3000;900;1800;800;000;000;600
England;Hexham;North East;Northumberland;72738;2500;3900;900;1400;800;000;000;500
England;Heywood and Middleton North;North West;Eastern Manchester;73306;2900;5000;300;1500;200;000;000;000
England;High Peak;East Midlands;Derbyshire;73960;2500;5300;400;900;500;000;000;400
England;Hinckley and Bosworth;East Midlands;Leicestershire;75683;3000;2300;1500;1900;800;000;000;600
England;Hitchin;East of England;Hertfordshire;72112;3400;4100;1400;700;300;000;000;100
England;Holborn and St Pancras;London;Camden;75475;700;7000;1000;400;600;000;000;200
England;Honiton and Sidmouth;South West;Devon;74365;3000;1700;2200;1600;500;000;000;900
England;Hornchurch and Upminster;London;Havering;76938;2800;3000;500;2200;800;000;000;600
England;Hornsey and Friern Barnet;London;Haringey;70565;400;6200;2400;300;400;000;000;200
England;Horsham;South East;West Sussex;76981;2800;1800;2800;1400;600;000;000;600
England;Houghton and Sunderland South;North East;Newcastle area;76883;2200;5200;400;1300;400;000;000;600
England;Hove and Portslade;South East;East Sussex;73726;1600;5700;1000;400;1300;000;000;000
England;Huddersfield;Yorkshire and The Humber;West Yorkshire;76044;1600;5500;700;1100;800;000;000;300
England;Huntingdon;East of England;Cambridgeshire;75590;2700;2900;1100;1800;800;000;000;800
England;Hyndburn;North West;Lancashire;69971;3200;5100;200;1200;200;000;000;000
England;Ilford North;London;Redbridge;74684;1700;5900;400;1000;500;000;000;500
England;Ilford South;London;Redbridge;74065;1000;6700;500;600;400;000;000;800
Scotland;Inverclyde and Renfrewshire West;Scotland;Glasgow area;70418;900;4500;400;000;000;3800;000;400
Scotland;Inverness, Skye and West Ross-shire;Scotland;Highland;76903;1700;2100;1500;000;000;4200;000;400
England;Ipswich;East of England;Suffolk;75117;2800;4900;400;1100;400;000;000;400
England;Isle of Wight East;South East;Hampshire;56805;2300;2800;800;1700;1600;000;000;800
England;Isle of Wight West;South East;Hampshire;54911;2200;2800;800;1600;1800;000;000;800
England;Islington North;London;Islington;73970;500;6800;1300;300;1000;000;000;100
England;Islington South and Finsbury;London;Islington;75905;800;6200;1700;500;700;000;000;200
England;Jarrow and Gateshead East;North East;Newcastle area;71106;1100;5400;600;1200;500;000;000;1100
England;Keighley and Ilkley;Yorkshire and The Humber;West Yorkshire;72954;2500;5200;300;1000;500;000;000;600
England;Kenilworth and Southam;West Midlands;Warwickshire;71541;2800;2800;1400;1600;900;000;000;600
England;Kensington and Bayswater;London;Kensington and Chelsea;75980;2400;5000;1000;800;400;000;000;400
England;Kettering;East Midlands;Northamptonshire;76163;2700;3400;500;1600;900;000;000;800
Scotland;Kilmarnock and Loudoun;Scotland;Ayrshire and Lanark;74801;1700;3100;500;000;000;4200;000;500
England;Kingston and Surbiton;London;Kingston upon Thames;75410;1800;1200;5200;800;500;000;000;500
England;Kingston upon Hull East;Yorkshire and The Humber;Humber area;72622;2200;5300;600;1200;400;000;000;300
England;Kingston upon Hull North and Cottingham;Yorkshire and The Humber;Humber area;76039;1600;5300;1000;1200;600;000;000;300
England;Kingston upon Hull West and Haltemprice;Yorkshire and The Humber;Humber area;74321;2600;4700;700;1200;400;000;000;400
England;Kingswinford and South Staffordshire;West Midlands;Staffordshire;71896;3300;2600;500;2000;900;000;000;600
