Country;Constituency;Area;County;Electorate;CON;LAB;LIB;UKIP;Green;NAT;MIN;OTH
England;Knowsley;North West;Merseyside;71228;400;8100;500;400;500;000;000;200
England;Lancaster and Wyre;North West;Lancashire;74992;2600;5100;300;1000;500;000;000;400
England;Leeds Central and Headingley;Yorkshire and The Humber;West Yorkshire;75396;1000;6200;1300;400;1200;000;000;000
England;Leeds East;Yorkshire and The Humber;West Yorkshire;75330;2300;5500;300;1100;400;000;000;400
England;Leeds North East;Yorkshire and The Humber;West Yorkshire;70976;1100;6300;900;700;600;000;000;300
England;Leeds North West;Yorkshire and The Humber;West Yorkshire;71607;2400;5000;800;800;400;000;000;500
England;Leeds South;Yorkshire and The Humber;West Yorkshire;71376;1200;6200;600;1100;600;000;000;300
England;Leeds South West and Morley;Yorkshire and The Humber;West Yorkshire;74726;3400;4600;200;1100;400;000;000;200
England;Leeds West and Pudsey;Yorkshire and The Humber;West Yorkshire;70270;2300;5500;400;900;400;000;000;500
England;Leicester East;East Midlands;Leicestershire;76465;1800;5700;500;1100;600;000;000;400
England;Leicester South;East Midlands;Leicestershire;71007;1000;6900;700;600;600;000;000;200
England;Leicester West;East Midlands;Leicestershire;76992;1700;5300;800;1200;700;000;000;300
England;Leigh and Atherton;North West;Western Manchester;76363;3000;5200;300;1200;100;000;000;200
England;Lewes;South East;East Sussex;75091;2800;1300;4500;800;700;000;000;000
England;Lewisham East;London;Lewisham;71706;900;6600;900;600;600;000;000;300
England;Lewisham North;London;Lewisham;73504;600;7200;900;300;800;000;000;200
England;Lewisham West and East Dulwich;London;Lewisham;69904;700;6900;900;400;900;000;000;200
England;Leyton and Wanstead;London;Waltham Forest;71330;900;6700;900;600;700;000;000;300
England;Lichfield;West Midlands;Staffordshire;74942;2900;3000;800;1800;800;000;000;700
England;Lincoln;East Midlands;Lincolnshire;74128;2600;5000;400;1000;400;000;000;600
England;Liverpool Garston;North West;Merseyside;70372;600;7500;900;500;400;000;000;200
England;Liverpool Riverside;North West;Merseyside;70157;400;8200;700;200;500;000;000;000
England;Liverpool Walton;North West;Merseyside;75926;500;8300;400;400;300;000;000;200
England;Liverpool Wavertree;North West;Merseyside;71076;500;7100;1200;200;900;000;000;000
England;Liverpool West Derby;North West;Merseyside;70730;400;8100;500;300;300;000;000;500
Scotland;Livingston;Scotland;Edinburgh area;75454;1200;4100;400;000;000;4000;000;400
Wales;Llanelli;Wales;Dyfed;69895;2000;4400;200;900;200;2300;000;000
Scotland;Lothian East;Scotland;Edinburgh area;71287;1400;4900;400;000;000;2900;000;400
England;Loughborough;East Midlands;Leicestershire;73902;2800;4800;400;1100;400;000;000;500
England;Louth and Horncastle;East Midlands;Lincolnshire;75959;3100;2600;700;2200;600;000;000;800
England;Lowestoft;East of England;Suffolk;73967;3200;3900;300;1300;700;000;000;600
England;Luton North;East of England;Bedfordshire;73266;1600;5900;400;1100;400;000;000;600
England;Luton South and South Bedfordshire;East of England;Bedfordshire;70197;1600;5600;600;1000;500;000;000;700
England;Macclesfield;North West;Cheshire;75881;2400;4000;800;1400;900;000;000;500
England;Maidenhead;South East;Berkshire;73463;2900;1800;2800;1300;600;000;000;500
England;Maidstone and Malling;South East;Kent;73084;2700;2700;1500;1700;800;000;000;600
England;Makerfield;North West;Western Manchester;76517;2200;5500;400;1200;400;000;000;300
England;Maldon;East of England;Essex;76794;3300;2200;900;2000;900;000;000;600
England;Manchester Central;North West;Central Manchester;75311;1200;6400;1000;600;900;000;000;000
England;Manchester Rusholme;North West;Central Manchester;70692;500;7500;900;200;800;000;000;000
England;Manchester Withington;North West;Central Manchester;71614;600;6700;1700;200;800;000;000;000
England;Mansfield;East Midlands;Nottinghamshire;74680;3900;4000;200;1500;100;000;000;200
England;Melksham and Devizes;South West;Wiltshire;71823;2900;1600;3000;1400;600;000;000;500
England;Melton and Syston;East Midlands;Leicestershire;71615;2900;3200;600;1800;1000;000;000;600
England;Meriden and Solihull East;West Midlands;Coventry and Solihull;74211;2800;2900;1100;1700;1000;000;000;500
Wales;Merthyr Tydfil and Aberdare;Wales;Mid Glamorgan;74805;1100;5300;800;1000;300;900;000;600
Wales;Mid and South Pembrokeshire;Wales;Dyfed;76820;2700;4000;500;1500;500;800;000;100
England;Mid Bedfordshire;East of England;Bedfordshire;71748;3800;3700;900;900;500;000;000;200
England;Mid Buckinghamshire;South East;Buckinghamshire;72240;2700;2300;1500;2100;900;000;000;500
England;Mid Cheshire;North West;Cheshire;69775;2600;5100;500;1000;400;000;000;400
England;Mid Derbyshire;East Midlands;Derbyshire;70085;2700;3500;800;1600;800;000;000;500
England;Mid Dorset and North Poole;South West;Dorset;74305;3000;1200;3100;1500;600;000;000;500
Scotland;Mid Dunbartonshire;Scotland;Glasgow area;75099;700;1500;4100;000;000;3300;000;500
England;Mid Leicestershire;East Midlands;Leicestershire;76173;2800;3400;700;1800;800;000;000;500
England;Mid Norfolk;East of England;Norfolk;71060;2800;3000;800;1900;800;000;000;700
England;Mid Sussex;South East;West Sussex;72255;2600;2000;3000;1300;600;000;000;600
England;Middlesbrough and Thornaby East;North East;Teesside;71742;1400;5900;600;1100;400;000;000;600
England;Middlesbrough South and East Cleveland;North East;Teesside;69967;2600;4200;500;1600;600;000;000;600
Scotland;Midlothian;Scotland;Edinburgh area;71210;1100;4700;400;000;000;3400;000;400
England;Milton Keynes Central;South East;Buckinghamshire;76708;2700;4800;600;1000;400;000;000;600
England;Milton Keynes North;South East;Buckinghamshire;70620;2800;4800;400;1100;400;000;000;500
England;Mitcham and Morden;London;Merton;76877;1300;6200;900;800;600;000;000;300
Wales;Monmouthshire;Wales;Gwent;72681;2800;3600;800;1600;600;500;000;200
Wales;Montgomeryshire and Glyndwr;Wales;Powys;74223;2800;2900;1400;1600;600;500;000;200
Scotland;Moray West, Nairn and Strathspey;Scotland;Grampian;76237;3600;1300;400;000;000;4100;000;600
England;Morecambe and Lunesdale;North West;Lancashire;76040;2500;3600;1300;1500;500;000;000;600
Scotland;Motherwell, Wishaw and Carluke;Scotland;Glasgow area;72318;1100;4400;200;000;000;3700;000;500
Scotland;Na h-Eileanan an Iar;Scotland;Western Isles;21177;1100;4500;300;000;000;3700;000;400
Wales;Neath and Swansea East;Wales;West Glamorgan;74705;1500;5100;600;1200;400;1000;000;200
England;New Forest East;South East;Hampshire;73823;2900;2400;1200;1900;900;000;000;700
England;New Forest West;South East;Hampshire;71009;2900;2200;1200;1900;1200;000;000;600
England;Newark;East Midlands;Nottinghamshire;76478;2900;3300;800;1700;800;000;000;600
England;Newbury;South East;Berkshire;71631;2800;1200;3300;1300;800;000;000;600
England;Newcastle upon Tyne Central and West;North East;Newcastle area;76460;1200;6400;600;1000;600;000;000;200
England;Newcastle upon Tyne East and Wallsend;North East;Newcastle area;76875;1100;6300;900;900;600;000;000;200
England;Newcastle upon Tyne North;North East;Newcastle area;76503;1500;5100;1300;1100;700;000;000;300
England;Newcastle-under-Lyme;West Midlands;Staffordshire;70025;3500;4700;300;1300;300;000;000;000
Wales;Newport East;Wales;Gwent;76159;2300;5200;600;1000;400;400;000;100
Wales;Newport West and Islwyn;Wales;Gwent;76234;2500;4900;300;1100;400;700;000;100
England;Newton Abbot;South West;Devon;72956;2800;1900;2600;1400;600;000;000;700
England;Newton Aycliffe and Spennymoor;North East;Durham;71299;3200;5000;400;1100;300;000;000;100
England;Normanton and Hemsworth;Yorkshire and The Humber;West Yorkshire;75388;2400;5000;200;1300;200;000;000;800
Scotland;North Ayrshire and Arran;Scotland;Ayrshire and Lanark;73588;2900;2000;300;000;000;4400;000;500
England;North Bedfordshire;East of England;Bedfordshire;76319;2800;2800;1100;1800;700;000;000;900
England;North Cornwall;South West;Cornwall;75034;2900;1400;3100;1500;500;000;000;700
England;North Cotswolds;South West;Gloucestershire;70915;2800;2500;1500;1700;1000;000;000;500
England;North Devon;South West;Devon;76455;2800;1300;3100;1500;700;000;000;600
England;North Dorset;South West;Dorset;72109;3100;1600;2400;1600;700;000;000;600
England;North Durham;North East;Durham;73079;2600;5500;300;1000;300;000;000;200
England;North East Cambridgeshire;East of England;Cambridgeshire;70806;3200;2500;600;2300;800;000;000;600
England;North East Derbyshire;East Midlands;Derbyshire;72344;3800;4400;400;1200;300;000;000;000
Scotland;North East Fife;Scotland;Fife;70452;600;1200;4400;000;000;3500;000;400
England;North East Hampshire;South East;Hampshire;73306;3100;1500;2500;1400;700;000;000;800
England;North East Hertfordshire;East of England;Hertfordshire;76849;2600;3200;1300;1600;800;000;000;500
England;North East Somerset and Hanham;South West;Bristol area;73113;3600;4100;900;800;500;000;000;100
England;North Herefordshire;West Midlands;Hereford and Worcestershire;70894;2900;2400;1100;1800;1300;000;000;600
England;North Norfolk;East of England;Norfolk;70719;2900;1200;3100;1600;600;000;000;500
England;North Northumberland;North East;Northumberland;72541;2700;3200;1400;1400;800;000;000;500
England;North Shropshire;West Midlands;Shropshire;77052;2700;2100;2500;1500;700;000;000;600
England;North Somerset;South West;Bristol area;73963;2500;3300;1300;1500;900;000;000;500
England;North Warwickshire and Bedworth;West Midlands;Warwickshire;70245;3000;3500;400;1800;700;000;000;600
England;North West Cambridgeshire;East of England;Cambridgeshire;73556;2600;3100;900;2000;900;000;000;500
England;North West Essex;East of England;Essex;76280;2900;2300;1600;1800;900;000;000;600
England;North West Hampshire;South East;Hampshire;76004;2800;2600;1500;1700;900;000;000;500
England;North West Leicestershire;East Midlands;Leicestershire;75373;2800;3300;500;1800;900;000;000;600
England;North West Norfolk;East of England;Norfolk;75200;2900;3000;700;1900;900;000;000;600
England;Northampton North;East Midlands;Northamptonshire;75713;2600;4900;500;1100;500;000;000;400
England;Northampton South;East Midlands;Northamptonshire;71512;2600;3800;700;1700;800;000;000;500
England;Norwich North;East of England;Norfolk;71441;2800;4700;400;1100;500;000;000;500
England;Norwich South;East of England;Norfolk;73201;1300;5700;900;800;900;000;000;300
England;Nottingham East;East Midlands;Nottinghamshire;75327;1200;6200;1100;400;1100;000;000;100
England;Nottingham North and Kimberley;East Midlands;Nottinghamshire;74515;2300;5500;400;1000;400;000;000;600
England;Nottingham South;East Midlands;Nottinghamshire;76076;1500;5900;700;1000;700;000;000;300
England;Nuneaton;West Midlands;Warwickshire;70335;2700;3900;500;1600;800;000;000;500
England;Old Bexley and Sidcup;London;Bexley;74317;2900;3200;700;1900;800;000;000;600
England;Oldham East and Saddleworth;North West;Eastern Manchester;72997;2300;5100;600;1000;300;000;000;600
England;Oldham West, Chadderton and Royton;North West;Eastern Manchester;74183;1400;5900;600;1300;400;000;000;500
Scotland;Orkney and Shetland;Scotland;Orkney and Shetland;34824;500;1200;5000;000;000;3000;000;400
England;Orpington;London;Bromley;71571;2800;2800;1200;1800;800;000;000;500
England;Ossett and Denby Dale;Yorkshire and The Humber;West Yorkshire;71595;3600;4300;300;1200;300;000;000;400
England;Oxford East;South East;Oxfordshire;72731;1200;5600;1500;400;1300;000;000;000
England;Oxford West and Abingdon;South East;Oxfordshire;72004;2000;900;5800;400;900;000;000;000
Scotland;Paisley and Renfrewshire North;Scotland;Glasgow area;69941;1000;4200;400;000;000;4000;000;400
Scotland;Paisley and Renfrewshire South;Scotland;Glasgow area;69813;900;4300;400;000;000;4000;000;400
England;Peckham;London;Southwark;71176;500;7500;900;300;700;000;000;100
England;Pendle and Clitheroe;North West;Lancashire;76941;3700;4500;400;1100;200;000;000;100
England;Penistone and Stocksbridge;Yorkshire and The Humber;South Yorkshire;71377;3400;4500;400;1400;200;000;000;000
England;Penrith and Solway;North West;Cumbria;76720;2500;3800;700;1600;700;000;000;700
Scotland;Perth and Kinross-shire;Scotland;Tayside;76320;3600;1300;500;000;000;4000;000;500
England;Peterborough;East of England;Cambridgeshire;72273;2600;5000;400;1100;400;000;000;500
England;Plymouth Moor View;South West;Devon;73378;3100;4100;400;1500;400;000;000;500
England;Plymouth Sutton and Devonport;South West;Devon;73495;2200;5700;500;900;400;000;000;300
England;Pontefract, Castleford and Knottingley;Yorkshire and The Humber;West Yorkshire;72751;2700;5000;400;1300;200;000;000;400
Wales;Pontypridd;Wales;Mid Glamorgan;73743;1400;4800;700;1000;400;1200;000;500
England;Poole;South West;Dorset;72162;2600;2800;1200;1700;900;000;000;700
England;Poplar and Limehouse;London;Tower Hamlets;75814;800;6600;1300;500;500;000;000;200
England;Portsmouth North;South East;Hampshire;71844;3300;3700;400;1400;500;000;000;700
England;Portsmouth South;South East;Hampshire;74253;2000;4500;1600;700;1300;000;000;000
England;Preston;North West;Lancashire;72946;1400;6100;800;1000;500;000;000;300
England;Putney;London;Wandsworth;73041;2200;5500;900;700;400;000;000;300
England;Queen's Park and Maida Vale;London;City of Westminster;75256;900;6600;1200;500;600;000;000;200
England;Rawmarsh and Conisbrough;Yorkshire and The Humber;South Yorkshire;70272;2300;4900;300;1500;400;000;000;600
England;Rayleigh and Wickford;East of England;Essex;76422;3200;2500;600;2300;900;000;000;600
England;Reading Central;South East;Berkshire;71283;1900;4900;900;500;1700;000;000;000
England;Reading West and Mid Berkshire;South East;Berkshire;69999;3200;3400;1600;1000;800;000;000;000
England;Redcar;North East;Teesside;71331;3100;4600;600;1100;300;000;000;300
England;Redditch;West Midlands;Hereford and Worcestershire;69921;2900;3400;600;1800;700;000;000;600
England;Reigate;South East;Surrey;76139;2800;1900;2500;1400;900;000;000;700
Wales;Rhondda and Ogmore;Wales;Mid Glamorgan;73557;900;6100;500;700;300;1400;000;100
England;Ribble Valley;North West;Lancashire;75993;2700;3600;600;1700;700;000;000;700
England;Richmond and Northallerton;Yorkshire and The Humber;North Yorkshire;72744;2900;2500;1000;1700;800;000;000;1000
England;Richmond Park;London;Richmond upon Thames;75037;2100;900;5100;900;600;000;000;400
England;Rochdale;North West;Eastern Manchester;71697;1300;4800;900;1100;500;000;000;1500
England;Rochester and Strood;South East;Kent;72155;3100;3600;400;1700;400;000;000;800
England;Romford;London;Havering;72730;3400;3600;300;1600;500;000;000;500
England;Romsey and Southampton North;South East;Hampshire;73831;3400;1800;3400;900;400;000;000;100
England;Rossendale and Darwen;North West;Lancashire;74593;2500;4300;500;1500;700;000;000;500
England;Rother Valley;Yorkshire and The Humber;South Yorkshire;70814;3300;4300;300;1600;300;000;000;200
England;Rotherham;Yorkshire and The Humber;South Yorkshire;75345;2200;4900;400;1500;400;000;000;600
England;Rugby;West Midlands;Warwickshire;72603;2600;3900;700;1600;700;000;000;500
England;Ruislip, Northwood and Pinner;London;Hillingdon;72168;2500;3300;1200;1500;800;000;000;700
England;Runcorn and Helsby;North West;Cheshire;70950;1700;5500;600;1100;700;000;000;300
England;Runnymede and Weybridge;South East;Surrey;73778;3100;2100;3000;900;500;000;000;300
England;Rushcliffe;East Midlands;Nottinghamshire;76171;2200;4100;1300;1300;500;000;000;600
Scotland;Rutherglen;Scotland;Ayrshire and Lanark;71612;900;4700;400;000;000;3500;000;500
England;Rutland and Stamford;East Midlands;Leicestershire;70864;2900;2300;1300;1900;800;000;000;800
England;Salford;North West;Central Manchester;72169;1300;5700;1100;800;1100;000;000;000
England;Salisbury;South West;Wiltshire;70242;2600;2700;1600;1600;900;000;000;600
England;Scarborough and Whitby;Yorkshire and The Humber;North Yorkshire;73862;2400;4000;700;1600;500;000;000;800
England;Scunthorpe;Yorkshire and The Humber;Humber area;74278;3700;4600;300;1200;200;000;000;000
England;Sefton Central;North West;Merseyside;74746;1600;5800;700;1000;500;000;000;400
England;Selby;Yorkshire and The Humber;North Yorkshire;74761;2500;4100;500;1500;700;000;000;700
England;Sevenoaks;South East;Kent;73684;2800;2200;1600;1900;800;000;000;700
England;Sheffield Brightside and Hillsborough;Yorkshire and The Humber;South Yorkshire;71154;1100;5900;600;1300;700;000;000;400
England;Sheffield Central;Yorkshire and The Humber;South Yorkshire;70453;600;6100;1300;200;1700;000;000;000
England;Sheffield Hallam;Yorkshire and The Humber;South Yorkshire;76637;800;4300;3500;700;600;000;000;300
England;Sheffield Heeley;Yorkshire and The Humber;South Yorkshire;74614;1300;5800;900;1000;800;000;000;200
England;Sheffield South East;Yorkshire and The Humber;South Yorkshire;76223;2100;5500;500;1100;300;000;000;500
England;Sherwood Forest;East Midlands;Nottinghamshire;76543;2700;3700;500;1700;700;000;000;700
England;Shipley;Yorkshire and The Humber;West Yorkshire;74095;2700;4800;400;1000;500;000;000;600
England;Shrewsbury;West Midlands;Shropshire;75139;2200;4200;900;1400;700;000;000;500
England;Sittingbourne and Sheppey;South East;Kent;76818;2800;2800;500;2100;800;000;000;900
England;Skipton and Ripon;Yorkshire and The Humber;North Yorkshire;76758;2700;2700;1300;1600;900;000;000;700
England;Sleaford and North Hykeham;East Midlands;Lincolnshire;73380;3000;2700;700;1900;700;000;000;1000
England;Slough;South East;Berkshire;75287;1700;5900;800;600;1100;000;000;000
England;Smethwick;West Midlands;Black Country;71195;1400;6200;500;1100;500;000;000;300
England;Solihull West and Shirley;West Midlands;Coventry and Solihull;70537;2800;2800;1300;1600;1000;000;000;500
England;South Basildon and East Thurrock;East of England;Essex;73322;2700;2900;400;2300;600;000;000;1100
England;South Cambridgeshire;East of England;Cambridgeshire;75484;2500;1800;4600;700;400;000;000;000
England;South Cotswolds;South West;Gloucestershire;72865;2900;1500;3000;1400;600;000;000;500
England;South Derbyshire;East Midlands;Derbyshire;71202;2800;3500;600;1800;800;000;000;500
England;South Devon;South West;Devon;71691;2600;1800;3000;1300;600;000;000;600
England;South Dorset;South West;Dorset;76640;2700;3200;800;1700;1000;000;000;600
England;South East Cornwall;South West;Cornwall;71734;2700;2900;1300;1700;700;000;000;700
England;South Holland and the Deepings;East Midlands;Lincolnshire;76139;3300;2300;500;2300;900;000;000;700
England;South Leicestershire;East Midlands;Leicestershire;75634;3000;2900;800;1900;900;000;000;600
England;South Norfolk;East of England;Norfolk;69837;2600;3100;1400;1600;800;000;000;500
England;South Northamptonshire;East Midlands;Northamptonshire;76555;2900;2900;900;1800;900;000;000;700
England;South Ribble;North West;Lancashire;72029;2400;4300;600;1500;700;000;000;500
England;South Shields;North East;Newcastle area;69725;1200;4900;500;1500;800;000;000;1100
England;South Shropshire;West Midlands;Shropshire;77034;3200;1900;2100;1600;600;000;000;600
England;South Suffolk;East of England;Suffolk;71070;2800;2700;1000;1800;1200;000;000;500
England;South West Devon;South West;Devon;75371;2900;3000;1000;1800;800;000;000;600
England;South West Hertfordshire;East of England;Hertfordshire;71552;3000;3000;2200;1000;600;000;000;200
England;South West Norfolk;East of England;Norfolk;72496;3000;2600;700;2200;800;000;000;700
England;South West Wiltshire;South West;Wiltshire;71551;2700;3000;1300;1700;800;000;000;500
England;Southampton Itchen;South East;Hampshire;72150;2700;4900;400;1100;400;000;000;500
England;Southampton Test;South East;Hampshire;69960;2000;4900;1000;700;1400;000;000;000
England;Southend East and Rochford;East of England;Essex;70094;3000;3900;400;1400;400;000;000;800
England;Southend West and Leigh;East of England;Essex;76824;3200;3900;600;1300;400;000;000;600
England;Southgate and Wood Green;London;Enfield;76034;1300;6300;800;700;600;000;000;300
England;Southport;North West;Merseyside;74168;2200;4200;1200;1500;400;000;000;400
England;Spelthorne;South East;Surrey;72897;2600;2900;1200;2000;900;000;000;500
England;Spen Valley;Yorkshire and The Humber;West Yorkshire;72169;2000;3800;600;1400;600;000;000;1800
England;St Albans;East of England;Hertfordshire;70881;2100;1200;4800;1000;600;000;000;400
England;St Austell and Newquay;South West;Cornwall;74585;3100;3700;700;1200;500;000;000;800
England;St Helens North;North West;Merseyside;76082;1300;6000;700;1000;800;000;000;300
England;St Helens South and Whiston;North West;Merseyside;70302;1000;6400;700;900;800;000;000;200
England;St Ives;South West;Cornwall;70107;2500;1300;3900;1300;500;000;000;500
England;St Neots and Mid Cambridgeshire;East of England;Cambridgeshire;74699;3000;2100;3400;900;500;000;000;100
England;Stafford;West Midlands;Staffordshire;70537;2600;3900;500;1600;900;000;000;500
England;Staffordshire Moorlands;West Midlands;Staffordshire;70113;2900;3500;500;1800;800;000;000;600
England;Stalybridge and Hyde;North West;Eastern Manchester;73028;2200;5400;400;1100;400;000;000;400
England;Stevenage;East of England;Hertfordshire;70370;2900;4500;500;1200;400;000;000;500
Scotland;Stirling and Strathallan;Scotland;Central;77008;3200;1400;400;000;000;4500;000;500
England;Stockport;North West;Eastern Manchester;74769;1400;6100;700;1000;600;000;000;300
England;Stockton North;North East;Teesside;69779;2200;5600;300;1000;200;000;000;600
England;Stockton West;North East;Teesside;70108;2700;4300;500;1600;500;000;000;500
England;Stoke-on-Trent Central;West Midlands;Staffordshire;70550;3100;5100;300;1300;200;000;000;000
England;Stoke-on-Trent North;West Midlands;Staffordshire;69821;3500;4400;300;1500;200;000;000;100
England;Stoke-on-Trent South;West Midlands;Staffordshire;69831;4000;4200;300;1300;200;000;000;000
England;Stone, Great Wyrley and Penkridge;West Midlands;Staffordshire;70701;3000;3000;600;1900;800;000;000;600
England;Stourbridge;West Midlands;Black Country;69840;2700;3600;500;1800;700;000;000;700
England;Stratford and Bow;London;Newham;73849;700;7300;700;400;700;000;000;100
England;Stratford-on-Avon;West Midlands;Warwickshire;72388;3000;1500;2800;1500;600;000;000;500
England;Streatham and Croydon North;London;Lambeth;76050;900;6200;1500;500;700;000;000;200
England;Stretford and Urmston;North West;Central Manchester;73212;1300;6500;600;800;500;000;000;200
England;Stroud;South West;Gloucestershire;76249;2500;5100;300;900;700;000;000;500
England;Suffolk Coastal;East of England;Suffolk;72683;2600;2900;1200;1600;800;000;000;800
England;Sunderland Central;North East;Newcastle area;72688;2200;5400;400;1100;400;000;000;500
England;Surrey Heath;South East;Surrey;70825;3400;1600;3400;1000;500;000;000;100
England;Sussex Weald;South East;East Sussex;70075;2900;2300;1300;1800;1100;000;000;600
England;Sutton and Cheam;London;Sutton;71284;2600;1700;3500;1200;500;000;000;500
England;Sutton Coldfield;West Midlands;Birmingham;74584;2800;3200;1000;1700;800;000;000;500
Wales;Swansea West;Wales;West Glamorgan;74612;1500;5300;900;1100;400;700;000;000
England;Swindon North;South West;Wiltshire;72163;3200;4100;400;1300;500;000;000;500
England;Swindon South;South West;Wiltshire;72468;2800;4900;400;1100;400;000;000;400
England;Tamworth;West Midlands;Staffordshire;73644;3300;3800;300;1400;400;000;000;800
England;Tatton;North West;Cheshire;75538;2700;3100;1300;1500;800;000;000;500
England;Taunton and Wellington;South West;Somerset;76049;3000;1400;4100;900;300;000;000;300
England;Telford;West Midlands;Shropshire;70768;2600;4100;500;1700;500;000;000;500
England;Tewkesbury;South West;Gloucestershire;72426;2900;1800;2600;1400;700;000;000;500
England;The Wrekin;West Midlands;Shropshire;76143;2900;3300;600;1900;700;000;000;600
England;Thirsk and Malton;Yorkshire and The Humber;North Yorkshire;76623;2800;2600;1000;1800;900;000;000;800
England;Thornbury and Yate;South West;Bristol area;74985;3400;1500;3800;900;400;000;000;000
England;Thurrock;East of England;Essex;73347;3000;3800;300;2000;400;000;000;700
England;Tipton and Wednesbury;West Midlands;Black Country;73820;3300;4800;200;1400;300;000;000;000
England;Tiverton and Minehead;South West;Somerset;70829;2900;1700;2400;1600;700;000;000;700
England;Tonbridge;South East;Kent;73692;3000;2400;1000;1800;1200;000;000;600
England;Tooting;London;Wandsworth;76986;1300;5900;1200;700;600;000;000;300
England;Torbay;South West;Devon;75742;2900;1600;2700;1500;600;000;000;700
Wales;Torfaen;Wales;Gwent;70591;2400;5100;400;1100;400;600;000;100
England;Torridge and Tavistock;South West;Devon;74802;2700;2600;1400;1800;1000;000;000;600
England;Tottenham;London;Haringey;75968;500;7900;500;300;600;000;000;100
England;Truro and Falmouth;South West;Cornwall;73326;2600;4800;700;1000;500;000;000;500
England;Tunbridge Wells;South East;Kent;75213;3200;1900;3500;900;400;000;000;100
England;Twickenham;London;Richmond upon Thames;75889;1800;1100;5400;800;500;000;000;300
England;Tynemouth;North East;Newcastle area;73022;2300;5700;400;900;400;000;000;400
England;Uxbridge and South Ruislip;London;Hillingdon;75042;2800;4600;400;1200;500;000;000;600
Wales;Vale of Glamorgan;Wales;South Glamorgan;70426;2800;4700;300;1000;600;400;000;200
England;Vauxhall and Camberwell Green;London;Lambeth;69995;700;6500;1600;400;700;000;000;200
England;Wakefield and Rothwell;Yorkshire and The Humber;West Yorkshire;73968;2900;5000;400;1100;200;000;000;400
England;Wallasey;North West;Merseyside;73054;1200;6800;400;800;500;000;000;200
England;Walsall and Bloxwich;West Midlands;Black Country;74886;3100;5200;200;1100;200;000;000;100
England;Walthamstow;London;Waltham Forest;70867;500;7500;800;300;600;000;000;200
England;Warrington North;North West;Cheshire;72350;2300;5300;500;1000;400;000;000;400
England;Warrington South;North West;Cheshire;76639;2400;5400;500;900;400;000;000;400
England;Warwick and Leamington;West Midlands;Warwickshire;75440;2300;5300;600;800;600;000;000;400
England;Washington and Gateshead South;North East;Newcastle area;71775;2100;5400;400;1100;400;000;000;500
England;Watford;East of England;Hertfordshire;70576;2900;5100;1000;600;300;000;000;000
England;Waveney Valley;East of England;Suffolk;70540;3400;2300;600;1200;2000;000;000;600
England;Weald of Kent;South East;Kent;70110;3300;2400;800;2100;900;000;000;600
England;Wellingborough and Rushden;East Midlands;Northamptonshire;76669;3000;4300;400;1300;500;000;000;500
England;Wells and Mendip Hills;South West;Somerset;69843;3300;1700;3700;900;400;000;000;100
England;Welwyn Hatfield;East of England;Hertfordshire;74535;3000;4300;700;1200;500;000;000;500
Scotland;West Aberdeenshire and Kincardine;Scotland;Grampian;73634;3800;1300;700;000;000;3600;000;500
England;West Bromwich;West Midlands;Black Country;72208;3100;5100;200;1200;200;000;000;100
England;West Dorset;South West;Dorset;75390;3200;1500;3800;900;600;000;000;000
Scotland;West Dunbartonshire;Scotland;Glasgow area;70286;700;4400;200;000;000;4000;000;600
England;West Ham and Beckton;London;Newham;70590;800;7300;500;500;600;000;000;300
England;West Lancashire;North West;Lancashire;73652;1700;5800;500;1100;500;000;000;300
England;West Suffolk;East of England;Suffolk;76243;2800;3000;800;2000;900;000;000;500
England;West Worcestershire;West Midlands;Hereford and Worcestershire;76638;2800;2500;1500;1700;900;000;000;500
England;Westmorland and Lonsdale;North West;Cumbria;72322;2600;1100;4100;1200;400;000;000;500
England;Weston-super-Mare;South West;Bristol area;70722;3200;3900;700;1300;500;000;000;500
England;Wetherby and Easingwold;Yorkshire and The Humber;North Yorkshire;71455;3100;2800;600;1800;900;000;000;800
England;Whitehaven and Workington;North West;Cumbria;73385;3200;5300;200;1100;200;000;000;100
England;Widnes and Halewood;North West;Cheshire;70865;1000;7100;400;800;500;000;000;200
England;Wigan;North West;Western Manchester;75607;1600;5500;600;1400;600;000;000;300
England;Wimbledon;London;Merton;74641;2300;2100;4500;600;400;000;000;000
England;Winchester;South East;Hampshire;76577;3100;1200;4400;800;400;000;000;000
England;Windsor;South East;Berkshire;74338;2600;2800;1600;1600;800;000;000;700
England;Wirral West;North West;Merseyside;72126;2400;5500;300;900;500;000;000;400
England;Witham;East of England;Essex;75064;3000;2600;800;1900;1100;000;000;600
England;Witney;South East;Oxfordshire;70042;3300;2000;3300;900;400;000;000;000
England;Woking;South East;Surrey;71737;2900;2000;3800;800;400;000;000;100
England;Wokingham;South East;Berkshire;70235;3200;1600;3800;900;500;000;000;000
England;Wolverhampton North East;West Midlands;Black Country;70449;3600;4600;200;1300;200;000;000;000
England;Wolverhampton South East;West Midlands;Black Country;75685;2800;5600;200;1200;200;000;000;000
England;Wolverhampton West;West Midlands;Black Country;75592;3100;5500;200;1000;100;000;000;000
England;Worcester;West Midlands;Hereford and Worcestershire;73928;2200;4300;600;1400;900;000;000;500
England;Worsley and Eccles;North West;Central Manchester;76915;1800;5300;600;1400;500;000;000;300
England;Worthing West;South East;West Sussex;76293;3100;4000;500;1300;500;000;000;600
