Country;Constituency;Area;County;Electorate;CON;LAB;LIB;UKIP;Green;NAT;MIN;OTH
England;North West Hampshire;South East;Hampshire;76004;2640;2330;1780;2010;790;0;0;450
England;North West Leicestershire;East Midlands;Leicestershire;75373;2720;3170;660;2080;800;0;0;560
England;North West Norfolk;East of England;Norfolk;75200;2920;2980;920;2390;790;0;0;0
England;Northampton North;East Midlands;Northamptonshire;75713;2590;4750;610;1290;420;0;0;350
England;Northampton South;East Midlands;Northamptonshire;71512;2480;3600;800;2010;690;0;0;420
England;Norwich North;East of England;Norfolk;71441;2700;4580;500;1300;450;0;0;470
England;Norwich South;East of England;Norfolk;73201;1270;5580;1090;950;890;0;0;220
England;Nottingham East;East Midlands;Nottinghamshire;75327;1290;6020;1130;290;820;0;0;460
England;Nottingham North and Kimberley;East Midlands;Nottinghamshire;74515;2380;5550;440;1290;340;0;0;0
England;Nottingham South;East Midlands;Nottinghamshire;76076;1410;5770;820;1150;600;0;0;240
England;Nuneaton;West Midlands;Warwickshire;70335;2600;3680;580;1960;750;0;0;440
England;Old Bexley and Sidcup;London;Bexley;74317;2750;2990;780;2290;680;0;0;510
England;Oldham East and Saddleworth;North West;Eastern Manchester;72997;2260;4900;720;1300;250;0;0;560
England;Oldham West, Chadderton and Royton;North West;Eastern Manchester;74183;1280;5600;670;1720;310;0;0;420
England;Orpington;London;Bromley;71571;2690;2600;1390;2160;700;0;0;460
England;Ossett and Denby Dale;Yorkshire and The Humber;West Yorkshire;71595;3470;4310;380;1170;340;0;0;340
England;Oxford East;South East;Oxfordshire;72731;1390;5650;1620;0;1080;0;0;260
England;Oxford West and Abingdon;South East;Oxfordshire;72004;2180;890;5790;320;610;0;0;220
England;Peckham;London;Southwark;71176;510;7320;1030;370;650;0;0;120
England;Pendle and Clitheroe;North West;Lancashire;76941;3600;4510;500;1120;220;0;0;050
England;Penistone and Stocksbridge;Yorkshire and The Humber;South Yorkshire;71377;3230;4340;590;1630;200;0;0;0
England;Penrith and Solway;North West;Cumbria;76720;2420;3600;790;1960;620;0;0;610
England;Peterborough;East of England;Cambridgeshire;72273;2510;4840;530;1340;320;0;0;460
England;Plymouth Moor View;South West;Devon;73378;3170;4000;520;1940;380;0;0;0
England;Plymouth Sutton and Devonport;South West;Devon;73495;2130;5440;640;1160;340;0;0;280
England;Pontefract, Castleford and Knottingley;Yorkshire and The Humber;West Yorkshire;72751;2640;4830;470;1540;170;0;0;350
England;Poole;South West;Dorset;72162;2520;2610;1440;2040;790;0;0;600
England;Poplar and Limehouse;London;Tower Hamlets;75814;800;6370;1540;580;500;0;0;210
England;Portsmouth North;South East;Hampshire;71844;3470;3640;560;1880;450;0;0;0
England;Portsmouth South;South East;Hampshire;74253;2190;4410;1750;480;890;0;0;280
England;Preston;North West;Lancashire;72946;1310;5970;910;1160;430;0;0;220
England;Putney;London;Wandsworth;73041;2130;5240;1110;880;370;0;0;280
England;Queen's Park and Maida Vale;London;City of Westminster;75256;880;6420;1360;630;530;0;0;180
England;Rawmarsh and Conisbrough;Yorkshire and The Humber;South Yorkshire;70272;2300;4520;370;1970;300;0;0;530
England;Rayleigh and Wickford;East of England;Essex;76422;3160;2310;730;2980;820;0;0;0
England;Reading Central;South East;Berkshire;71283;2160;4830;1000;390;1360;0;0;260
England;Reading West and Mid Berkshire;South East;Berkshire;69999;3320;3120;1730;980;850;0;0;0
England;Redcar;North East;Teesside;71331;3010;4550;750;1170;270;0;0;250
England;Redditch;West Midlands;Hereford and Worcestershire;69921;2780;3190;690;2230;650;0;0;480
England;Reigate;South East;Surrey;76139;2810;1910;2770;1690;830;0;0;0
England;Ribble Valley;North West;Lancashire;75993;2620;3370;770;2010;610;0;0;620
England;Richmond and Northallerton;Yorkshire and The Humber;North Yorkshire;72744;2870;2300;1070;2110;760;0;0;890
England;Richmond Park;London;Richmond upon Thames;75037;1890;750;5450;1090;460;0;0;350
England;Rochdale;North West;Eastern Manchester;71697;1200;4600;1040;1360;420;0;0;1380
England;Rochester and Strood;South East;Kent;72155;2940;3280;490;2250;340;0;0;710
England;Romford;London;Havering;72730;3290;3380;430;2010;430;0;0;460
England;Romsey and Southampton North;South East;Hampshire;73831;3560;1670;3450;890;470;0;0;-040
England;Rossendale and Darwen;North West;Lancashire;74593;2410;4130;640;1820;580;0;0;410
England;Rother Valley;Yorkshire and The Humber;South Yorkshire;70814;3190;4190;370;1950;300;0;0;0
England;Rotherham;Yorkshire and The Humber;South Yorkshire;75345;0;4570;730;3670;480;0;0;560
England;Rugby;West Midlands;Warwickshire;72603;2530;3720;800;1860;640;0;0;430
England;Ruislip, Northwood and Pinner;London;Hillingdon;72168;2570;3260;1550;1880;740;0;0;0
England;Runcorn and Helsby;North West;Cheshire;70950;1670;5390;700;1300;660;0;0;290
England;Runnymede and Weybridge;South East;Surrey;73778;3380;2110;3090;960;590;0;0;-130
England;Rushcliffe;East Midlands;Nottinghamshire;76171;2050;3920;1520;1540;460;0;0;520
England;Rutland and Stamford;East Midlands;Leicestershire;70864;2750;2110;1510;2220;700;0;0;720
England;Salford;North West;Central Manchester;72169;1450;5500;1210;820;880;0;0;150
England;Salisbury;South West;Wiltshire;70242;2440;2460;1890;1840;810;0;0;560
England;Scarborough and Whitby;Yorkshire and The Humber;North Yorkshire;73862;2300;3820;810;1900;450;0;0;730
England;Scunthorpe;Yorkshire and The Humber;Humber area;74278;3550;4550;360;1330;200;0;0;0
England;Sefton Central;North West;Merseyside;74746;1530;5660;820;1190;470;0;0;340
England;Selby;Yorkshire and The Humber;North Yorkshire;74761;2560;4190;660;1950;640;0;0;0
England;Sevenoaks;South East;Kent;73684;2650;1960;1830;2200;710;0;0;640
England;Sheffield Brightside and Hillsborough;Yorkshire and The Humber;South Yorkshire;71154;1270;6710;820;0;810;0;0;380
England;Sheffield Central;Yorkshire and The Humber;South Yorkshire;70453;730;6060;1390;0;1620;0;0;200
England;Sheffield Hallam;Yorkshire and The Humber;South Yorkshire;76637;790;4280;4120;0;540;0;0;270
England;Sheffield Heeley;Yorkshire and The Humber;South Yorkshire;74614;1350;6370;1210;0;830;0;0;230
England;Sheffield South East;Yorkshire and The Humber;South Yorkshire;76223;2050;6390;630;0;360;0;0;570
England;Sherwood Forest;East Midlands;Nottinghamshire;76543;2640;3530;600;1990;650;0;0;580
England;Shipley;Yorkshire and The Humber;West Yorkshire;74095;2680;4670;470;1160;490;0;0;530
England;Shrewsbury;West Midlands;Shropshire;75139;2140;3990;1090;1650;640;0;0;480
England;Sittingbourne and Sheppey;South East;Kent;76818;2690;2560;610;2620;690;0;0;830
England;Skipton and Ripon;Yorkshire and The Humber;North Yorkshire;76758;2560;2510;1570;1930;790;0;0;630
England;Sleaford and North Hykeham;East Midlands;Lincolnshire;73380;2880;2520;780;2300;600;0;0;920
England;Slough;South East;Berkshire;75287;1890;5830;880;430;760;0;0;200
England;Smethwick;West Midlands;Black Country;71195;1330;5960;610;1400;480;0;0;230
England;Solihull West and Shirley;West Midlands;Coventry and Solihull;70537;2640;2550;1490;1930;930;0;0;450
England;South Basildon and East Thurrock;East of England;Essex;73322;2450;2590;450;3010;510;0;0;990
England;South Cambridgeshire;East of England;Cambridgeshire;75484;2630;1690;4600;650;420;0;0;0
England;South Cotswolds;South West;Gloucestershire;72865;2750;1350;3250;1660;550;0;0;440
England;South Derbyshire;East Midlands;Derbyshire;71202;2720;3350;700;2090;670;0;0;470
England;South Devon;South West;Devon;71691;2440;1720;3260;1570;530;0;0;480
England;South Dorset;South West;Dorset;76640;2570;3060;1020;1960;870;0;0;530
England;South East Cornwall;South West;Cornwall;71734;2590;2650;1570;1980;590;0;0;610
England;South Holland and the Deepings;East Midlands;Lincolnshire;76139;3120;1990;600;2910;750;0;0;630
England;South Leicestershire;East Midlands;Leicestershire;75634;3020;2790;950;2450;790;0;0;0
England;South Norfolk;East of England;Norfolk;69837;2470;2910;1630;1880;690;0;0;420
England;South Northamptonshire;East Midlands;Northamptonshire;76555;2760;2730;1070;2080;780;0;0;580
England;South Ribble;North West;Lancashire;72029;2440;4320;770;1860;610;0;0;0
England;South Shields;North East;Newcastle area;69725;1110;4560;530;2050;710;0;0;1040
England;South Shropshire;West Midlands;Shropshire;77034;3240;1900;2290;1990;580;0;0;0
England;South Suffolk;East of England;Suffolk;71070;2780;2620;1260;2230;1110;0;0;0
England;South West Devon;South West;Devon;75371;2720;2770;1160;2170;720;0;0;470
England;South West Hertfordshire;East of England;Hertfordshire;71552;3250;2780;2400;970;690;0;0;-090
England;South West Norfolk;East of England;Norfolk;72496;2800;2370;800;2730;670;0;0;640
England;South West Wiltshire;South West;Wiltshire;71551;2530;2730;1570;2060;680;0;0;430
England;Southampton Itchen;South East;Hampshire;72150;2640;4760;540;1260;330;0;0;470
England;Southampton Test;South East;Hampshire;69960;2250;4830;1140;510;980;0;0;290
England;Southend East and Rochford;East of England;Essex;70094;2960;3700;540;1780;350;0;0;690
England;Southend West and Leigh;East of England;Essex;76824;3060;3670;790;1580;340;0;0;550
England;Southgate and Wood Green;London;Enfield;76034;1270;6090;970;910;550;0;0;220
England;Southport;North West;Merseyside;74168;2130;4030;1370;1760;350;0;0;360
England;Spelthorne;South East;Surrey;72897;2410;2600;1360;2430;780;0;0;410
England;Spen Valley;Yorkshire and The Humber;West Yorkshire;72169;1920;3650;700;1530;500;0;0;1710
England;St Albans;East of England;Hertfordshire;70881;1860;1030;5230;1090;480;0;0;320
England;St Austell and Newquay;South West;Cornwall;74585;2950;3510;960;1400;400;0;0;770
England;St Helens North;North West;Merseyside;76082;1240;5770;780;1300;690;0;0;210
England;St Helens South and Whiston;North West;Merseyside;70302;970;6180;840;1060;790;0;0;170
England;St Ives;South West;Cornwall;70107;2310;1140;4260;1420;420;0;0;450
England;St Neots and Mid Cambridgeshire;East of England;Cambridgeshire;74699;3150;2100;3400;860;540;0;0;-050
England;Stafford;West Midlands;Staffordshire;70537;2530;3700;630;1930;770;0;0;430
England;Staffordshire Moorlands;West Midlands;Staffordshire;70113;2880;3410;640;2290;780;0;0;0
England;Stalybridge and Hyde;North West;Eastern Manchester;73028;2230;5210;460;1350;370;0;0;390
England;Stevenage;East of England;Hertfordshire;70370;2860;4360;610;1370;400;0;0;400
England;Stockport;North West;Eastern Manchester;74769;1300;5940;870;1130;530;0;0;220
England;Stockton North;North East;Teesside;69779;2320;5700;440;1370;180;0;0;0
England;Stockton West;North East;Teesside;70108;2550;4080;620;1900;410;0;0;440
England;Stoke-on-Trent Central;West Midlands;Staffordshire;70550;2980;4940;400;1490;190;0;0;0
England;Stoke-on-Trent North;West Midlands;Staffordshire;69821;3390;4260;360;1760;160;0;0;060
England;Stoke-on-Trent South;West Midlands;Staffordshire;69831;3900;4160;410;1340;190;0;0;0
England;Stone, Great Wyrley and Penkridge;West Midlands;Staffordshire;70701;3830;3660;940;0;910;0;0;660
England;Stourbridge;West Midlands;Black Country;69840;2630;3430;630;2180;560;0;0;580
England;Stratford and Bow;London;Newham;73849;640;7200;880;480;680;0;0;110
England;Stratford-on-Avon;West Midlands;Warwickshire;72388;2860;1420;2980;1730;560;0;0;460
England;Streatham and Croydon North;London;Lambeth;76050;840;6000;1710;600;700;0;0;140
England;Stretford and Urmston;North West;Central Manchester;73212;1240;6440;710;970;430;0;0;210
England;Stroud;South West;Gloucestershire;76249;2460;4900;410;1100;700;0;0;430
England;Suffolk Coastal;East of England;Suffolk;72683;2660;2930;1560;2040;800;0;0;0
England;Sunderland Central;North East;Newcastle area;72688;2300;5270;530;1550;350;0;0;0
England;Surrey Heath;South East;Surrey;70825;3590;1460;3420;970;600;0;0;-040
England;Sussex Weald;South East;East Sussex;70075;2720;2100;1580;2180;950;0;0;470
England;Sutton and Cheam;London;Sutton;71284;2370;1560;3830;1400;460;0;0;380
England;Sutton Coldfield;West Midlands;Birmingham;74584;2660;2990;1170;2010;720;0;0;450
England;Swindon North;South West;Wiltshire;72163;3100;3920;560;1560;410;0;0;440
England;Swindon South;South West;Wiltshire;72468;2720;4740;530;1310;310;0;0;380
England;Tamworth;West Midlands;Staffordshire;73644;3260;3630;420;1630;360;0;0;700
England;Tatton;North West;Cheshire;75538;2660;3010;1650;1930;750;0;0;0
England;Taunton and Wellington;South West;Somerset;76049;3290;1300;4260;870;410;0;0;-140
England;Telford;West Midlands;Shropshire;70768;2650;4100;670;2180;400;0;0;0
England;Tewkesbury;South West;Gloucestershire;72426;2760;1740;2800;1670;580;0;0;440
England;The Wrekin;West Midlands;Shropshire;76143;2800;3070;760;2250;640;0;0;480
England;Thirsk and Malton;Yorkshire and The Humber;North Yorkshire;76623;2710;2410;1190;2180;780;0;0;730
England;Thornbury and Yate;South West;Bristol area;74985;3510;1380;3740;880;510;0;0;0
England;Thurrock;East of England;Essex;73347;2830;3340;340;2650;310;0;0;540
England;Tipton and Wednesbury;West Midlands;Black Country;73820;3220;4640;280;1590;260;0;0;0
England;Tiverton and Minehead;South West;Somerset;70829;2800;1690;3010;1900;600;0;0;0
England;Tonbridge;South East;Kent;73692;2820;2170;1170;2230;1130;0;0;480
England;Tooting;London;Wandsworth;76986;1270;5640;1400;900;570;0;0;230
England;Torbay;South West;Devon;75742;2760;1510;2920;1700;550;0;0;560
England;Torridge and Tavistock;South West;Devon;74802;2530;2330;1670;2100;850;0;0;530
England;Tottenham;London;Haringey;75968;490;7830;620;350;580;0;0;130
England;Truro and Falmouth;South West;Cornwall;73326;2530;4580;900;1160;410;0;0;420
England;Tunbridge Wells;South East;Kent;75213;3370;1830;3480;900;490;0;0;-060
England;Twickenham;London;Richmond upon Thames;75889;1600;970;5790;920;460;0;0;250
England;Tynemouth;North East;Newcastle area;73022;2280;5550;450;1050;360;0;0;310
England;Uxbridge and South Ruislip;London;Hillingdon;75042;2780;4450;520;1350;400;0;0;500
England;Vauxhall and Camberwell Green;London;Lambeth;69995;650;6240;1870;470;630;0;0;140
England;Wakefield and Rothwell;Yorkshire and The Humber;West Yorkshire;73968;2850;5020;590;1010;200;0;0;330
England;Wallasey;North West;Merseyside;73054;1160;6700;530;910;500;0;0;200
England;Walsall and Bloxwich;West Midlands;Black Country;74886;3040;5200;290;1200;210;0;0;050
England;Walthamstow;London;Waltham Forest;70867;520;7360;1010;380;600;0;0;140
England;Warrington North;North West;Cheshire;72350;2330;5190;560;1200;400;0;0;310
England;Warrington South;North West;Cheshire;76639;2420;5200;630;1050;330;0;0;360
England;Warwick and Leamington;West Midlands;Warwickshire;75440;2290;5150;690;980;540;0;0;350
England;Washington and Gateshead South;North East;Newcastle area;71775;2130;5090;480;1520;340;0;0;440
England;Watford;East of England;Hertfordshire;70576;2920;4960;1200;570;380;0;0;-020
England;Waveney Valley;East of England;Suffolk;70540;2810;2270;600;1270;2900;0;0;150
England;Weald of Kent;South East;Kent;70110;3290;2260;1010;2620;810;0;0;0
England;Wellingborough and Rushden;East Midlands;Northamptonshire;76669;2920;4130;500;1550;430;0;0;470
England;Wells and Mendip Hills;South West;Somerset;69843;3470;1550;3690;870;450;0;0;-040
England;Welwyn Hatfield;East of England;Hertfordshire;74535;3010;4260;900;1410;430;0;0;0
England;West Bromwich;West Midlands;Black Country;72208;3020;5040;290;1290;240;0;0;120
England;West Dorset;South West;Dorset;75390;3580;1530;4140;0;750;0;0;0
England;West Ham and Beckton;London;Newham;70590;730;7240;590;540;620;0;0;270
England;West Lancashire;North West;Lancashire;73652;1700;5910;590;1330;460;0;0;0
England;West Suffolk;East of England;Suffolk;76243;2650;2710;890;2550;750;0;0;450
England;West Worcestershire;West Midlands;Hereford and Worcestershire;76638;2670;2290;1750;2030;800;0;0;460
England;Westmorland and Lonsdale;North West;Cumbria;72322;2390;990;4420;1410;340;0;0;450
England;Weston-super-Mare;South West;Bristol area;70722;3170;3820;960;1600;450;0;0;0
England;Wetherby and Easingwold;Yorkshire and The Humber;North Yorkshire;71455;3020;2560;770;2190;770;0;0;690
England;Whitehaven and Workington;North West;Cumbria;73385;3100;5400;250;1090;170;0;0;0
England;Widnes and Halewood;North West;Cheshire;70865;940;7010;500;880;510;0;0;160
England;Wigan;North West;Western Manchester;75607;1470;5220;670;1900;490;0;0;250
England;Wimbledon;London;Merton;74641;2440;2100;4470;580;430;0;0;-020
England;Winchester;South East;Hampshire;76577;3280;1030;4400;810;500;0;0;-020
England;Windsor;South East;Berkshire;74338;2490;2570;1840;1850;660;0;0;600
England;Wirral West;North West;Merseyside;72126;2520;5520;430;1100;430;0;0;0
England;Witham;East of England;Essex;75064;2870;2400;940;2280;1010;0;0;490
England;Witney;South East;Oxfordshire;70042;3510;1900;3240;870;500;0;0;-020
England;Woking;South East;Surrey;71737;3010;1940;3820;780;490;0;0;-040
England;Wokingham;South East;Berkshire;70235;3390;1450;3790;840;520;0;0;0
England;Wolverhampton North East;West Midlands;Black Country;70449;3500;4580;310;1410;200;0;0;0
England;Wolverhampton South East;West Midlands;Black Country;75685;2710;5470;330;1320;170;0;0;0
England;Wolverhampton West;West Midlands;Black Country;75592;3020;5550;330;980;120;0;0;0
England;Worcester;West Midlands;Hereford and Worcestershire;73928;2160;4120;770;1640;840;0;0;480
England;Worsley and Eccles;North West;Central Manchester;76915;1710;5080;700;1740;470;0;0;290
England;Worthing West;South East;West Sussex;76293;2990;3780;710;1560;460;0;0;500
England;Wycombe;South East;Buckinghamshire;71769;3040;5160;830;630;460;0;0;-110
England;Wyre Forest;West Midlands;Hereford and Worcestershire;77015;2800;2900;760;2260;810;0;0;480
England;Wythenshawe and Sale East;North West;Central Manchester;76971;1340;5680;900;1320;520;0;0;240
England;Yeovil;South West;Somerset;76056;3620;1230;3690;960;550;0;0;-060
England;York Central;Yorkshire and The Humber;North Yorkshire;74854;1710;5370;1110;330;1160;0;0;320
England;York Outer;Yorkshire and The Humber;North Yorkshire;72720;2170;3480;1790;1570;510;0;0;500
Scotland;Aberdeen North;Scotland;Grampian;76895;1780;2410;690;240;0;4700;0;180
Scotland;Aberdeen South;Scotland;Grampian;76560;2490;2080;960;250;0;4030;0;190
Scotland;Aberdeenshire North and Moray East;Scotland;Grampian;71485;4000;1460;260;330;020;3940;0;0
Scotland;Airdrie and Shotts;Scotland;Glasgow area;70420;860;4850;190;190;0;3760;0;140
Scotland;Alloa and Grangemouth;Scotland;Central;72265;1770;2650;470;230;0;4610;0;270
Scotland;Angus and Perthshire Glens;Scotland;Tayside;77006;3340;1270;290;270;020;4600;0;220
Scotland;Arbroath and Broughty Ferry;Scotland;Tayside;76810;2180;2150;710;230;0;4490;0;240
Scotland;Argyll, Bute and South Lochaber;Scotland;Argyll and Bute;71707;2500;1880;1270;250;0;3920;0;190
Scotland;Ayr, Carrick and Cumnock;Scotland;Ayrshire and Lanark;72057;2710;2660;400;270;0;3750;0;200
Scotland;Bathgate and Linlithgow;Scotland;Edinburgh area;71650;1820;3060;750;200;0;3880;0;300
Scotland;Berwickshire, Roxburgh and Selkirk;Scotland;Borders;74867;4020;1470;450;320;020;3450;0;260
Scotland;Caithness, Sutherland and Easter Ross;Scotland;Highland;75173;820;1150;3870;180;0;3680;0;310
Scotland;Central Ayrshire;Scotland;Ayrshire and Lanark;69779;2470;2650;430;250;0;4020;0;190
Scotland;Coatbridge and Bellshill;Scotland;Glasgow area;72507;570;5020;160;200;0;3900;0;150
Scotland;Cowdenbeath and Kirkcaldy;Scotland;Fife;70329;1190;4830;370;170;0;3310;0;130
Scotland;Cumbernauld and Kirkintilloch;Scotland;Glasgow area;70579;740;4350;300;220;0;4380;0;0
Scotland;Dumfries and Galloway;Scotland;Dumfries and Galloway;76863;3680;1770;340;290;020;3650;0;240
Scotland;Dumfriesshire, Clydesdale and Tweeddale;Scotland;Dumfries and Galloway;70738;3900;1730;410;310;020;3380;0;250
Scotland;Dundee Central;Scotland;Tayside;75298;750;3610;470;240;0;4700;0;240
Scotland;Dunfermline and Dollar;Scotland;Fife;70725;1110;4190;470;200;0;3890;0;150
Scotland;East Kilbride and Strathaven;Scotland;Ayrshire and Lanark;75161;1510;3320;600;210;0;4080;0;280
Scotland;East Renfrewshire;Scotland;Glasgow area;72959;2500;2470;670;250;0;3920;0;190
Scotland;Edinburgh East and Musselburgh;Scotland;Edinburgh area;75705;710;4330;370;210;0;4210;0;160
Scotland;Edinburgh North and Leith;Scotland;Edinburgh area;76770;920;4110;690;200;0;3900;0;180
Scotland;Edinburgh South;Scotland;Edinburgh area;73315;850;6260;440;120;0;2230;0;090
Scotland;Edinburgh South West;Scotland;Edinburgh area;70980;1810;2620;870;220;0;4290;0;190
Scotland;Edinburgh West;Scotland;Edinburgh area;76723;840;1430;4340;170;0;3090;0;130
Scotland;Falkirk;Scotland;Central;75067;1900;2420;620;240;0;4650;0;180
Scotland;Glasgow East;Scotland;Glasgow area;69748;600;4810;210;200;0;4030;0;150
Scotland;Glasgow North;Scotland;Glasgow area;75236;440;4930;270;200;0;4010;0;150
Scotland;Glasgow North East;Scotland;Glasgow area;73210;520;5100;170;200;0;3860;0;150
Scotland;Glasgow South;Scotland;Glasgow area;70431;630;4570;320;210;0;4110;0;160
Scotland;Glasgow South West;Scotland;Glasgow area;71344;620;4890;230;200;0;3910;0;150
Scotland;Glasgow West;Scotland;Glasgow area;72499;750;4430;390;210;0;4070;0;160
Scotland;Glenrothes and Mid Fife;Scotland;Fife;69734;780;4440;250;220;0;4310;0;0
Scotland;Gordon and Buchan;Scotland;Grampian;70238;4050;1360;640;310;020;3610;0;0
Scotland;Hamilton and Clyde Valley;Scotland;Ayrshire and Lanark;74577;1290;4410;220;190;0;3750;0;140
Scotland;Inverclyde and Renfrewshire West;Scotland;Glasgow area;70418;880;4440;340;200;0;3980;0;150
Scotland;Inverness, Skye and West Ross-shire;Scotland;Highland;76903;1730;2070;1390;220;0;4420;0;170
Scotland;Kilmarnock and Loudoun;Scotland;Ayrshire and Lanark;74801;1690;3050;440;220;0;4340;0;260
Scotland;Livingston;Scotland;Edinburgh area;75454;1130;4000;350;210;0;4150;0;160
Scotland;Lothian East;Scotland;Edinburgh area;71287;1380;4860;350;190;0;2970;0;250
Scotland;Mid Dunbartonshire;Scotland;Glasgow area;75099;710;1490;3870;170;0;3490;0;260
Scotland;Midlothian;Scotland;Edinburgh area;71210;1090;4670;380;180;0;3550;0;140
Scotland;Moray West, Nairn and Strathspey;Scotland;Grampian;76237;3480;1340;340;280;020;4230;0;320
Scotland;Motherwell, Wishaw and Carluke;Scotland;Glasgow area;72318;1050;4340;220;200;0;3890;0;300
Scotland;Na h-Eileanan an Iar;Scotland;Western Isles;21177;1110;4470;240;190;0;3840;0;150
Scotland;North Ayrshire and Arran;Scotland;Ayrshire and Lanark;73588;2260;2590;400;220;0;4360;0;170
Scotland;North East Fife;Scotland;Fife;70452;630;1170;4240;180;0;3780;0;0
Scotland;Orkney and Shetland;Scotland;Orkney and Shetland;34824;470;1350;4770;200;0;3220;0;0
Scotland;Paisley and Renfrewshire North;Scotland;Glasgow area;69941;990;4160;410;210;0;4220;0;0
Scotland;Paisley and Renfrewshire South;Scotland;Glasgow area;69813;900;4230;330;210;0;4180;0;160
Scotland;Perth and Kinross-shire;Scotland;Tayside;76320;3540;1360;450;280;020;4120;0;230
Scotland;Rutherglen;Scotland;Ayrshire and Lanark;71612;850;4700;380;180;0;3610;0;280
Scotland;Stirling and Strathallan;Scotland;Central;77008;3150;1510;350;250;020;4720;0;0
Scotland;West Aberdeenshire and Kincardine;Scotland;Grampian;73634;3750;1350;650;290;020;3710;0;240
Scotland;West Dunbartonshire;Scotland;Glasgow area;70286;700;4380;220;210;0;4160;0;330
Wales;Aberafan Maesteg;Wales;West Glamorgan;69817;1250;5510;540;1070;410;1040;0;180
Wales;Alyn and Deeside;Wales;Clwyd;75695;2740;4830;420;1080;330;580;0;030
Wales;Bangor Aberconwy;Wales;Clwyd;70468;2470;4220;360;820;310;1790;0;030
Wales;Blaenau Gwent and Rhymney;Wales;Gwent;71079;1340;6520;640;0;420;940;0;130
Wales;Brecon, Radnor and Cwm Tawe;Wales;Powys;72113;2790;1680;3160;1180;430;610;0;150
Wales;Bridgend;Wales;Mid Glamorgan;70770;2840;4430;470;1060;400;770;0;030
Wales;Caerfyrddin;Wales;Dyfed;72683;2420;2390;270;1080;410;3400;0;030
Wales;Caerphilly;Wales;Gwent;72458;1530;4500;420;1580;370;1610;0;0
Wales;Cardiff East;Wales;South Glamorgan;72463;1250;6150;1110;660;420;290;0;120
Wales;Cardiff North;Wales;South Glamorgan;71143;1980;5290;660;1010;500;550;0;0
Wales;Cardiff South and Penarth;Wales;South Glamorgan;72269;1900;5230;1160;420;840;450;0;0
Wales;Cardiff West;Wales;South Glamorgan;73947;1650;5280;590;920;480;1030;0;050
Wales;Ceredigion Preseli;Wales;Dyfed;74063;2010;2070;990;840;480;3580;0;020
Wales;Clwyd East;Wales;Clwyd;76395;3040;4320;350;1150;370;730;0;030
Wales;Clwyd North;Wales;Clwyd;76150;2850;4490;320;990;380;960;0;0
Wales;Dwyfor Meirionnydd;Wales;Gwynedd;72533;1410;2410;370;780;340;4670;0;020
Wales;Gower;Wales;West Glamorgan;76801;2550;5070;510;880;250;720;0;030
Wales;Llanelli;Wales;Dyfed;69895;2020;4280;220;940;250;2280;0;020
Wales;Merthyr Tydfil and Aberdare;Wales;Mid Glamorgan;74805;1090;5180;740;1240;300;910;0;550
Wales;Mid and South Pembrokeshire;Wales;Dyfed;76820;2780;3910;460;1440;570;800;0;030
Wales;Monmouthshire;Wales;Gwent;72681;2850;3500;810;1510;670;540;0;120
Wales;Montgomeryshire and Glyndwr;Wales;Powys;74223;2960;2850;1440;1580;600;580;0;0
Wales;Neath and Swansea East;Wales;West Glamorgan;74705;1590;5070;600;1310;370;1050;0;0
Wales;Newport East;Wales;Gwent;76159;2380;5150;550;1060;380;450;0;020
Wales;Newport West and Islwyn;Wales;Gwent;76234;2580;4830;330;1170;370;700;0;030
Wales;Pontypridd;Wales;Mid Glamorgan;73743;1450;4700;710;1040;380;1210;0;510
Wales;Rhondda and Ogmore;Wales;Mid Glamorgan;73557;890;6090;470;800;340;1410;0;0
Wales;Swansea West;Wales;West Glamorgan;74612;1560;5320;870;1030;460;750;0;020
Wales;Torfaen;Wales;Gwent;70591;2400;4930;420;1310;350;570;0;020
Wales;Vale of Glamorgan;Wales;South Glamorgan;70426;2910;4720;280;970;590;410;0;130
Wales;Wrexham;Wales;Clwyd;70964;2910;4280;490;1070;360;860;0;030
Wales;Ynys Mon;Wales;Gwynedd;52415;1640;3330;220;1290;250;3250;0;030
Northern Ireland;Antrim East;1;Antrim;69936;5943;241;12312;9406;946;3247;0;5167
Northern Ireland;Antrim North;1;Antrim;71165;8805;785;15400;5334;371;7237;0;6119
Northern Ireland;Antrim South;1;Antrim;71646;13045;610;10220;7315;326;6297;0;5160
Northern Ireland;Belfast East;1;Antrim;70076;3000;0;15554;18190;270;1166;0;4266
Northern Ireland;Belfast North;1;Antrim;71732;540;0;15216;3841;301;24379;0;4760
Northern Ireland;Belfast South;1;Antrim;71978;2001;23606;6630;5822;414;1787;0;7091
Northern Ireland;Belfast West;1;Antrim;71921;499;796;1418;1499;278;22067;6194;6031
Northern Ireland;Down North;1;Down;70412;5372;0;10647;17530;243;1050;0;5801
Northern Ireland;Down South;1;Down;71772;4059;10868;2670;5902;419;17948;0;7895
Northern Ireland;Fermanagh and South Tyrone;1;Fermanagh;74643;22169;919;0;2110;134;22564;0;2866
Northern Ireland;Foyle;1;Londonderry;69890;1731;23424;272;1009;358;11319;2032;6999
Northern Ireland;Lagan Valley;1;Antrim;76332;9208;469;14104;12162;336;2548;0;6578
Northern Ireland;Londonderry East;1;Londonderry;72213;4251;3276;11111;5121;364;7699;0;7481
Northern Ireland;Newry and Armagh;1;Armagh;74585;4977;5725;5704;3353;431;22149;0;8441
