Country;Constituency;Area;County;Electorate;CON;LAB;LIB;UKIP;Green;NAT;MIN;OTH
England;Amber Valley;East Midlands;Derbyshire;70625;2900;3400;600;2500;500;0;0;000
England;Ashfield;East Midlands;Nottinghamshire;69819;1100;3100;400;3300;500;0;0;1600
England;Bassetlaw;East Midlands;Nottinghamshire;75773;3000;4200;600;2000;200;0;0;000
England;Bolsover;East Midlands;Derbyshire;74680;2000;4300;400;2800;500;0;0;000
England;Boston and Skegness;East Midlands;Lincolnshire;75806;3500;2300;400;3400;300;0;0;100
England;Broxtowe;East Midlands;Nottinghamshire;72461;2000;4300;700;2200;800;0;0;000
England;Chesterfield;East Midlands;Derbyshire;70722;1600;5300;600;1500;800;0;0;100
England;Corby and East Northamptonshire;East Midlands;Northamptonshire;76748;2600;4600;500;1800;400;0;0;100
England;Daventry;East Midlands;Northamptonshire;76539;3700;2900;1400;1700;400;0;0;000
England;Derby North;East Midlands;Derbyshire;71876;2400;5000;400;1400;700;0;0;000
England;Derby South;East Midlands;Derbyshire;72067;1500;4100;800;2200;800;0;0;600
England;Derbyshire Dales;East Midlands;Derbyshire;71435;3200;4200;700;1500;400;0;0;000
England;Erewash;East Midlands;Derbyshire;71986;2600;4300;500;2000;500;0;0;100
England;Gainsborough;East Midlands;Lincolnshire;74750;3700;2900;800;2200;400;0;0;000
England;Gedling;East Midlands;Nottinghamshire;75795;2200;5600;400;1400;400;0;0;100
England;Grantham and Bourne;East Midlands;Lincolnshire;72071;3400;3100;600;2200;600;0;0;200
England;Harborough, Oadby and Wigston;East Midlands;Leicestershire;74810;3700;3300;1300;1100;500;0;0;100
England;High Peak;East Midlands;Derbyshire;73960;2300;5200;300;1400;800;0;0;000
England;Hinckley and Bosworth;East Midlands;Leicestershire;75683;3700;1800;2600;1400;400;0;0;100
England;Kettering;East Midlands;Northamptonshire;76163;3100;3700;500;2000;800;0;0;000
England;Leicester East;East Midlands;Leicestershire;76465;2300;3700;900;1000;700;0;0;1400
England;Leicester South;East Midlands;Leicestershire;71007;1200;4500;500;800;1100;0;0;2000
England;Leicester West;East Midlands;Leicestershire;76992;1500;4700;800;1800;1000;0;0;200
England;Lincoln;East Midlands;Lincolnshire;74128;2100;4800;600;2000;500;0;0;000
England;Loughborough;East Midlands;Leicestershire;73902;2500;5100;500;1500;500;0;0;000
England;Louth and Horncastle;East Midlands;Lincolnshire;75959;4100;2600;500;2500;300;0;0;100
England;Mansfield;East Midlands;Nottinghamshire;74680;3200;4300;400;1800;300;0;0;000
England;Melton and Syston;East Midlands;Leicestershire;71615;3400;3000;700;2000;800;0;0;100
England;Mid Derbyshire;East Midlands;Derbyshire;70085;3300;4200;600;1400;500;0;0;000
England;Mid Leicestershire;East Midlands;Leicestershire;76173;3300;4200;600;1500;400;0;0;000
England;Newark;East Midlands;Nottinghamshire;76478;3900;4000;400;1200;400;0;0;000
England;North East Derbyshire;East Midlands;Derbyshire;72344;3100;4200;600;1700;500;0;0;000
England;North West Leicestershire;East Midlands;Leicestershire;75373;3000;4100;700;1500;500;0;0;100
England;Northampton North;East Midlands;Northamptonshire;75713;2000;5300;400;1800;500;0;0;000
England;Northampton South;East Midlands;Northamptonshire;71512;2900;4300;500;1800;400;0;0;000
England;Nottingham East;East Midlands;Nottinghamshire;75327;900;6200;500;900;1300;0;0;100
England;Nottingham North and Kimberley;East Midlands;Nottinghamshire;74515;1600;4800;400;2300;900;0;0;000
England;Nottingham South;East Midlands;Nottinghamshire;76076;1200;5000;1000;1400;1200;0;0;100
England;Rushcliffe;East Midlands;Nottinghamshire;76171;2600;5000;600;1300;400;0;0;100
England;Rutland and Stamford;East Midlands;Leicestershire;70864;4400;2000;1600;1500;400;0;0;100
England;Sherwood Forest;East Midlands;Nottinghamshire;76543;2900;3200;600;2500;700;0;0;000
England;Sleaford and North Hykeham;East Midlands;Lincolnshire;73380;3400;3100;600;2400;300;0;0;000
England;South Derbyshire;East Midlands;Derbyshire;71202;3100;3600;400;2300;500;0;0;100
England;South Holland and the Deepings;East Midlands;Lincolnshire;76139;3900;2800;600;2400;300;0;0;000
England;South Leicestershire;East Midlands;Leicestershire;75634;3600;2600;1600;1900;400;0;0;000
England;South Northamptonshire;East Midlands;Northamptonshire;76555;3200;3100;900;2000;700;0;0;100
England;Wellingborough and Rushden;East Midlands;Northamptonshire;76669;2600;3700;900;2300;500;0;0;000
England;Basildon and Billericay;East of England;Essex;76993;2500;3300;500;2900;600;0;0;100
England;Bedford;East of England;Bedfordshire;70068;2000;4900;900;1300;900;0;0;000
England;Braintree;East of England;Essex;75662;3600;3100;600;2300;400;0;0;000
England;Brentwood and Ongar;East of England;Essex;74937;3900;2500;1100;1800;500;0;0;100
England;Broadland and Fakenham;East of England;Norfolk;72907;3500;3700;800;1600;400;0;0;000
England;Broxbourne;East of England;Hertfordshire;75454;3400;3200;800;2100;500;0;0;000
England;Bury St Edmunds and Stowmarket;East of England;Suffolk;75655;3400;3400;500;1600;1000;0;0;100
England;Cambridge;East of England;Cambridgeshire;72560;800;4800;2900;000;1400;0;0;100
England;Castle Point;East of England;Essex;70923;4100;2400;500;2800;300;0;0;000
England;Central Suffolk and North Ipswich;East of England;Essex;71020;3200;3300;800;2100;600;0;0;000
England;Chelmsford;East of England;Essex;76454;2600;1400;4000;1700;300;0;0;000
England;Clacton;East of England;Essex;75959;3000;1900;500;4000;600;0;0;100
England;Colchester;East of England;Essex;76843;2200;5000;900;1400;400;0;0;100
England;Dunstable and Leighton Buzzard;East of England;Bedfordshire;74069;2600;3400;1300;2100;500;0;0;100
England;Ely and East Cambridgeshire;East of England;Cambridgeshire;76279;2900;1200;4000;1500;300;0;0;000
England;Epping Forest;East of England;Essex;74553;4000;3500;1100;000;600;0;0;800
England;Great Yarmouth;East of England;Norfolk;70077;2300;2900;500;3600;500;0;0;200
England;Harlow;East of England;Essex;73479;2900;3500;600;2700;400;0;0;100
England;Harpenden and Berkhamsted;East of England;Hertfordshire;71635;2700;1300;4200;1600;300;0;0;000
England;Harwich and North Essex;East of England;Essex;74838;3400;3400;800;1800;600;0;0;000
England;Hemel Hempstead;East of England;Hertfordshire;70496;2600;4100;900;1800;600;0;0;000
England;Hertford and Stortford;East of England;Hertfordshire;75396;3100;3600;700;1800;800;0;0;100
England;Hertsmere;East of England;Hertfordshire;73256;4500;3200;800;1100;400;0;0;100
England;Hitchin;East of England;Hertfordshire;72112;2700;4300;1300;1200;500;0;0;100
England;Huntingdon;East of England;Cambridgeshire;75590;3400;3300;1100;1600;500;0;0;100
England;Ipswich;East of England;Suffolk;75117;2900;4600;600;1300;700;0;0;000
England;Lowestoft;East of England;Suffolk;73967;2800;4000;400;2200;600;0;0;000
England;Luton North;East of England;Bedfordshire;73266;1600;4400;900;1900;600;0;0;500
England;Luton South and South Bedfordshire;East of England;Bedfordshire;70197;1700;4800;800;1500;700;0;0;600
England;Maldon;East of England;Essex;76794;3800;2200;1000;2700;300;0;0;000
England;Mid Bedfordshire;East of England;Bedfordshire;71748;3000;3600;1000;1800;500;0;0;100
England;Mid Norfolk;East of England;Norfolk;71060;3700;3300;800;1800;400;0;0;000
England;North Bedfordshire;East of England;Bedfordshire;76319;3600;2900;1300;1700;500;0;0;000
England;North East Cambridgeshire;East of England;Cambridgeshire;70806;3700;2700;1000;2100;400;0;0;100
England;North East Hertfordshire;East of England;Hertfordshire;76849;3000;3900;900;1600;600;0;0;000
England;North Norfolk;East of England;Norfolk;70719;3000;600;4700;1500;200;0;0;000
England;North West Cambridgeshire;East of England;Cambridgeshire;73556;2900;3800;800;2000;600;0;0;000
England;North West Essex;East of England;Essex;76280;4200;2300;2000;900;600;0;0;000
England;North West Norfolk;East of England;Norfolk;75200;3800;3000;1200;1600;400;0;0;000
England;Norwich North;East of England;Norfolk;71441;2100;4400;600;1800;900;0;0;100
England;Norwich South;East of England;Norfolk;73201;1200;5600;500;1300;1400;0;0;100
England;Peterborough;East of England;Cambridgeshire;72273;2700;4300;700;1600;700;0;0;100
England;Rayleigh and Wickford;East of England;Essex;76422;4500;2600;700;1900;400;0;0;000
England;South Basildon and East Thurrock;East of England;Essex;73322;3200;3700;600;2200;300;0;0;100
England;South Cambridgeshire;East of England;Cambridgeshire;75484;2400;1100;4900;1000;400;0;0;100
England;South Norfolk;East of England;Norfolk;69837;2800;4000;900;1800;400;0;0;000
England;South Suffolk;East of England;Suffolk;71070;3400;2900;1000;2000;700;0;0;000
England;South West Hertfordshire;East of England;Hertfordshire;71552;3100;2300;2300;1600;700;0;0;000
England;South West Norfolk;East of England;Norfolk;72496;3200;3000;600;2300;400;0;0;500
England;Southend East and Rochford;East of England;Essex;70094;3200;3800;800;1400;600;0;0;100
England;Southend West and Leigh;East of England;Essex;76824;3100;3600;700;1900;400;0;0;200
England;St Albans;East of England;Hertfordshire;70881;1400;900;6300;600;600;0;0;300
England;St Neots and Mid Cambridgeshire;East of England;Cambridgeshire;74699;2900;1700;3700;1200;400;0;0;100
England;Stevenage;East of England;Hertfordshire;70370;2600;4400;600;1700;600;0;0;000
England;Suffolk Coastal;East of England;Suffolk;72683;3100;3800;1200;1400;400;0;0;000
England;Thurrock;East of England;Essex;73347;2600;4600;400;1900;400;0;0;100
England;Watford;East of England;Hertfordshire;70576;2200;4000;1700;1500;500;0;0;100
England;Waveney Valley;East of England;Suffolk;70540;3500;1800;500;1500;2700;0;0;000
England;Welwyn Hatfield;East of England;Hertfordshire;74535;2600;4700;700;1500;500;0;0;000
England;West Suffolk;East of England;Suffolk;76243;3300;2900;1100;2000;700;0;0;100
England;Witham;East of England;Essex;75064;3600;3000;800;1900;700;0;0;000
England;Barking;London;Barking and Dagenham;71822;1100;5100;500;1700;900;0;0;600
England;Battersea;London;Wandsworth;71949;1700;5900;900;800;700;0;0;100
England;Beckenham and Penge;London;Bromley;76625;1900;4700;1500;1200;700;0;0;000
England;Bermondsey and Old Southwark;London;Southwark;70602;700;4700;2600;900;800;0;0;300
England;Bethnal Green and Stepney;London;Tower Hamlets;77000;600;5100;1000;600;1400;0;0;1300
England;Bexleyheath and Crayford;London;Bexley;69948;3100;3600;600;2200;500;0;0;000
England;Brent East;London;Brent;75880;1100;6600;700;800;800;0;0;100
England;Brent West;London;Brent;76443;2000;4300;1500;1100;900;0;0;200
England;Brentford and Isleworth;London;Hounslow;76354;1500;4500;1600;1200;1000;0;0;300
England;Bromley and Biggin Hill;London;Bromley;71515;3000;3800;1100;1600;600;0;0;000
England;Carshalton and Wallington;London;Sutton;72755;2300;1200;4500;1500;400;0;0;100
England;Chelsea and Fulham;London;Hammersmith and Fulham;76481;3100;4400;1100;800;500;0;0;000
England;Chingford and Woodford Green;London;Waltham Forest;75677;2600;3500;400;800;500;0;0;2300
England;Chipping Barnet;London;Barnet;76187;3000;4400;700;1200;600;0;0;100
England;Cities of London and Westminster;London;City of Westminster;73140;2800;3900;1800;700;700;0;0;100
England;Clapham and Brixton Hill;London;Lambeth;75460;900;5700;1700;600;1200;0;0;100
England;Croydon East;London;Croydon;75436;1900;4300;1200;1700;900;0;0;000
England;Croydon South;London;Croydon;71541;3700;3800;1100;900;500;0;0;000
England;Croydon West;London;Croydon;70812;900;6400;800;1000;900;0;0;100
England;Dagenham and Rainham;London;Barking and Dagenham;73627;1400;3800;600;3100;700;0;0;300
England;Dulwich and West Norwood;London;Lambeth;74314;500;6500;600;500;1700;0;0;100
England;Ealing Central and Acton;London;Ealing;75399;1200;5500;1700;600;900;0;0;100
England;Ealing North;London;Ealing;72985;1500;5000;1100;1200;900;0;0;300
England;Ealing Southall;London;Ealing;75085;1400;5700;700;800;1300;0;0;000
England;East Ham;London;Newham;70902;1000;6100;400;700;1000;0;0;700
England;Edmonton and Winchmore Hill;London;Enfield;75204;1500;5100;800;1100;900;0;0;600
England;Eltham and Chislehurst;London;Greenwich;74179;2100;5000;400;1900;600;0;0;000
England;Enfield North;London;Enfield;76824;1700;4900;900;1300;800;0;0;500
England;Erith and Thamesmead;London;Greenwich;76728;1200;5700;700;1200;1000;0;0;100
England;Feltham and Heston;London;Hounslow;75226;1600;4400;800;1800;1000;0;0;300
England;Finchley and Golders Green;London;Barnet;75761;3400;3300;2000;800;400;0;0;100
England;Greenwich and Woolwich;London;Greenwich;69824;1000;5700;1200;800;1200;0;0;000
England;Hackney North and Stoke Newington;London;Hackney;75401;600;6500;700;500;1600;0;0;100
England;Hackney South and Shoreditch;London;Hackney;75197;400;7400;500;400;1300;0;0;000
England;Hammersmith and Chiswick;London;Hammersmith and Fulham;74746;1500;5400;800;1000;1100;0;0;100
England;Hampstead and Highgate;London;Camden;74222;1300;5700;1400;600;1000;0;0;100
England;Harrow East;London;Harrow;76299;4200;4000;600;700;500;0;0;000
England;Harrow West;London;Harrow;74060;2000;5400;900;900;600;0;0;100
England;Hayes and Harlington;London;Hillingdon;72897;1800;5200;900;1300;900;0;0;000
England;Hendon;London;Barnet;71496;2600;4300;600;1200;600;0;0;600
England;Holborn and St Pancras;London;Camden;75475;800;5500;700;700;1000;0;0;1300
England;Hornchurch and Upminster;London;Havering;76938;3500;3300;600;2000;500;0;0;100
England;Hornsey and Friern Barnet;London;Haringey;70565;700;5700;1500;300;1700;0;0;000
England;Ilford North;London;Redbridge;74684;1800;4000;600;1300;700;0;0;1500
England;Ilford South;London;Redbridge;74065;1300;4800;700;900;900;0;0;1500
England;Islington North;London;Islington;73970;300;4300;400;300;800;0;0;3800
England;Islington South and Finsbury;London;Islington;75905;700;6100;1400;600;1200;0;0;000
England;Kensington and Bayswater;London;Kensington and Chelsea;75980;2300;4100;1800;900;800;0;0;100
England;Kingston and Surbiton;London;Kingston upon Thames;75410;1400;1500;5100;1100;800;0;0;300
England;Lewisham East;London;Lewisham;71706;900;5800;1000;700;1500;0;0;000
England;Lewisham North;London;Lewisham;73504;500;6300;600;500;2100;0;0;000
England;Lewisham West and East Dulwich;London;Lewisham;69904;700;6200;700;600;1500;0;0;300
England;Leyton and Wanstead;London;Waltham Forest;71330;900;6500;700;800;1000;0;0;000
England;Mitcham and Morden;London;Merton;76877;1100;5500;1200;1100;1000;0;0;100
England;Old Bexley and Sidcup;London;Bexley;74317;3700;2600;1000;2100;600;0;0;000
England;Orpington;London;Bromley;71571;3500;3500;800;1900;400;0;0;000
England;Peckham;London;Southwark;71176;500;6300;900;500;1700;0;0;100
England;Poplar and Limehouse;London;Tower Hamlets;75814;1000;5200;1200;700;1300;0;0;600
England;Putney;London;Wandsworth;73041;1900;5400;1300;700;700;0;0;000
England;Queen's Park and Maida Vale;London;City of Westminster;75256;1000;6100;1000;700;1100;0;0;000
England;Richmond Park;London;Richmond upon Thames;75037;1800;1000;5500;700;600;0;0;300
England;Romford;London;Havering;72730;3500;3400;600;1900;600;0;0;100
England;Ruislip, Northwood and Pinner;London;Hillingdon;72168;4000;3500;900;1200;400;0;0;000
England;Southgate and Wood Green;London;Enfield;76034;1400;5700;800;900;1100;0;0;000
England;Stratford and Bow;London;Newham;73849;700;5200;600;600;1400;0;0;1500
England;Streatham and Croydon North;London;Lambeth;76050;900;5800;1600;600;1100;0;0;100
England;Sutton and Cheam;London;Sutton;71284;2800;1100;4500;1200;400;0;0;000
England;Tooting;London;Wandsworth;76986;1400;6300;800;500;900;0;0;100
England;Tottenham;London;Haringey;75968;600;5500;600;700;1600;0;0;900
England;Twickenham;London;Richmond upon Thames;75889;1200;900;6600;600;500;0;0;200
England;Uxbridge and South Ruislip;London;Hillingdon;75042;3200;4400;600;1200;500;0;0;000
England;Vauxhall and Camberwell Green;London;Lambeth;69995;700;5900;1400;600;1300;0;0;100
England;Walthamstow;London;Waltham Forest;70867;600;6900;400;500;1400;0;0;300
England;West Ham and Beckton;London;Newham;70590;700;6200;500;1200;1400;0;0;000
England;Wimbledon;London;Merton;74641;2200;1500;4600;1000;400;0;0;200
England;Bishop Auckland;North East;Durham;70879;2300;4800;400;2100;300;0;0;000
England;Blaydon and Consett;North East;Durham;70163;1500;5000;900;1800;800;0;0;000
England;Blyth and Ashington;North East;Northumberland;75452;1000;5900;400;2200;500;0;0;000
England;City of Durham;North East;Durham;72878;1400;5600;1300;1100;600;0;0;000
England;Cramlington and Killingworth;North East;Newcastle area;73295;1700;5100;800;1700;700;0;0;100
England;Darlington;North East;Durham;70446;3000;4400;600;1300;700;0;0;000
England;Easington;North East;Durham;70043;900;5100;500;2800;500;0;0;200
England;Gateshead Central and Whickham;North East;Newcastle area;70994;1100;3900;1500;2300;1000;0;0;200
England;Hartlepool;North East;Teesside;71228;1400;4700;500;3000;400;0;0;000
England;Hexham;North East;Northumberland;72738;3600;5300;600;000;500;0;0;100
England;Houghton and Sunderland South;North East;Newcastle area;76883;1300;4700;500;2700;900;0;0;000
England;Jarrow and Gateshead East;North East;Newcastle area;71106;800;4900;900;2400;1000;0;0;100
England;Middlesbrough and Thornaby East;North East;Teesside;71742;800;4800;800;2500;1000;0;0;100
England;Middlesbrough South and East Cleveland;North East;Teesside;69967;3500;5500;600;000;500;0;0;000
England;Newcastle upon Tyne Central and West;North East;Newcastle area;76460;900;6200;500;1600;700;0;0;000
England;Newcastle upon Tyne East and Wallsend;North East;Newcastle area;76875;800;4800;1300;1500;1600;0;0;100
England;Newcastle upon Tyne North;North East;Newcastle area;76503;1400;5500;1000;1100;900;0;0;000
England;Newton Aycliffe and Spennymoor;North East;Durham;71299;1700;5500;300;2100;300;0;0;100
England;North Durham;North East;Durham;73079;1300;3700;900;2800;800;0;0;400
England;North Northumberland;North East;Northumberland;72541;3100;3400;1100;1700;400;0;0;300
England;Redcar;North East;Teesside;71331;2600;4600;500;1700;500;0;0;100
England;South Shields;North East;Newcastle area;69725;1000;4100;500;1900;1100;0;0;1300
England;Stockton North;North East;Teesside;69779;1300;5100;400;2600;600;0;0;000
England;Stockton West;North East;Teesside;70108;3500;3900;400;1700;500;0;0;000
England;Sunderland Central;North East;Newcastle area;72688;1500;4500;1000;2200;900;0;0;000
England;Tynemouth;North East;Newcastle area;73022;1700;5400;800;1300;700;0;0;100
England;Washington and Gateshead South;North East;Newcastle area;71775;1300;5100;700;2400;500;0;0;100
England;Altrincham and Sale West;North West;Central Manchester;73934;2700;4300;900;1100;900;0;0;100
England;Ashton-under-Lyne;North West;Eastern Manchester;72278;1400;5200;600;1800;800;0;0;100
England;Barrow and Furness;North West;Cumbria;76603;2900;4400;400;1500;700;0;0;100
England;Birkenhead;North West;Merseyside;76271;600;5400;900;1500;1600;0;0;100
England;Blackburn;North West;Lancashire;70586;1300;4500;500;1400;700;0;0;1600
England;Blackley and Middleton South;North West;Central Manchester;71735;1000;6100;500;1700;600;0;0;000
England;Blackpool North and Fleetwood;North West;Lancashire;75396;2600;4000;500;2500;300;0;0;000
England;Blackpool South;North West;Lancashire;76071;1700;4700;500;2600;400;0;0;100
England;Bolton North East;North West;Western Manchester;77020;2100;4500;500;2300;400;0;0;100
England;Bolton South and Walkden;North West;Western Manchester;75716;1400;5300;500;1900;900;0;0;000
England;Bolton West;North West;Western Manchester;72125;3200;4100;400;1700;400;0;0;100
England;Bootle;North West;Merseyside;75194;300;6300;500;1300;1500;0;0;000
England;Burnley;North West;Lancashire;75436;2300;4600;700;1600;800;0;0;100
England;Bury North;North West;Western Manchester;77009;2800;5200;300;1200;500;0;0;000
England;Bury South;North West;Western Manchester;74598;2000;4600;600;1900;800;0;0;100
England;Carlisle;North West;Cumbria;75868;2800;3700;700;2100;500;0;0;200
England;Cheadle;North West;Eastern Manchester;73775;2900;1100;4900;800;300;0;0;000
England;Chester North and Neston;North West;Cheshire;72327;1600;5300;600;1800;700;0;0;000
England;Chester South and Eddisbury;North West;Cheshire;71975;3600;3800;1100;1100;400;0;0;100
England;Chorley;North West;Lancashire;74568;000;000;000;500;1000;0;0;8500
England;Congleton;North West;Cheshire;69836;3600;4200;400;1300;400;0;0;000
England;Crewe and Nantwich;North West;Cheshire;76236;2100;4300;500;2400;600;0;0;100
England;Ellesmere Port and Bromborough;North West;Cheshire;71027;800;6300;700;1500;600;0;0;100
England;Fylde;North West;Lancashire;75114;3200;3500;600;2000;400;0;0;200
England;Gorton and Denton;North West;Central Manchester;74306;900;4900;900;1600;1300;0;0;400
England;Hazel Grove;North West;Eastern Manchester;72941;2100;1300;5200;1200;200;0;0;000
England;Heywood and Middleton North;North West;Eastern Manchester;73306;1400;4000;500;2900;000;0;0;1200
England;Hyndburn;North West;Lancashire;69971;2600;5200;400;1400;500;0;0;000
England;Knowsley;North West;Merseyside;71228;300;6900;300;1200;1300;0;0;100
England;Lancaster and Wyre;North West;Lancashire;74992;2100;5000;500;1600;800;0;0;000
England;Leigh and Atherton;North West;Western Manchester;76363;1400;5000;400;2700;500;0;0;100
England;Liverpool Garston;North West;Merseyside;70372;600;5700;1100;900;800;0;0;900
England;Liverpool Riverside;North West;Merseyside;70157;400;6200;500;800;1900;0;0;200
England;Liverpool Walton;North West;Merseyside;75926;300;7600;300;900;900;0;0;100
England;Liverpool Wavertree;North West;Merseyside;71076;400;6400;800;600;1700;0;0;100
England;Liverpool West Derby;North West;Merseyside;70730;300;7000;400;1300;1000;0;0;000
England;Macclesfield;North West;Cheshire;75881;2600;5200;500;1300;400;0;0;000
England;Makerfield;North West;Western Manchester;76517;1100;5300;400;2500;600;0;0;000
England;Manchester Central;North West;Central Manchester;75311;800;5500;800;1500;1300;0;0;100
England;Manchester Rusholme;North West;Central Manchester;70692;600;5900;000;800;1700;0;0;1000
England;Manchester Withington;North West;Central Manchester;71614;600;5700;1200;600;1900;0;0;100
England;Mid Cheshire;North West;Cheshire;69775;2000;4800;500;2000;700;0;0;100
England;Morecambe and Lunesdale;North West;Lancashire;76040;3200;4100;900;1400;400;0;0;000
England;Oldham East and Saddleworth;North West;Eastern Manchester;72997;1800;3600;1000;2300;700;0;0;700
England;Oldham West, Chadderton and Royton;North West;Eastern Manchester;74183;1200;4300;500;1600;500;0;0;1900
England;Pendle and Clitheroe;North West;Lancashire;76941;3300;3900;800;1700;400;0;0;000
England;Penrith and Solway;North West;Cumbria;76720;3100;4300;700;1400;500;0;0;100
England;Preston;North West;Lancashire;72946;1200;5400;700;1400;700;0;0;800
England;Ribble Valley;North West;Lancashire;75993;3200;3500;1300;1600;300;0;0;100
England;Rochdale;North West;Eastern Manchester;71697;1600;4400;800;1300;500;0;0;1400
England;Rossendale and Darwen;North West;Lancashire;74593;2500;4200;500;2200;400;0;0;100
England;Runcorn and Helsby;North West;Cheshire;70950;1400;5400;500;1800;800;0;0;100
England;Salford;North West;Central Manchester;72169;700;5500;600;1900;1200;0;0;000
England;Sefton Central;North West;Merseyside;74746;1400;6400;500;1100;400;0;0;100
England;South Ribble;North West;Lancashire;72029;2400;5100;400;1600;500;0;0;000
England;Southport;North West;Merseyside;74168;2500;4400;1000;1700;400;0;0;100
England;St Helens North;North West;Merseyside;76082;1000;5300;600;2100;1100;0;0;000
England;St Helens South and Whiston;North West;Merseyside;70302;700;5600;600;1600;1000;0;0;500
England;Stalybridge and Hyde;North West;Eastern Manchester;73028;1400;5500;400;2000;600;0;0;100
England;Stockport;North West;Eastern Manchester;74769;1100;5300;1000;1500;1100;0;0;000
England;Stretford and Urmston;North West;Central Manchester;73212;1200;5300;600;1500;1100;0;0;300
England;Tatton;North West;Cheshire;75538;3300;3900;1000;1400;400;0;0;000
England;Wallasey;North West;Merseyside;73054;900;5400;600;2000;1100;0;0;100
England;Warrington North;North West;Cheshire;72350;1500;4900;800;2300;600;0;0;000
England;Warrington South;North West;Cheshire;76639;2100;5000;800;1600;500;0;0;000
England;West Lancashire;North West;Lancashire;73652;1300;5800;500;1800;600;0;0;000
England;Westmorland and Lonsdale;North West;Cumbria;72322;1800;400;6300;1100;200;0;0;200
England;Whitehaven and Workington;North West;Cumbria;73385;1900;5100;400;1900;600;0;0;000
England;Widnes and Halewood;North West;Cheshire;70865;600;6900;300;1400;700;0;0;000
England;Wigan;North West;Western Manchester;75607;1200;4800;500;2600;800;0;0;000
England;Wirral West;North West;Merseyside;72126;2200;5500;500;1200;500;0;0;000
England;Worsley and Eccles;North West;Central Manchester;76915;1400;4900;700;2000;800;0;0;100
England;Wythenshawe and Sale East;North West;Central Manchester;76971;1100;5700;700;1600;800;0;0;100
Scotland;Aberdeen North;Scotland;Grampian;76895;1000;3300;300;1100;200;3800;0;400
Scotland;Aberdeen South;Scotland;Grampian;76560;2200;2300;600;800;300;3600;0;300
Scotland;Aberdeenshire North and Moray East;Scotland;Grampian;71485;3000;1200;400;1600;000;3800;0;000
Scotland;Airdrie and Shotts;Scotland;Glasgow area;70420;500;5200;200;900;000;3200;0;100
Scotland;Alloa and Grangemouth;Scotland;Central;72265;700;4000;200;1100;500;3200;0;400
Scotland;Angus and Perthshire Glens;Scotland;Tayside;77006;2500;1300;400;1100;000;4400;0;200
Scotland;Arbroath and Broughty Ferry;Scotland;Tayside;76810;1400;3100;500;900;000;3800;0;400
Scotland;Argyll, Bute and South Lochaber;Scotland;Argyll and Bute;71707;2100;2000;1000;900;000;3700;0;400
Scotland;Ayr, Carrick and Cumnock;Scotland;Ayrshire and Lanark;72057;1800;2700;400;1000;400;3400;0;300
Scotland;Bathgate and Linlithgow;Scotland;Edinburgh area;71650;700;3800;300;1100;600;2900;0;500
Scotland;Berwickshire, Roxburgh and Selkirk;Scotland;Borders;74867;3700;1300;400;1100;200;3200;0;100
Scotland;Caithness, Sutherland and Easter Ross;Scotland;Highland;75173;500;1200;3000;1400;900;2800;0;300
Scotland;Central Ayrshire;Scotland;Ayrshire and Lanark;69779;1500;3600;400;1000;100;3200;0;300
Scotland;Coatbridge and Bellshill;Scotland;Glasgow area;72507;200;5500;100;1000;300;2900;0;100
Scotland;Cowdenbeath and Kirkcaldy;Scotland;Fife;70329;700;5100;300;800;400;2500;0;100
Scotland;Cumbernauld and Kirkintilloch;Scotland;Glasgow area;70579;300;4500;200;900;400;3700;0;000
Scotland;Dumfries and Galloway;Scotland;Dumfries and Galloway;76863;2900;1600;300;1400;300;3500;0;000
Scotland;Dumfriesshire, Clydesdale and Tweeddale;Scotland;Dumfries and Galloway;70738;3300;1700;600;1300;200;2800;0;000
Scotland;Dundee Central;Scotland;Tayside;75298;300;3400;200;1200;000;4300;0;500
Scotland;Dunfermline and Dollar;Scotland;Fife;70725;700;4600;500;800;500;2800;0;100
Scotland;East Kilbride and Strathaven;Scotland;Ayrshire and Lanark;75161;500;5000;200;800;400;3000;0;000
Scotland;East Renfrewshire;Scotland;Glasgow area;72959;1600;3700;500;600;300;3100;0;300
Scotland;Edinburgh East and Musselburgh;Scotland;Edinburgh area;75705;400;3400;300;1000;1100;3500;0;300
Scotland;Edinburgh North and Leith;Scotland;Edinburgh area;76770;700;3500;400;600;1000;3400;0;300
Scotland;Edinburgh South;Scotland;Edinburgh area;73315;600;5500;600;500;900;1600;0;400
Scotland;Edinburgh South West;Scotland;Edinburgh area;70980;1000;3500;400;900;500;3400;0;300
Scotland;Edinburgh West;Scotland;Edinburgh area;76723;500;1400;3400;800;700;2900;0;300
Scotland;Falkirk;Scotland;Central;75067;800;4000;300;1000;200;3400;0;400
Scotland;Glasgow East;Scotland;Glasgow area;69748;300;4100;200;1000;800;3300;0;300
Scotland;Glasgow North;Scotland;Glasgow area;75236;300;4900;200;700;900;2900;0;100
Scotland;Glasgow North East;Scotland;Glasgow area;73210;300;3700;200;1200;700;3300;0;600
Scotland;Glasgow South;Scotland;Glasgow area;70431;300;5200;200;600;500;3000;0;100
